"","alpha_1","alpha_2","alpha_3","halflife_1","halflife_2","halflife_3","sigma2_1","sigma2_2","sigma2_3","stv_1","stv_2","stv_3","rho_1","rho_2","rho_3","theta_1","theta_2","theta_3","sim","state"
"1",0.00455766859681582,0.00931385593480786,0.00732151747320718,152.083716890738,74.4210760196007,94.6726116677985,0.101041627307922,0.0524902655294282,0.400446907839447,11.0847931526344,2.81785899936786,27.3472616370081,0.543546219861592,0.740807034227407,0.679927547869861,-3.29235684714195,-5.87565903841761,2.71945041445933,1,"sd"
"2",0.00482688822573073,0.00482688822573073,0.00482688822573073,143.601249530698,143.601249530698,143.601249530698,0.0631844256352908,0.0631844256352908,0.0631844256352908,6.54504752134855,6.54504752134855,6.54504752134855,0.560649104605789,0.560649104605789,0.560649104605789,7.83869842533022,7.83869842533022,7.83869842533022,1,"sx"
"3",0.0054104474600569,0.0034658622193924,0.0133134460181437,128.112727399566,199.992710812798,52.063694074045,0.0743879965964614,0.0483057597930219,0.188293532514293,6.87447730946815,6.96879401649879,7.07155503757948,0.594414025143258,0.462387317155866,0.815239348437242,-2.67217917274761,-1.80424877274858,-1.70306067446671,2,"sd"
"4",0.00375234923432297,0.00375234923432297,0.00375234923432297,184.723525790106,184.723525790106,184.723525790106,0.0382679222088591,0.0382679222088591,0.0382679222088591,5.09919517336233,5.09919517336233,5.09919517336233,0.485701803305896,0.485701803305896,0.485701803305896,6.95568347349763,6.95568347349763,6.95568347349763,2,"sx"
"5",0.0130854897151182,0.00438201760577653,0.0178340378011375,52.9706717631764,158.179916859808,38.8665308602035,0.16049724988679,0.25052325086473,0.249556309133317,6.13264208604137,28.585377034369,6.99662947662363,0.812104166188668,0.53181844181859,0.861540791018136,-1.99404614731466,-5.17030948555025,1.33140293998371,3,"sd"
"6",0.0122332438586407,0.0122332438586407,0.0122332438586407,56.6609468894347,56.6609468894347,56.6609468894347,0.61078324707029,0.61078324707029,0.61078324707029,24.9640755194655,24.9640755194655,24.9640755194655,0.799431297687833,0.799431297687833,0.799431297687833,-6.49565006606281,-6.49565006606281,-6.49565006606281,3,"sx"
"7",0.00611419979792615,0.00410941930962198,0.0131206881207431,113.366786082956,168.672780345627,52.8285692168931,0.173209750151438,0.246987079100517,0.15928514543709,14.1645477638945,30.0513357838916,6.06999968184858,0.629881914298436,0.512668017423215,0.812594870666494,3.06810355991655,5.41203671430049,-3.49596508083904,4,"sd"
"8",0.00681269761097991,0.00681269761097991,0.00681269761097991,101.743423844735,101.743423844735,101.743423844735,0.132326741957674,0.132326741957674,0.132326741957674,9.71177274508744,9.71177274508744,9.71177274508744,0.660307507786507,0.660307507786507,0.660307507786507,7.14261864311993,7.14261864311993,7.14261864311993,4,"sx"
"9",0.00512143322741377,0.00408134431534426,0.00437275253301566,135.342422673735,169.833056709767,158.515071531367,0.264160098956987,0.164124787063003,0.318930941027578,25.7896654341799,20.1067068080923,36.4679842524301,0.578229186702556,0.510627197441786,0.531186838469753,4.75427434998414,-4.8104123785035,-4.27990285191892,5,"sd"
"10",0.00436678689183602,0.00436678689183602,0.00436678689183602,158.731625272538,158.731625272538,158.731625272538,0.0985453718921148,0.0985453718921148,0.0985453718921148,11.2835105459751,11.2835105459751,11.2835105459751,0.530779457243189,0.530779457243189,0.530779457243189,8.59045423567295,8.59045423567295,8.59045423567295,5,"sx"
"11",0.0145387415412199,0.00676115736145359,0.00681586567489149,47.6758719862204,102.519013166545,101.696132761739,0.27177717281516,0.416016866088895,0.154368956998006,9.34665397430112,30.7652110318177,11.3242370346789,0.830506755484917,0.65820706374706,0.660435909862192,-0.589615459594133,-4.78931401676525,1.26401022334135,6,"sd"
"12",0.0075013120395743,0.0075013120395743,0.0075013120395743,92.4034591419665,92.4034591419665,92.4034591419665,0.310998425555694,0.310998425555694,0.310998425555694,20.7296019626283,20.7296019626283,20.7296019626283,0.686404685463483,0.686404685463483,0.686404685463483,5.63622943591326,5.63622943591326,5.63622943591326,6,"sx"
"13",0.00448385468859825,0.00651936660721873,0.018286890084826,154.587342520825,106.3212459616,37.9040491491279,0.105941082960477,0.221867713026788,0.436851247229107,11.813616889712,17.0160482140335,11.9443832494951,0.538674303875812,0.648056342517065,0.864952954947906,-6.91281792030766,1.31914405031111,1.2358476021856,7,"sd"
