Family,Species,Body mass (g),Flapper,Migrant,Incubation duration (days),Fledging duration (days),Developmental duration (days)
Procellariidae,Puffinus_opisthomelas,423.2,0,1,50.5,69.8,120.3
Procellariidae,Puffinus_pacificus,390.5,0,0,52.7,107.5,160.2
Procellariidae,Puffinus_puffinus,446.1,0,0,51,70.6,121.6
Procellariidae,Puffinus_tenuirostris,551,0,0,53.1,94,147.1
Procellariidae,Puffinus_yelkouan,468,0,0,51,70.6,121.6
Procellariidae,Thalassoica_antarctica,698,0,0,45.5,45.5,91
Promeropidae,Promerops_cafer,34.2,1,0,17,19,35.9
Promeropidae,Promerops_gurneyi,34.5,1,0,16.5,21,37.5
Prunellidae,Prunella_atrogularis,19,1,1,12.5,12.5,25
Prunellidae,Prunella_collaris,39.2,1,1,14.5,16,30.5
Prunellidae,Prunella_fulvescens,20,1,0,11,12.5,23.5
Prunellidae,Prunella_modularis,20.2,1,1,12.5,12,24.5
Prunellidae,Prunella_ocularis,22.5,1,0,11.5,12,23.5
Prunellidae,Prunella_rubida,19,1,1,12.5,12,24.5
Psittacidae,Agapornis_canus,29.9,1,0,23.1,43,66.1
Psittacidae,Agapornis_fischeri,48.3,1,0,22.9,38.4,61.3
Psittacidae,Agapornis_lilianae,37.3,1,0,22,44.1,66.1
Psittacidae,Agapornis_nigrigenis,40.5,1,0,23.6,40.6,64.2
Psittacidae,Agapornis_personatus,52.4,1,0,23,44.3,67.3
Psittacidae,Agapornis_pullarius,39.4,1,0,23,45.5,68.5
Psittacidae,Agapornis_roseicollis,54,1,0,23.3,42.8,66.1
Psittacidae,Agapornis_taranta,57.5,1,0,25.5,49.3,74.8
Psittacidae,Alipiopsitta_xanthops,246.1,1,0,23.5,45,68.5
Psittacidae,Alisterus_amboinensis,154,1,0,19,63,82
Psittacidae,Alisterus_scapularis,232.4,1,0,19.8,35,54.8
Psittacidae,Amazona_aestiva,400,1,0,24,59,83
Psittacidae,Amazona_agilis,178,1,0,28,56,84
Psittacidae,Amazona_amazonica,370,1,0,21,60,81
Psittacidae,Amazona_auropalliata,454.6,1,0,29,60,89
Psittacidae,Amazona_barbadensis,253.3,1,0,27,58,85
Psittacidae,Amazona_brasiliensis,384.6,1,0,27.5,55,82.5
Psittacidae,Amazona_collaria,187,1,0,24.5,70,94.5
Psittacidae,Amazona_finschi,297,1,0,28.5,60,88.5
Psittacidae,Amazona_guildingii,682.5,1,0,24,68,92
Psittacidae,Amazona_leucocephala,235.4,1,0,27,58,85
Psittacidae,Amazona_ochrocephala,454.6,1,0,27.2,60,87.3
Psittacidae,Amazona_oratrix,448.9,1,0,29,60,89
Psittacidae,Amazona_pretrei,275,1,0,26.5,50,76.5
Psittacidae,Amazona_rhodocorytha,475,1,0,24,34,58
Psittacidae,Amazona_tucumana,262.5,1,0,28,54,82
Psittacidae,Amazona_ventralis,214,1,0,25,56,81
Psittacidae,Amazona_versicolor,752.5,1,0,28,81,109
Psittacidae,Amazona_vinacea,254,1,0,25.5,70,95.5
Psittacidae,Amazona_viridigenalis,317.5,1,0,27,53,80
Psittacidae,Amazona_vittata,280.1,1,0,26,63,89
Psittacidae,Anodorhynchus_hyacinthinus,1345.9,1,0,28.5,107.5,136
Psittacidae,Aprosmictus_erythropterus,136,1,0,21,35,56
Psittacidae,Ara_ambiguus,1347.5,1,0,29,77,106
Psittacidae,Ara_ararauna,1125,1,0,25,91,116
Psittacidae,Ara_chloropterus,1215.5,1,0,35,103,138
Psittacidae,Ara_glaucogularis,700,1,0,27,92,119
Psittacidae,Ara_macao,1015,1,0,26,98,124
Psittacidae,Ara_rubrogenys,550,1,0,26,71.5,97.5
Psittacidae,Aratinga_acuticaudata,173,1,0,23,50,73
Psittacidae,Aratinga_aurea,84,1,0,23,48,71
Psittacidae,Aratinga_cactorum,101.6,1,0,16,42,58
Psittacidae,Aratinga_canicularis,84.1,1,0,30,42,72
Psittacidae,Aratinga_euops,139.3,1,0,22.5,47.5,70
Psittacidae,Aratinga_holochlora,232,1,0,23,50,73
Psittacidae,Aratinga_jandaya,89.5,1,0,26,56,82
Psittacidae,Aratinga_leucophthalma,160.3,1,0,28,63,91
Psittacidae,Aratinga_pertinax,85.2,1,0,23,42,65
Psittacidae,Aratinga_solstitialis,115.3,1,0,27.5,56,83.5
Psittacidae,Aratinga_weddellii,112.5,1,0,23,50,73
Psittacidae,Barnardius_zonarius,127,1,0,21.8,35,56.8
Psittacidae,Brotogeris_chiriri,64.8,1,0,26,56,82
Psittacidae,Brotogeris_tirica,63,1,0,26,49,75
Psittacidae,Brotogeris_versicolurus,70.6,1,0,25.5,56,81.5
Psittacidae,Cacatua_alba,570,1,0,28.8,91.3,120.1
Psittacidae,Cacatua_galerita,722,1,0,27.5,70.9,98.4
Psittacidae,Cacatua_haematuropygia,300,1,0,28,66.5,94.5
Psittacidae,Cacatua_leadbeateri,402.2,1,0,26.5,57.5,84
Psittacidae,Cacatua_moluccensis,850,1,0,28.5,98,126.5
Psittacidae,Cacatua_ophthalmica,535,1,0,29,87.5,116.5
Psittacidae,Cacatua_pastinator,615.8,1,0,23.5,60,83.5
Psittacidae,Cacatua_roseicapilla,322.6,1,0,24.6,53.3,77.9
Psittacidae,Cacatua_sanguinea,519.3,1,0,25,55.5,80.5
Psittacidae,Cacatua_sulphurea,317.7,1,0,24,70,94
Psittacidae,Cacatua_tenuirostris,566.8,1,0,25,56.1,81.1
Psittacidae,Callocephalon_fimbriatum,256,1,0,29,56,85
Psittacidae,Calyptorhynchus_banksii,722.8,1,0,29,81,110
Psittacidae,Calyptorhynchus_funereus,676.6,1,0,28.8,81.5,110.3
Psittacidae,Calyptorhynchus_lathami,434.5,1,0,29,71,100
Psittacidae,Calyptorhynchus_latirostris,617.5,1,0,28.5,73.5,102
Psittacidae,Chalcopsitta_atra,260,1,0,25,75,100
Psittacidae,Charmosyna_papou,93.5,1,0,21,49,70
Psittacidae,Charmosyna_pulchella,29.5,1,0,25,60,85
Psittacidae,Coracopsis_nigra,189.9,1,0,18,42,60
Psittacidae,Coracopsis_vasa,530,1,0,17,47,64
Psittacidae,Cyanoliseus_patagonus,275.4,1,0,24.5,60,84.5
Psittacidae,Cyanoramphus_novaezelandiae,86.6,1,0,19.8,39.7,59.5
Psittacidae,Cyanoramphus_saisseti,87.8,1,0,20,38.5,58.5
Psittacidae,Cyclopsitta_diophthalma,40.5,1,0,18,52,70
Psittacidae,Deroptyus_accipitrinus,246,1,0,28,63,91
Psittacidae,Diopsittaca_nobilis,150,1,0,24,60,84
Psittacidae,Eclectus_roratus,457.4,1,0,29.1,82.2,111.4
Psittacidae,Enicognathus_leptorhynchus,232.1,1,1,27,43.5,70.5
Psittacidae,Eos_cyanogenia,120,1,0,26,81,107
Psittacidae,Eunymphicus_cornutus,130,1,0,21.5,38.5,60
Psittacidae,Forpus_coelestis,26.6,1,0,17,30,47
Psittacidae,Forpus_passerinus,23.5,1,0,19,33.2,52.2
Psittacidae,Forpus_xanthopterygius,27.8,1,0,18,35,53
Psittacidae,Glossopsitta_concinna,58.5,1,0,21.5,47.5,69
Psittacidae,Glossopsitta_porphyrocephala,44.6,1,0,18,36,54
Psittacidae,Glossopsitta_pusilla,39.8,1,0,18,42,60
Psittacidae,Lathamus_discolor,64.7,1,1,20,45.5,65.5
Psittacidae,Loriculus_philippensis,35.5,1,0,20,35,55
Psittacidae,Loriculus_vernalis,36,1,0,22,35,57
Psittacidae,Lorius_domicella,177.5,1,0,24,90,114
Psittacidae,Lorius_lory,211.5,1,0,24,60,84
Psittacidae,Melopsittacus_undulatus,29,1,0,18.5,34.1,52.6
Psittacidae,Myiopsitta_monachus,114.3,1,0,27.5,42,69.5
Psittacidae,Nandayus_nenday,130.5,1,0,22,56,78
Psittacidae,Neophema_chrysogaster,45.9,1,1,21.8,33.2,55
Psittacidae,Neophema_chrysostoma,46.1,1,1,18.5,31,49.5
Psittacidae,Neophema_elegans,43.9,1,0,18.1,30,48.1
Psittacidae,Neophema_petrophila,52.9,1,0,18,30,48
Psittacidae,Neophema_pulchella,41.4,1,0,20.1,28.5,48.6
Psittacidae,Neophema_splendida,38.6,1,0,18,30,48
Psittacidae,Neopsephotus_bourkii,44.5,1,0,17.9,27.4,45.2
Psittacidae,Nestor_meridionalis,428.5,1,0,21,70,91
Psittacidae,Nestor_notabilis,865.2,1,0,24.5,91,115.5
Psittacidae,Northiella_haematogaster,83.9,1,0,20.6,30,50.6
Psittacidae,Nymphicus_hollandicus,92.3,1,0,20.3,29.8,50
Psittacidae,Orthopsittaca_manilata,341,1,0,25,75.5,100.5
Psittacidae,Pezoporus_wallicus,74.2,1,0,21.3,24,45.2
Psittacidae,Phigys_solitarius,81.5,1,0,30,63,93
Psittacidae,Pionites_melanocephalus,148.9,1,0,27,73,100
Psittacidae,Pionopsitta_pileata,109,1,0,24,53,77
Psittacidae,Pionus_chalcopterus,210,1,0,26,60,86
Psittacidae,Pionus_menstruus,252,1,0,26.5,57.5,84
Psittacidae,Pionus_senilis,211,1,0,27,61,88
Psittacidae,Pionus_sordidus,265.9,1,0,27,84,111
Psittacidae,Platycercus_adscitus,113.7,1,0,19.8,35,54.8
Psittacidae,Platycercus_caledonicus,131.4,1,0,20.5,35,55.5
Psittacidae,Platycercus_elegans,126.8,1,0,21,34,55
Psittacidae,Platycercus_eximius,104,1,0,19.5,34.1,53.6
Psittacidae,Platycercus_icterotis,62.8,1,0,19.8,31.9,51.6
Psittacidae,Platycercus_venustus,89.5,1,0,19.5,49,68.5
Psittacidae,Poicephalus_cryptoxanthus,139.8,1,0,28,52,80
Psittacidae,Poicephalus_meyeri,117.1,1,0,30,64,94
Psittacidae,Poicephalus_robustus,327.7,1,0,27,71.3,98.2
Psittacidae,Poicephalus_senegalus,147,1,0,25,63,88
Psittacidae,Polytelis_anthopeplus,170,1,0,21.3,42,63.3
Psittacidae,Polytelis_swainsonii,153,1,1,20,36.2,56.3
Psittacidae,Primolius_auricollis,245,1,0,23,49,72
Psittacidae,Primolius_maracana,256,1,0,26.5,70,96.5
Psittacidae,Probosciger_aterrimus,841,1,0,31.9,93.6,125.5
Psittacidae,Prosopeia_tabuensis,234.6,1,0,24,49,73
Psittacidae,Psephotus_chrysopterygius,45.6,1,0,19.5,31.5,51
Psittacidae,Psephotus_dissimilis,46.3,1,0,19,28,47
Psittacidae,Psephotus_haematonotus,61.4,1,0,19.3,29.8,49
Psittacidae,Psephotus_varius,61.3,1,0,19.6,28.9,48.5
Psittacidae,Pseudeos_fuscata,154.5,1,0,24,70,94
Psittacidae,Psilopsiagon_aurifrons,33.6,1,0,23,56,79
Psittacidae,Psilopsiagon_aymara,53.5,1,0,28,45.5,73.5
Psittacidae,Psittacula_alexandri,150.5,1,0,28,50,78
Psittacidae,Psittacula_columboides,86.2,1,0,23,32,55
Psittacidae,Psittacula_cyanocephala,66,1,0,24,42,66
Psittacidae,Psittacula_eques,145.5,1,0,22.5,54.3,76.7
Psittacidae,Psittacula_eupatria,226.5,1,0,20.5,49,69.5
Psittacidae,Psittacula_krameri,121.7,1,0,23,50.3,73.3
Psittacidae,Psittacula_roseata,113.3,1,0,24,42,66
Psittacidae,Psittacus_erithacus,333,1,0,27.8,75,102.8
Psittacidae,Psitteuteles_goldiei,53,1,0,23,60,83
Psittacidae,Psitteuteles_versicolor,56.5,1,0,21.5,40,61.5
Psittacidae,Purpureicephalus_spurius,115.8,1,0,20.5,34.6,55.1
Psittacidae,Pyrrhura_cruentata,83.6,1,0,23.5,45,68.5
Psittacidae,Pyrrhura_frontalis,83,1,0,30,45,75
Psittacidae,Pyrrhura_hoffmanni,82,1,0,24,70,94
Psittacidae,Pyrrhura_melanura,83,1,0,25,52.5,77.5
Psittacidae,Pyrrhura_molinae,71.5,1,0,23,49,72
Psittacidae,Pyrrhura_perlata,91,1,0,25,52.5,77.5
Psittacidae,Rhynchopsitta_pachyrhyncha,330.9,1,1,26,62,88
Psittacidae,Strigops_habroptila,1741,1,0,28.8,88.3,117
Psittacidae,Trichoglossus_chlorolepidotus,87.1,1,0,23.5,56.5,80
Psittacidae,Trichoglossus_haematodus,118.8,1,0,25,52.5,77.5
Psittacidae,Vini_peruviana,32.5,1,0,25,60,85
Psophiidae,Psophia_leucoptera,1285.8,1,0,25.5,21,46.5
Pteroclididae,Pterocles_alchata,258.1,1,1,22.4,26.5,49
Pteroclididae,Pterocles_namaqua,176.8,1,0,18.5,31.5,50
Pteroclididae,Pterocles_orientalis,405.2,1,1,24,27.5,51.5
Pteroclididae,Pterocles_senegallus,263.4,1,1,30,38.5,68.5
Pteroclididae,Syrrhaptes_paradoxus,259.7,1,1,26.3,15,41.2
Ptilonorhynchidae,Ailuroedus_buccoides,136,1,0,20.5,20,40.5
Ptilonorhynchidae,Ailuroedus_crassirostris,206.2,1,0,23.5,21,44.5
Ptilonorhynchidae,Ailuroedus_melanotis,189.4,1,0,22.8,20.5,43.2
Ptilonorhynchidae,Archboldia_papuensis,177.4,1,0,26.5,30,56.5
Ptilonorhynchidae,Chlamydera_nuchalis,208.2,1,0,21,20.3,41.2
Ptilonorhynchidae,Prionodura_newtoniana,77.2,1,0,22,18.5,40.5
Ptilonorhynchidae,Ptilonorhynchus_violaceus,216,1,0,20.7,19.3,40
Ptilonorhynchidae,Sericulus_chrysocephalus,99.7,1,0,21,17,38
Pycnonotidae,Alophoixus_pallidus,46.1,1,0,12.5,10.5,23
Pycnonotidae,Andropadus_importunus,26.9,1,0,13,12.9,25.9
Pycnonotidae,Andropadus_virens,26.5,1,0,13,12.5,25.5
Pycnonotidae,Bleda_notatus,38.3,1,0,14,13.5,27.5
Pycnonotidae,Chlorocichla_flaviventris,40.7,1,0,14,16,30
Pycnonotidae,Hypsipetes_crassirostris,79.5,1,0,15,21,36
Pycnonotidae,Hypsipetes_olivaceus,69.9,1,0,15.5,21,36.5
Pycnonotidae,Ixos_amaurotis,72,1,1,13.5,10.5,24
Pycnonotidae,Nicator_chloris,45.2,1,0,15.2,15.2,30.5
Pycnonotidae,Phyllastrephus_cabanisi,30.9,1,0,11.5,17,28.5
Pycnonotidae,Phyllastrephus_icterinus,18.8,1,0,13.5,11.8,25.3
Pycnonotidae,Pycnonotus_barbatus,34,1,0,13.5,14.5,28
Pycnonotidae,Pycnonotus_blanfordi,33.4,1,0,11.5,10,21.5
Pycnonotidae,Pycnonotus_cafer,42,1,0,13.1,12,25.1
Pycnonotidae,Pycnonotus_capensis,38.6,1,0,12.5,11.5,24
Pycnonotidae,Pycnonotus_goiavier,27.8,1,0,12.5,12,24.5
Pycnonotidae,Pycnonotus_jocosus,28.6,1,0,12.7,12.5,25.3
Pycnonotidae,Pycnonotus_leucogenys,34.5,1,1,12,10,22
Pycnonotidae,Pycnonotus_leucotis,28.8,1,0,12.3,10,22.3
Pycnonotidae,Pycnonotus_luteolus,34.9,1,0,11,10,21
Pycnonotidae,Pycnonotus_nigricans,30.8,1,0,11.5,12.5,24
Pycnonotidae,Pycnonotus_priocephalus,33.5,1,0,13,12,25
Pycnonotidae,Pycnonotus_taivanus,26.5,1,0,11.5,9.5,21
Pycnonotidae,Pycnonotus_xantholaemus,33.5,1,0,20,13,33
Pycnonotidae,Pycnonotus_xanthopygos,37.9,1,0,13.5,14,27.5
Ramphastidae,Andigena_laminirostris,312,1,0,16.5,50.3,66.8
Ramphastidae,Aulacorhynchus_prasinus,175.2,1,0,16,43.2,59.2
Ramphastidae,Eubucco_bourcierii,36.5,1,0,15,36.5,51.5
Ramphastidae,Lybius_bidentatus,79.9,1,0,13.5,38,51.5
Ramphastidae,Lybius_dubius,94,1,0,16,40,56
Ramphastidae,Lybius_torquatus,52.5,1,0,18.5,34,52.5
Ramphastidae,Megalaima_haemacephala,44.2,1,0,13,35,48
Ramphastidae,Megalaima_mystacophanos,77.5,1,0,17.5,26.5,44
Ramphastidae,Megalaima_rubricapillus,37.4,1,0,14.5,36,50.5
Ramphastidae,Megalaima_virens,202,1,0,14,38,52
Ramphastidae,Megalaima_viridis,80.5,1,0,14.5,37,51.5
Ramphastidae,Pogoniulus_bilineatus,12.8,1,0,12,18.5,30.5
Ramphastidae,Pogoniulus_chrysoconus,11,1,0,12,21,33
Ramphastidae,Pogoniulus_pusillus,9.5,1,0,12,23,35
Ramphastidae,Pteroglossus_aracari,256,1,0,16.5,40,56.5
Ramphastidae,Pteroglossus_torquatus,210.6,1,0,16.5,44,60.5
Ramphastidae,Pteroglossus_viridis,136,1,0,17,44,61
Ramphastidae,Ramphastos_dicolorus,328.3,1,0,16,40,56
Ramphastidae,Ramphastos_sulfuratus,419.8,1,0,16.5,45.8,62.2
Ramphastidae,Ramphastos_toco,618,1,0,16.4,47.5,63.9
Ramphastidae,Ramphastos_tucanus,674,1,0,15.3,48.5,63.8
Ramphastidae,Ramphastos_vitellinus,361.1,1,0,16,43.9,59.9
Ramphastidae,Semnornis_frantzii,58.5,1,0,14,28,42
Ramphastidae,Semnornis_ramphastinus,97.9,1,0,15,44.5,59.5
Ramphastidae,Stactolaema_leucotis,54.9,1,0,16,39,55
Ramphastidae,Stactolaema_olivacea,49.5,1,0,18,32.5,50.5
Ramphastidae,Trachyphonus_vaillantii,68.2,1,0,15,23.5,38.5
Ramphastidae,Tricholaema_diademata,30.4,1,0,12,28,40
Ramphastidae,Tricholaema_leucomelas,31.7,1,0,14.7,34.2,49
Recurvirostridae,Cladorhynchus_leucocephalus,215.6,1,0,20,50,70
Recurvirostridae,Himantopus_himantopus,168.9,1,1,24.2,31,55.3
Recurvirostridae,Himantopus_mexicanus,171.6,1,1,24.7,29,53.7
Recurvirostridae,Himantopus_novaezelandiae,178,1,0,24.5,38.8,63.3
Recurvirostridae,Recurvirostra_americana,306.9,1,1,25.3,29.3,54.5
Recurvirostridae,Recurvirostra_avosetta,304,1,1,23.6,38.5,62.1
Regulidae,Regulus_calendula,6.4,1,1,12.5,14,26.5
Regulidae,Regulus_ignicapilla,5.6,1,1,14.7,21,35.8
Regulidae,Regulus_regulus,5.6,1,1,15.8,18.2,34
Regulidae,Regulus_satrapa,6.1,1,1,14.3,18.5,32.7
Remizidae,Anthoscopus_caroli,6.9,1,0,15,25,40
Remizidae,Anthoscopus_minutus,6.6,1,0,14,19.3,33.3
Remizidae,Auriparus_flaviceps,6.9,1,0,14.7,19,33.7
Remizidae,Remiz_pendulinus,9.3,1,1,14,22,36
Rhinocryptidae,Rhinocrypta_lanceolata,61.5,1,0,16.5,14.5,31
Rhipiduridae,Rhipidura_albicollis,12.9,1,0,12.5,14,26.5
Rhipiduridae,Rhipidura_aureola,11.3,1,0,13,13,26
Rhipiduridae,Rhipidura_fuliginosa,7.7,1,0,14.9,13.1,28
Rhipiduridae,Rhipidura_leucophrys,27.2,1,0,14.1,14,28.1
Rhipiduridae,Rhipidura_rufifrons,10.2,1,0,15.5,11,26.5
Rostratulidae,Rostratula_benghalensis,124,1,1,19.3,32.5,51.8
Scolopacidae,Actitis_hypoleucos,48,1,1,21.5,22.3,43.7
Scolopacidae,Actitis_macularius,41.1,1,1,20.7,17.6,38.4
Scolopacidae,Aphriza_virgata,199.4,1,1,23,28,51
Scolopacidae,Arenaria_interpres,135.5,1,1,22.4,20.3,42.6
Scolopacidae,Arenaria_melanocephala,122.6,1,1,22.4,29.5,51.9
Scolopacidae,Bartramia_longicauda,155.6,1,1,23.2,32.3,55.5
Scolopacidae,Calidris_alba,53.6,1,1,25.8,15,40.8
Scolopacidae,Calidris_alpina,53.2,1,1,21.5,19.5,41
Scolopacidae,Calidris_bairdii,40.2,1,1,20.4,19,39.4
Scolopacidae,Calidris_canutus,139.5,1,1,21.9,18,39.9
Scolopacidae,Calidris_ferruginea,58.8,1,1,20.1,15,35.1
Scolopacidae,Calidris_fuscicollis,43.8,1,1,22,16.5,38.5
Scolopacidae,Calidris_himantopus,57.4,1,1,20,16.6,36.6
Scolopacidae,Calidris_maritima,67.3,1,1,21.6,20.5,42.1
Scolopacidae,Calidris_mauri,27.3,1,1,21,19,40
Scolopacidae,Calidris_melanotos,82.4,1,1,22,18,40
Scolopacidae,Calidris_minutilla,23.2,1,1,20.4,15,35.4
Scolopacidae,Calidris_ptilocnemis,80.5,1,1,21.7,21,42.7
Scolopacidae,Calidris_pusilla,26.9,1,1,20.5,17,37.5
Scolopacidae,Calidris_ruficollis,26.9,1,1,21.3,16.5,37.8
Scolopacidae,Calidris_temminckii,24.3,1,1,21.1,16.2,37.4
Scolopacidae,Calidris_tenuirostris,185.6,1,1,21,22.5,43.5
Scolopacidae,Coenocorypha_aucklandica,108.3,1,0,22,30,52
Scolopacidae,Coenocorypha_pusilla,90.8,1,0,19,21,40
Scolopacidae,Eurynorhynchus_pygmeus,32,1,1,19,17.5,36.5
Scolopacidae,Gallinago_gallinago,114,1,1,19,19.1,38.1
Scolopacidae,Gallinago_media,172.2,1,1,23,24.5,47.5
Scolopacidae,Gallinago_megala,121,1,1,19,19,38
Scolopacidae,Gallinago_nigripennis,113,1,1,19,19.5,38.5
Scolopacidae,Limnodromus_griseus,110.5,1,1,21,16.5,37.5
Scolopacidae,Limnodromus_scolopaceus,106.3,1,1,20.4,25,45.4
Scolopacidae,Limosa_fedoa,363.6,1,1,23,21,44
Scolopacidae,Limosa_haemastica,254.4,1,1,23.2,30,53.3
Scolopacidae,Limosa_lapponica,301.6,1,1,20.6,28,48.6
Scolopacidae,Limosa_limosa,297.4,1,1,23.2,27.5,50.8
Scolopacidae,Numenius_americanus,609.8,1,1,28,42.2,70.3
Scolopacidae,Numenius_arquata,769,1,1,28.8,40,68.8
Scolopacidae,Numenius_minutus,172.6,1,1,22.5,33.2,55.8
Scolopacidae,Numenius_phaeopus,373.8,1,1,26.1,37.5,63.6
Scolopacidae,Numenius_tahitiensis,409.2,1,1,24,28,52
Scolopacidae,Phalaropus_fulicarius,55.7,1,1,18.9,18.7,37.6
Scolopacidae,Phalaropus_lobatus,35.8,1,1,18.8,19.5,38.3
Scolopacidae,Philomachus_pugnax,136,1,1,21.5,26.5,48
Scolopacidae,Scolopax_minor,196.3,1,1,20.6,16.5,37.1
Scolopacidae,Scolopax_mira,379.7,1,0,22.3,17.5,39.8
Scolopacidae,Scolopax_rusticola,308.9,1,1,22.3,17.5,39.8
Scolopacidae,Tringa_flavipes,79.6,1,1,22.9,22.3,45.1
Scolopacidae,Tringa_glareola,64.5,1,1,22.5,29,51.5
Scolopacidae,Tringa_melanoleuca,165.9,1,1,23,28.3,51.2
Scolopacidae,Tringa_nebularia,181.3,1,1,24.3,28,52.3
Scolopacidae,Tringa_ochropus,75.3,1,1,21.5,28,49.5
Scolopacidae,Tringa_totanus,129,1,1,23.9,29.8,53.6
Scolopacidae,Tryngites_subruficollis,62,1,1,24,17.5,41.5
Scolopacidae,Xenus_cinereus,78.8,1,1,23.2,17.5,40.8
Scopidae,Scopus_umbretta,447.5,1,0,29,48.8,77.8
Sittidae,Sitta_canadensis,10.1,1,1,12,19.5,31.5
Sittidae,Sitta_carolinensis,21,1,0,12.5,20.3,32.7
Sittidae,Sitta_europaea,21.7,1,0,14.9,24,38.9
Sittidae,Sitta_krueperi,12,1,0,15.5,19,34.5
Sittidae,Sitta_nagaensis,18,1,0,15,24,39
Sittidae,Sitta_neumayer,31,1,0,15.5,26.5,42
Sittidae,Sitta_pusilla,10.2,1,0,14,18,32
Sittidae,Sitta_pygmaea,10.6,1,0,15.1,19.8,34.9
Sittidae,Sitta_tephronota,49,1,0,13,25,38
Sittidae,Sitta_villosa,9.5,1,0,16,17.5,33.5
Sittidae,Tichodroma_muraria,17.3,1,1,18.5,28.5,47
Steatornithidae,Steatornis_caripensis,410.4,1,0,33.5,107.8,141.3
Stercorariidae,Catharacta_antarctica,1696.7,1,0,30,41,71
Stercorariidae,Catharacta_chilensis,1390.4,1,1,29.5,44,73.5
Stercorariidae,Catharacta_maccormicki,1364.8,1,1,29.5,51.5,81
Stercorariidae,Catharacta_skua,1379.2,1,1,29,52,81
Stercorariidae,Stercorarius_longicaudus,293,1,1,23.5,25,48.5
Stercorariidae,Stercorarius_parasiticus,447.2,1,1,26.4,27.5,53.9
Stercorariidae,Stercorarius_pomarinus,693.2,1,1,26,32.3,58.2
Strigidae,Aegolius_acadicus,98.2,1,1,27.5,30.3,57.7
Strigidae,Aegolius_funereus,134.3,1,0,28.1,31.9,60
Strigidae,Asio_capensis,331.2,1,0,28,35,63
Strigidae,Asio_flammeus,333.2,1,1,26.4,25.5,51.9
Strigidae,Asio_otus,279.7,1,1,27.4,32,59.4
Strigidae,Athene_brama,112.5,1,0,30,32,62
Strigidae,Athene_cunicularia,150.6,1,1,28.5,44,72.5
Strigidae,Athene_noctua,169,1,0,27.5,32.5,60
Strigidae,Bubo_africanus,670.3,1,0,31,48,79
Strigidae,Bubo_ascalaphus,2316.5,1,0,34.2,58,92.3
Strigidae,Bubo_bengalensis,1740,1,0,35.3,55,90.3
Strigidae,Bubo_bubo,2600.8,1,0,35,55,90
Strigidae,Bubo_capensis,1128.3,1,0,36,73.5,109.5
Strigidae,Bubo_lacteus,2148.6,1,0,35.5,62.5,98
Strigidae,Bubo_magellanicus,1257.4,1,0,27,68.2,95.3
Strigidae,Bubo_scandiaca,1991.4,1,1,32,48.8,80.9
Strigidae,Bubo_virginianus,1476.5,1,0,28,69.1,97.1
Strigidae,Glaucidium_brasilianum,72.3,1,0,27,28.5,55.5
Strigidae,Glaucidium_californicum,66.5,1,0,28,25.5,53.5
Strigidae,Glaucidium_capense,121.4,1,0,31,32,63
Strigidae,Glaucidium_gnoma,64.1,1,0,28,25.5,53.5
Strigidae,Glaucidium_nanum,71.6,1,0,27.5,28.5,56
Strigidae,Glaucidium_passerinum,61.7,1,0,29,30.5,59.5
Strigidae,Glaucidium_perlatum,80.6,1,0,29,29,58
Strigidae,Ketupa_blakistoni,937.5,1,0,36,37.5,73.5
Strigidae,Ketupa_ketupu,1360.8,1,0,28.5,45,73.5
Strigidae,Ketupa_zeylonensis,1105,1,0,35.3,51,86.2
Strigidae,Megascops_asio,177.5,1,0,28,28,56
Strigidae,Megascops_kennicottii,160.9,1,0,26,28,54
Strigidae,Megascops_trichopsis,88.8,1,0,26,26.2,52.2
Strigidae,Micrathene_whitneyi,41,1,1,23.2,30.4,53.6
Strigidae,Ninox_boobook,247.8,1,0,29.5,37.5,67
Strigidae,Ninox_connivens,573.2,1,0,36,36.7,72.7
Strigidae,Ninox_novaeseelandiae,189.2,1,0,30,39.6,69.6
Strigidae,Ninox_rudolfi,272,1,0,29,40,69
Strigidae,Ninox_rufa,920.8,1,0,37,50.1,87.1
Strigidae,Ninox_scutulata,191,1,0,24.3,27,51.3
Strigidae,Ninox_strenua,1335.4,1,0,36.4,59.8,96.1
Strigidae,Otus_brucei,94.7,1,1,27,29,56
Strigidae,Otus_elegans,108,1,0,23.8,25.8,49.5
Strigidae,Otus_flammeolus,54,1,1,22.5,25,47.5
Strigidae,Otus_insularis,123.3,1,0,24.5,35,59.5
Strigidae,Otus_leucotis,204,1,0,30,31,61
Strigidae,Otus_longicornis,87.1,1,0,24.5,25,49.5
Strigidae,Otus_mantananensis,99,1,0,24.5,25,49.5
Strigidae,Otus_mindorensis,107.6,1,0,24.5,25,49.5
Strigidae,Otus_scops,92,1,1,24.5,25,49.5
Strigidae,Otus_senegalensis,76.6,1,0,24.5,27.5,52
Strigidae,Otus_sunia,83.7,1,1,24.5,25,49.5
Strigidae,Ptilopsis_granti,228.2,1,0,30,31,61
Strigidae,Pulsatrix_koeniswaldiana,481,1,0,35,38.5,73.5
Strigidae,Pulsatrix_perspicillata,922.5,1,0,35.5,38.5,74
Strigidae,Scotopelia_peli,2065.4,1,0,32.5,69,101.5
Strigidae,Strix_aluco,488.5,1,0,29.5,29.1,58.6
