Family,Species,Body mass (g),Flapper,Migrant,Incubation duration (days),Fledging duration (days),Developmental duration (days)
Strigidae,Strix_butleri,218.5,1,0,36.5,35,71.5
Strigidae,Strix_fulvescens,637.8,1,0,28.5,42,70.5
Strigidae,Strix_hylophila,323.9,1,0,28.5,33.5,62
Strigidae,Strix_nebulosa,1070.3,1,0,29.6,50.8,80.4
Strigidae,Strix_occidentalis,597.9,1,0,30,35,65
Strigidae,Strix_uralensis,781.8,1,0,29.1,35.6,64.8
Strigidae,Strix_varia,714.8,1,0,28.8,42,70.8
Strigidae,Strix_woodfordii,350,1,0,31,46,77
Strigidae,Surnia_ulula,314.2,1,0,27.4,30,57.4
Sturnidae,Acridotheres_cristatellus,116.4,1,0,15,24.5,39.5
Sturnidae,Acridotheres_tristis,115,1,0,15.5,23,38.5
Sturnidae,Ampeliceps_coronatus,88.5,1,0,14.5,25.5,40
Sturnidae,Buphagus_africanus,64,1,0,13,25,38
Sturnidae,Buphagus_erythrorhynchus,50.7,1,0,12,30,42
Sturnidae,Cinnyricinclus_leucogaster,44.1,1,0,12,21,33
Sturnidae,Cosmopsarus_regius,54.5,1,0,14,20.5,34.5
Sturnidae,Cosmopsarus_unicolor,60.5,1,0,14,28.5,42.5
Sturnidae,Creatophora_cinerea,74.5,1,0,11,14.5,25.5
Sturnidae,Gracula_religiosa,195,1,0,15,26.5,41.5
Sturnidae,Lamprotornis_australis,106,1,0,15,22,37
Sturnidae,Lamprotornis_chalybaeus,92.5,1,1,13.5,23,36.5
Sturnidae,Lamprotornis_mevesii,66.5,1,0,18,23,41
Sturnidae,Lamprotornis_nitens,90,1,0,13,20,33
Sturnidae,Lamprotornis_pulcher,67.5,1,0,15.5,21.5,37
Sturnidae,Lamprotornis_purpureus,115.5,1,0,13,25,38
Sturnidae,Lamprotornis_purpuroptera,85,1,0,14,25,39
Sturnidae,Lamprotornis_superbus,64.9,1,0,13.5,19,32.5
Sturnidae,Leucopsar_rothschildi,92.5,1,0,13.5,23,36.5
Sturnidae,Mino_dumontii,217,1,0,14,40,54
Sturnidae,Onychognathus_morio,135,1,0,13.5,25,38.5
Sturnidae,Onychognathus_nabouroup,108,1,0,13.5,25,38.5
Sturnidae,Onychognathus_tenuirostris,134.5,1,0,13,23,36
Sturnidae,Onychognathus_tristramii,123,1,0,16,29.5,45.5
Sturnidae,Onychognathus_walleri,87.9,1,0,14.3,28.3,42.6
Sturnidae,Sarcops_calvus,145,1,0,13.5,19.5,33
Sturnidae,Scissirostrum_dubium,50,1,0,13.5,22,35.5
Sturnidae,Speculipastor_bicolor,67.5,1,1,18,21,39
Sturnidae,Spreo_bicolor,103,1,0,15,25,40
Sturnidae,Sturnus_cineraceus,81.5,1,1,12.5,21.5,34
Sturnidae,Sturnus_contra,83,1,0,14.5,23,37.5
Sturnidae,Sturnus_pagodarum,47,1,0,12,19.5,31.5
Sturnidae,Sturnus_philippensis,50,1,1,14.5,22,36.5
Sturnidae,Sturnus_roseus,72.2,1,1,15,24,39
Sturnidae,Sturnus_unicolor,85.7,1,0,11,21.5,32.5
Sturnidae,Sturnus_vulgaris,77.4,1,1,12.1,21,33.1
Sulidae,Morus_bassanus,2999.1,1,0,43.7,90,133.7
Sulidae,Morus_capensis,2648.1,1,1,43.7,97,140.7
Sulidae,Morus_serrator,2350,1,1,44.5,101,145.5
Sulidae,Papasula_abbotti,1519.8,1,0,57,162.8,219.8
Sulidae,Sula_dactylatra,1817,1,0,42.4,125,167.4
Sulidae,Sula_granti,1806.5,1,0,43.6,118.8,162.4
Sulidae,Sula_leucogaster,1248.9,1,1,42.9,96.5,139.4
Sulidae,Sula_nebouxii,1531,1,0,41,102,143
Sulidae,Sula_sula,1024.1,1,0,44.8,106.9,151.6
Sulidae,Sula_variegata,1421.2,1,0,42,94.8,136.8
Sylviidae,Acrocephalus_aedon,22.6,1,1,13.5,14,27.5
Sylviidae,Acrocephalus_arundinaceus,28.6,1,1,14.3,14.5,28.8
Sylviidae,Acrocephalus_australis,20.9,1,0,13.3,11.5,24.9
Sylviidae,Acrocephalus_baeticatus,10.2,1,1,13,14,27
Sylviidae,Acrocephalus_bistrigiceps,8.6,1,1,13.5,14,27.5
Sylviidae,Acrocephalus_dumetorum,11.4,1,1,12.5,11,23.5
Sylviidae,Acrocephalus_gracilirostris,14.4,1,0,13.5,12,25.5
Sylviidae,Acrocephalus_griseldis,23.3,1,1,14.3,14.5,28.8
Sylviidae,Acrocephalus_melanopogon,11,1,1,14.5,12,26.5
Sylviidae,Acrocephalus_paludicola,11.8,1,1,13.5,13.5,27
Sylviidae,Acrocephalus_palustris,11.8,1,1,12.3,11.3,23.5
Sylviidae,Acrocephalus_rufescens,22.1,1,0,14,14,28
Sylviidae,Acrocephalus_schoenobaenus,11.9,1,1,13.8,13.5,27.2
Sylviidae,Acrocephalus_scirpaceus,12.1,1,1,11,11.5,22.5
Sylviidae,Acrocephalus_sechellensis,15.9,1,0,18,19,37
Sylviidae,Acrocephalus_stentoreus,24.2,1,1,14,12,26
Sylviidae,Acrocephalus_vaughani,24.5,1,0,14,14,28
Sylviidae,Bowdleria_punctata,25.2,1,0,14.5,16,30.5
Sylviidae,Bradypterus_baboecala,13.4,1,0,13,12.5,25.5
Sylviidae,Bradypterus_sylvaticus,16,1,0,12.5,13,25.5
Sylviidae,Cettia_cetti,13.5,1,1,16.5,15,31.5
Sylviidae,Cettia_diphone,13.9,1,1,16,14,30
Sylviidae,Chloropeta_natalensis,11.5,1,0,12,15,27
Sylviidae,Cincloramphus_cruralis,51.4,1,1,12.1,11.5,23.6
Sylviidae,Cincloramphus_mathewsi,29.7,1,1,11.5,12,23.5
Sylviidae,Eremomela_icteropygialis,7.5,1,0,11,15.5,26.5
Sylviidae,Hippolais_caligata,9,1,1,13.3,13,26.3
Sylviidae,Hippolais_icterina,13.2,1,1,13.3,14,27.2
Sylviidae,Hippolais_languida,12,1,1,13.5,14.5,28
Sylviidae,Hippolais_opaca,9.1,1,1,12,13,25
Sylviidae,Hippolais_pallida,9.1,1,1,12,13,25
Sylviidae,Hippolais_polyglotta,11,1,1,12.5,12,24.5
Sylviidae,Hippolais_rama,9.3,1,1,13.3,13,26.3
Sylviidae,Locustella_fasciolata,27.1,1,1,15,14,29
Sylviidae,Locustella_fluviatilis,17.1,1,1,12.3,15,27.2
Sylviidae,Locustella_lanceolata,11,1,1,13,12,25
Sylviidae,Locustella_luscinioides,14.3,1,1,11.5,12.9,24.5
Sylviidae,Locustella_naevia,13.3,1,1,13.5,10.8,24.3
Sylviidae,Locustella_pryeri,14.3,1,1,11.3,13.5,24.8
Sylviidae,Megalurus_gramineus,14.2,1,0,14,12,26
Sylviidae,Phylloscopus_bonelli,8.8,1,1,12.5,12.5,25
Sylviidae,Phylloscopus_borealis,10.2,1,1,12,13,25
Sylviidae,Phylloscopus_canariensis,8.3,1,0,14,15,29
Sylviidae,Phylloscopus_collybita,8.3,1,1,14,15,29
Sylviidae,Phylloscopus_griseolus,7.8,1,1,15.5,12.7,28.3
Sylviidae,Phylloscopus_humei,6.4,1,1,12.5,13,25.5
Sylviidae,Phylloscopus_ibericus,8.2,1,1,14,15,29
Sylviidae,Phylloscopus_inornatus,6.7,1,1,14.7,12.5,27.2
Sylviidae,Phylloscopus_nitidus,7.8,1,1,15,15,30
Sylviidae,Phylloscopus_orientalis,8.7,1,1,12.5,12.5,25
Sylviidae,Phylloscopus_proregulus,6,1,1,12.5,13,25.5
Sylviidae,Phylloscopus_ruficapilla,7.7,1,0,17,16,33
Sylviidae,Phylloscopus_sibilatrix,9.6,1,1,13,12,25
Sylviidae,Phylloscopus_tenellipes,11.8,1,1,12,10.5,22.5
Sylviidae,Phylloscopus_trochiloides,7.9,1,1,12.5,13,25.5
Sylviidae,Phylloscopus_trochilus,8.8,1,1,13.6,13.3,26.9
Sylviidae,Sphenoeacus_afer,30.4,1,0,15.5,15,30.5
Sylviidae,Sylvia_althaea,13.6,1,1,11.3,11.5,22.8
Sylviidae,Sylvia_atricapilla,17.5,1,1,11.3,11.3,22.5
Sylviidae,Sylvia_boehmi,14,1,0,15,13,28
Sylviidae,Sylvia_borin,18.9,1,1,11.7,10.9,22.6
Sylviidae,Sylvia_cantillans,9.6,1,1,11.5,11,22.5
Sylviidae,Sylvia_communis,15.3,1,1,11,11,22
Sylviidae,Sylvia_conspicillata,9,1,1,12.5,11,23.5
Sylviidae,Sylvia_curruca,11.7,1,1,11.3,11,22.3
Sylviidae,Sylvia_hortensis,22.2,1,1,13,12.5,25.5
Sylviidae,Sylvia_leucomelaena,14.1,1,0,15.5,14.5,30
Sylviidae,Sylvia_lugens,15,1,0,14.5,16,30.5
Sylviidae,Sylvia_melanocephala,11.7,1,1,13.5,12.5,26
Sylviidae,Sylvia_mystacea,9.9,1,1,12,10.5,22.5
Sylviidae,Sylvia_nisoria,23,1,1,12.7,11.2,23.9
Sylviidae,Sylvia_sarda,9.9,1,1,13.5,12.5,26
Sylviidae,Sylvia_subcaerulea,14.5,1,0,14,14.5,28.5
Sylviidae,Sylvia_undata,10.8,1,1,13,12,25
Sylviidae,Sylvietta_rufescens,11.8,1,0,14,14,28
Sylviidae,Sylvietta_whytii,9.9,1,0,14,17,31
Thamnophilidae,Cercomacra_tyrannina,16.5,1,0,17.5,10.5,28
Thamnophilidae,Dysithamnus_mentalis,15,1,0,13.5,9.3,22.8
Thamnophilidae,Dysithamnus_striaticeps,12,1,0,14,11,25
Thamnophilidae,Formicivora_erythronotos,10.3,1,0,14,10.5,24.5
Thamnophilidae,Gymnopithys_leucaspis,28,1,0,15.5,14,29.5
Thamnophilidae,Hylophylax_naevioides,17.8,1,0,15.5,11.5,27
Thamnophilidae,Hypocnemis_cantator,12.3,1,0,12,11,23
Thamnophilidae,Myrmeciza_exsul,26.4,1,0,14,9.5,23.5
Thamnophilidae,Myrmeciza_ruficauda,29.8,1,0,15,13,28
Thamnophilidae,Myrmotherula_axillaris,8.1,1,0,16.7,10,26.8
Thamnophilidae,Myrmotherula_schisticolor,9.6,1,0,15,9,24
Thamnophilidae,Phaenostictus_mcleannani,51.1,1,0,16,14,30
Thamnophilidae,Pithys_albifrons,19.5,1,0,15,12,27
Thamnophilidae,Pyriglena_leuconota,32.2,1,0,13,10.5,23.5
Thamnophilidae,Sakesphorus_bernardi,34.5,1,0,15.5,11.5,27
Thamnophilidae,Taraba_major,59.2,1,0,17.5,12.5,30
Thamnophilidae,Thamnophilus_atrinucha,21.4,1,0,15.5,9.3,24.8
Thamnophilidae,Thamnophilus_bridgesi,27,1,0,14.5,10,24.5
Thamnophilidae,Thamnophilus_doliatus,27,1,0,14.3,12,26.3
Thamnophilidae,Thamnophilus_torquatus,21.1,1,0,15,10,25
Thamnophilidae,Thamnophilus_zarumae,24.8,1,0,14,12,26
Thinocoridae,Thinocorus_rumicivorus,53.7,1,1,26,50.5,76.5
Thraupidae,Anisognathus_notabilis,39,1,0,13,14,27
Thraupidae,Chlorophanes_spiza,18.9,1,0,12.9,12,24.9
Thraupidae,Chlorophonia_occipitalis,26,1,0,15,21,36
Thraupidae,Chlorospingus_ophthalmicus,21.5,1,0,14,13.3,27.2
Thraupidae,Cissopis_leverianus,77.4,1,0,12.5,15,27.5
Thraupidae,Compsospiza_garleppi,46.1,1,0,14,18,32
Thraupidae,Cyanerpes_cyaneus,14,1,0,12.4,14,26.4
Thraupidae,Cyanerpes_lucidus,11.3,1,0,12.5,13.5,26
Thraupidae,Cypsnagra_hirundinacea,32.1,1,0,16,12.1,28.1
Thraupidae,Dacnis_nigripes,14,1,0,14,13.5,27.5
Thraupidae,Diglossa_baritula,9.4,1,0,14,16,30
Thraupidae,Diglossa_plumbea,9.9,1,0,14,16,30
Thraupidae,Diglossa_sittoides,9.2,1,0,14,16,30
Thraupidae,Eucometis_penicillata,27.9,1,0,14.5,11.3,25.8
Thraupidae,Euphonia_hirundinacea,14.6,1,0,16,17,33
Thraupidae,Euphonia_laniirostris,15,1,0,15,19.5,34.5
Thraupidae,Euphonia_luteicapilla,13.1,1,0,13.5,22.5,36
Thraupidae,Euphonia_minuta,10,1,0,17,20,37
Thraupidae,Euphonia_violacea,14.9,1,0,17.5,21,38.5
Thraupidae,Neothraupis_fasciata,28.1,1,0,13,11.5,24.5
Thraupidae,Phaenicophilus_palmarum,31.2,1,0,10,10,20
Thraupidae,Pipraeidea_melanonota,21.3,1,0,14,17,31
Thraupidae,Poospiza_whitii,17.1,1,1,14,16,30
Thraupidae,Ramphocelus_carbo,26.8,1,0,12,12,24
Thraupidae,Ramphocelus_costaricensis,31.6,1,0,12.4,12,24.4
Thraupidae,Ramphocelus_dimidiatus,28.4,1,0,12,10.7,22.8
Thraupidae,Ramphocelus_icteronotus,32.5,1,0,12.5,13,25.5
Thraupidae,Ramphocelus_passerinii,32,1,0,11.9,11.6,23.5
Thraupidae,Tangara_arthus,22.3,1,0,12.5,14,26.5
Thraupidae,Tangara_cabanisi,20,1,0,14.5,16,30.5
Thraupidae,Tangara_cayana,18.4,1,0,13,15,28
Thraupidae,Tangara_cyanicollis,16.5,1,0,15,21,36
Thraupidae,Tangara_cyanocephala,18,1,0,13.3,15,28.3
Thraupidae,Tangara_guttata,18.4,1,0,13,15,28
Thraupidae,Tangara_gyrola,21.6,1,0,13.5,15.5,29
Thraupidae,Tangara_icterocephala,22,1,0,13.3,15,28.3
Thraupidae,Tangara_larvata,20.1,1,0,14,14.7,28.8
Thraupidae,Tangara_schrankii,19,1,0,16,15,31
Thraupidae,Tangara_seledon,18,1,0,17,32.5,49.5
Thraupidae,Tersina_viridis,29.7,1,0,15,24,39
Thraupidae,Thraupis_episcopus,35,1,0,13.1,17.5,30.6
Thraupidae,Thraupis_palmarum,38.6,1,0,14,18.8,32.7
Thraupidae,Thraupis_sayaca,32.5,1,0,13,20,33
Threskiornithidae,Bostrychia_hagedash,1241.6,1,0,27,35.8,62.8
Threskiornithidae,Eudocimus_albus,894.8,1,1,21.5,38.5,60
Threskiornithidae,Eudocimus_ruber,637.5,1,0,22.5,38.5,61
Threskiornithidae,Geronticus_calvus,1846,1,0,29,55,84
Threskiornithidae,Geronticus_eremita,1202,1,1,26,45,71
Threskiornithidae,Nipponia_nippon,1900,1,0,29,47.5,76.5
Threskiornithidae,Phimosus_infuscatus,559,1,0,22,28.5,50.5
Threskiornithidae,Platalea_ajaja,1495,1,1,22.6,47.2,69.9
Threskiornithidae,Platalea_alba,1521,1,0,26,35,61
Threskiornithidae,Platalea_leucorodia,1868,1,1,24.5,47.5,72
Threskiornithidae,Platalea_regia,1759.4,1,0,23.5,48.2,71.8
Threskiornithidae,Plegadis_chihi,600.3,1,0,22.1,49,71.1
Threskiornithidae,Plegadis_falcinellus,630.2,1,1,21,35,56
Threskiornithidae,Thaumatibis_gigantea,3515,1,0,32,70,102
Threskiornithidae,Threskiornis_aethiopicus,1511.6,1,0,28.5,37.5,66
Threskiornithidae,Threskiornis_bernieri,1511.6,1,0,28.5,37.5,66
Threskiornithidae,Threskiornis_melanocephalus,1416.5,1,1,26.3,38.8,65
Threskiornithidae,Threskiornis_molucca,1705.2,1,1,25,38.3,63.3
Timaliidae,Alcippe_chrysotis,5.5,1,0,10.5,11,21.5
Timaliidae,Alcippe_morrisonia,15.1,1,0,13,9,22
Timaliidae,Babax_waddelli,46,1,0,17,17,34
Timaliidae,Chamaea_fasciata,14.7,1,0,15.2,15,30.3
Timaliidae,Chrysomma_sinense,17.6,1,0,15.5,12.5,28
Timaliidae,Dumetia_hyperythra,12.9,1,0,13,18,31
Timaliidae,Garrulax_affinis,68.5,1,0,14.5,17.5,32
Timaliidae,Garrulax_chinensis,88.5,1,0,13,13,26
Timaliidae,Garrulax_cineraceus,49,1,0,14,15,29
Timaliidae,Garrulax_milnei,79.5,1,0,17.5,15,32.5
Timaliidae,Garrulax_sannio,67.8,1,0,15.5,12,27.5
Timaliidae,Garrulax_sukatschewi,67.8,1,0,14,18,32
Timaliidae,Heterophasia_capistrata,37.5,1,0,14,15.5,29.5
Timaliidae,Heterophasia_desgodinsi,42,1,0,15,16,31
Timaliidae,Illadopsis_fulvescens,27.5,1,0,12,14,26
Timaliidae,Illadopsis_rufipennis,22.3,1,0,14,10,24
Timaliidae,Leiothrix_argentauris,25.5,1,0,13.5,12,25.5
Timaliidae,Leiothrix_lutea,21.4,1,0,12.4,11,23.4
Timaliidae,Liocichla_steerii,31.4,1,0,16,12,28
Timaliidae,Malacocincla_abbotti,26.8,1,0,14.5,11,25.5
Timaliidae,Minla_cyanouroptera,21,1,0,14,16,30
Timaliidae,Panurus_biarmicus,14,1,0,12.3,13,25.3
Timaliidae,Paradoxornis_webbianus,10.9,1,0,14,9.5,23.5
Timaliidae,Parophasma_galinieri,21.5,1,0,17,16.5,33.5
Timaliidae,Strophocincla_cachinnans,61.7,1,0,16,16,32
Timaliidae,Turdoides_affinis,63.3,1,0,15.5,14,29.5
Timaliidae,Turdoides_altirostris,33,1,0,13,10,23
Timaliidae,Turdoides_bicolor,76.3,1,0,16,16,32
Timaliidae,Turdoides_caudata,39.5,1,0,14,13,27
Timaliidae,Turdoides_jardineii,75.3,1,0,15.5,19.5,35
Timaliidae,Turdoides_squamiceps,73.2,1,0,13.5,14,27.5
Timaliidae,Yuhina_brunneiceps,12.5,1,0,14,12,26
Timaliidae,Yuhina_nigrimenta,9.3,1,0,12.5,14,26.5
Timaliidae,Yuhina_torqueola,11.8,1,0,12,10.5,22.5
Tinamidae,Crypturellus_cinnamomeus,422.6,1,0,16,20,36
Tinamidae,Crypturellus_soui,213.7,1,0,19,21,40
Tinamidae,Eudromia_elegans,690.5,1,0,20.3,88,108.2
Tinamidae,Nothura_chacoensis,238.1,1,0,17,28,45
Tinamidae,Nothura_darwinii,245.1,1,0,17,24.5,41.5
Tinamidae,Nothura_maculosa,253.8,1,0,17,28,45
Tinamidae,Tinamus_solitarius,1361.8,1,0,19.5,5,24.5
Todidae,Todus_mexicanus,5.9,1,0,21.5,19.5,41
Trochilidae,Adelomyia_melanogenys,4.5,1,0,17.5,22,39.5
Trochilidae,Aglaeactis_cupripennis,7.6,1,0,17,25.5,42.5
Trochilidae,Aglaiocercus_coelestis,5.7,1,0,16,28,44
Trochilidae,Aglaiocercus_kingi,4.9,1,0,16,22.5,38.5
Trochilidae,Amazilia_amazilia,4.3,1,0,17,21,38
Trochilidae,Amazilia_chionogaster,5.1,1,0,14.5,20.5,35
Trochilidae,Amazilia_fimbriata,4.9,1,0,15.8,20.3,36
Trochilidae,Amazilia_lactea,4.8,1,0,14,22.5,36.5
Trochilidae,Amazilia_leucogaster,4.7,1,0,14,22.5,36.5
Trochilidae,Amazilia_rosenbergi,3.6,1,0,16,22,38
Trochilidae,Amazilia_tobaci,4.7,1,0,17,21,38
Trochilidae,Amazilia_tzacatl,4.9,1,0,15.7,20.7,36.4
Trochilidae,Amazilia_versicolor,4.1,1,0,14,23,37
Trochilidae,Anopetia_gounellei,3,1,0,14,20,34
Trochilidae,Anthracothorax_nigricollis,7.1,1,0,16.7,23,39.8
Trochilidae,Anthracothorax_prevostii,6.7,1,0,16.5,24,40.5
Trochilidae,Anthracothorax_viridigula,7.9,1,0,14.5,24.5,39
Trochilidae,Aphantochroa_cirrochloris,7.7,1,0,15.5,28,43.5
Trochilidae,Archilochus_alexandri,3.4,1,1,15.5,19.8,35.3
Trochilidae,Archilochus_colubris,3.1,1,1,13.8,20.6,34.4
Trochilidae,Augastes_lumachella,4,1,0,15.5,22,37.5
Trochilidae,Augastes_scutatus,3,1,0,15.5,22,37.5
Trochilidae,Calliphlox_amethystina,2.9,1,0,13.5,21,34.5
Trochilidae,Calliphlox_evelynae,2.4,1,0,15.5,22,37.5
Trochilidae,Calothorax_lucifer,3.3,1,1,15,22,37
Trochilidae,Calothorax_pulcher,2.7,1,0,15.5,20.5,36
Trochilidae,Calypte_anna,4.3,1,1,16.4,21.3,37.7
Trochilidae,Calypte_costae,3.1,1,1,15.8,20.9,36.6
Trochilidae,Campylopterus_rufus,7.3,1,0,15.5,24.5,40
Trochilidae,Chlorestes_notata,4.2,1,0,16,18.5,34.5
Trochilidae,Chlorostilbon_alice,3.5,1,0,14,21,35
Trochilidae,Chlorostilbon_assimilis,2.7,1,0,13,18,31
Trochilidae,Chlorostilbon_auriceps,2.7,1,0,13,18,31
Trochilidae,Chlorostilbon_canivetii,2.7,1,0,13,18,31
Trochilidae,Chlorostilbon_forficatus,2.7,1,0,13,18,31
Trochilidae,Chlorostilbon_gibsoni,2.7,1,0,13,18,31
Trochilidae,Chlorostilbon_lucidus,4.5,1,0,14,21,35
Trochilidae,Chlorostilbon_maugaeus,3.4,1,0,15,21,36
Trochilidae,Chlorostilbon_melanorhynchus,2.7,1,0,13,18,31
Trochilidae,Chlorostilbon_mellisugus,2.7,1,0,13.3,19,32.3
Trochilidae,Chlorostilbon_poortmani,3.5,1,0,15.5,21,36.5
Trochilidae,Chlorostilbon_ricordii,3.3,1,0,15.5,20.5,36
Trochilidae,Chlorostilbon_russatus,3.4,1,0,15.5,20,35.5
Trochilidae,Chlorostilbon_stenurus,3.4,1,0,15.5,20,35.5
Trochilidae,Chlorostilbon_swainsonii,4.2,1,0,15.5,21,36.5
Trochilidae,Chrysolampis_mosquitus,4.1,1,0,15.8,19.5,35.3
Trochilidae,Chrysuronia_oenone,5.1,1,0,14,28,42
Trochilidae,Clytolaema_rubricauda,7.9,1,0,15.5,25,40.5
Trochilidae,Coeligena_coeligena,6.7,1,0,15.5,23,38.5
Trochilidae,Coeligena_torquata,7,1,0,18,21.5,39.5
Trochilidae,Coeligena_wilsoni,6.8,1,0,15.5,24,39.5
Trochilidae,Colibri_coruscans,6.7,1,1,17.5,21,38.5
Trochilidae,Colibri_serrirostris,6.7,1,0,15.5,23.5,39
Trochilidae,Colibri_thalassinus,5.6,1,0,16.5,24,40.5
Trochilidae,Cyanophaia_bicolor,4.5,1,0,17,21.5,38.5
Trochilidae,Cynanthus_latirostris,3.2,1,0,17,23,40
Trochilidae,Damophila_julie,3.4,1,0,15,21,36
Trochilidae,Discosura_langsdorffi,2.7,1,0,13,20,33
Trochilidae,Discosura_longicaudus,3.4,1,0,13.5,21,34.5
Trochilidae,Doricha_eliza,2.5,1,0,15,23,38
Trochilidae,Doryfera_ludovicae,5.8,1,0,19,26.5,45.5
Trochilidae,Eulampis_holosericeus,5.7,1,0,18,21,39
Trochilidae,Eulampis_jugularis,9.2,1,0,18,18.5,36.5
Trochilidae,Eupetomena_macroura,7.5,1,0,15.5,23,38.5
Trochilidae,Eutoxeres_aquila,10.7,1,0,16.5,23.5,40
Trochilidae,Eutoxeres_condamini,10.7,1,0,17,23,40
Trochilidae,Florisuga_fusca,8.1,1,0,16.5,23.5,40
Trochilidae,Glaucis_aeneus,5.4,1,0,17.2,23,40.3
Trochilidae,Glaucis_dohrnii,5.8,1,0,15,23.5,38.5
Trochilidae,Glaucis_hirsutus,6.8,1,0,17.5,22.3,39.8
Trochilidae,Haplophaedia_lugens,7,1,0,16,22,38
Trochilidae,Heliactin_bilophus,4.4,1,0,13,21,34
Trochilidae,Heliomaster_furcifer,5.5,1,0,15.5,22.5,38
Trochilidae,Heliomaster_longirostris,6.7,1,0,18.8,25.5,44.3
Trochilidae,Heliomaster_squamosus,5.9,1,0,15,22.5,37.5
Trochilidae,Heliothryx_auritus,5.4,1,0,15.5,24.5,40
Trochilidae,Heliothryx_barroti,5.5,1,0,16.5,22,38.5
Trochilidae,Hylocharis_chrysura,4.4,1,0,14.5,24,38.5
Trochilidae,Hylocharis_cyanus,3.4,1,0,14.5,23,37.5
Trochilidae,Hylocharis_leucotis,3.5,1,0,15,25,40
Trochilidae,Hylocharis_sapphirina,4.3,1,0,15,24.5,39.5
Trochilidae,Hylocharis_xantusii,3.4,1,0,15.5,21,36.5
Trochilidae,Lafresnaya_lafresnayi,5.3,1,0,17.5,24.5,42
Trochilidae,Lampornis_castaneoventris,5.4,1,0,17.5,22.5,40
Trochilidae,Lampornis_clemenciae,7.6,1,1,17.1,26.5,43.6
Trochilidae,Lepidopyga_coeruleogularis,4.1,1,0,15.5,20.5,36
Trochilidae,Lesbia_victoriae,5,1,0,18.5,30,48.5
Trochilidae,Leucippus_chlorocercus,4.6,1,0,14.5,20,34.5
Trochilidae,Leucochloris_albicollis,6.3,1,0,14,22.5,36.5
Trochilidae,Lophornis_chalybeus,3,1,0,13.5,22,35.5
Trochilidae,Lophornis_gouldii,2.4,1,0,14,22,36
Trochilidae,Lophornis_magnificus,2.7,1,0,12.5,20,32.5
Trochilidae,Lophornis_ornatus,2.4,1,0,13.5,20,33.5
Trochilidae,Lophornis_pavoninus,3,1,0,13.5,20,33.5
Trochilidae,Mellisuga_helenae,2.1,1,0,20,23,43
Trochilidae,Mellisuga_minima,2.3,1,0,12,20.5,32.5
Trochilidae,Myrmia_micrura,2.2,1,0,15.5,21.5,37
Trochilidae,Myrtis_fanny,2.3,1,0,15.5,20.5,36
Trochilidae,Ocreatus_underwoodii,3,1,0,16.5,20.5,37
Trochilidae,Oreotrochilus_estella,8.2,1,0,20.3,36.5,56.8
Trochilidae,Orthorhyncus_cristatus,3,1,0,16.2,20.3,36.5
Trochilidae,Oxypogon_guerinii,4.8,1,0,22,36.5,58.5
Trochilidae,Phaeochroa_cuvierii,8.9,1,0,17.5,24.8,42.2
Trochilidae,Phaethornis_atrimentalis,2.6,1,0,15.5,20.5,36
Trochilidae,Phaethornis_bourcieri,4.3,1,0,17.5,23,40.5
Trochilidae,Phaethornis_eurynome,5.3,1,0,17,22.5,39.5
Trochilidae,Phaethornis_guy,6.2,1,0,17.5,22,39.5
Trochilidae,Phaethornis_idaliae,2.6,1,0,14.7,20.3,35
Trochilidae,Phaethornis_longirostris,6,1,0,17.5,22.5,40
Trochilidae,Phaethornis_longuemareus,2.9,1,0,15.5,20.5,36
Trochilidae,Phaethornis_malaris,5.9,1,0,14.5,21.5,36
Trochilidae,Phaethornis_pretrei,5.6,1,0,15,18,33
Trochilidae,Phaethornis_ruber,2.3,1,0,15.5,20,35.5
Trochilidae,Phaethornis_squalidus,3.4,1,0,15,22,37
Trochilidae,Phaethornis_striigularis,2.9,1,0,15.5,21,36.5
Trochilidae,Phaethornis_subochraceus,3.8,1,0,14.5,20,34.5
Trochilidae,Phaethornis_superciliosus,6,1,0,16,21.5,37.5
Trochilidae,Polytmus_guainumbi,5.2,1,0,14.5,21,35.5
Trochilidae,Polytmus_theresiae,3.8,1,0,14,20,34
Trochilidae,Pterophanes_cyanopterus,9.6,1,0,17,27.5,44.5
Trochilidae,Rhodopis_vesper,3.7,1,0,15.5,23,38.5
Trochilidae,Sappho_sparganura,5.3,1,0,19.5,31.5,51
Trochilidae,Schistes_geoffroyi,3.6,1,0,15.5,21,36.5
Trochilidae,Selasphorus_platycercus,3.5,1,1,16.9,22,38.9
Trochilidae,Selasphorus_rufus,3.5,1,1,16,20.3,36.2
Trochilidae,Selasphorus_sasin,3.3,1,1,18.2,22.8,41
Trochilidae,Selasphorus_scintilla,2.2,1,0,23,47,70
Trochilidae,Stellula_calliope,2.6,1,1,15.2,20,35.3
Trochilidae,Stephanoxis_lalandi,4,1,0,15,26,41
Trochilidae,Sternoclyta_cyanopectus,8,1,0,20.4,26,46.4
Trochilidae,Taphrospilus_hypostictus,7,1,0,14.5,21,35.5
Trochilidae,Thalurania_furcata,4.1,1,0,15,23.5,38.5
Trochilidae,Thalurania_glaucopis,4.8,1,0,15,22.5,37.5
Trochilidae,Thalurania_watertonii,4.6,1,0,14.5,20,34.5
Trochilidae,Thaumastura_cora,1.9,1,0,15.5,21.5,37
Trochilidae,Threnetes_niger,5.6,1,0,17,24,41
