collection,genus_species,catnum,sex,order,family,skull,coracoid,keel,humerus,ulna,carpomet,femur,tibiotar,tarsomet
Smith,Accipiter_striatus,499644,F,Accipitriformes,Accipitridae,45.719819,30.351649,46.714456,52.014123,62.444851,33.889492,48.013608,64.11606,54.991641
Smith,Accipiter_striatus,553372,M,Accipitriformes,Accipitridae,37.190461,23.667651,33.523785,40.910092,48.658918,25.201361,37.408374,345.249648,48.304283
Smith,Accipiter_striatus,554770,F,Accipitriformes,Accipitridae,46.29802,30.939252,48.788267,55.454803,64.661326,34.484563,49.614515,66.676905,55.77461
Smith,Accipiter_striatus,556936,M,Accipitriformes,Accipitridae,38.700906,25.721307,40.633605,44.603425,54.692041,27.525239,40.598671,53.742462,50.346846
Smith,Accipiter_striatus,610735,M,Accipitriformes,Accipitridae,42.201945,25.499769,39.570331,45.166776,53.181715,27.880228,40.101376,53.381933,50.030413
Smith,Accipiter_striatus,610736,F,Accipitriformes,Accipitridae,43.789468,30.264157,44.574871,51.672125,61.127729,32.769272,45.938245,63.154232,54.86743
Smith,Accipiter_striatus,610755,M,Accipitriformes,Accipitridae,39.653919,25.021828,40.460592,45.23455,,29.052289,41.034991,55.639225,47.491782
Smith,Accipiter_striatus,637767,F,Accipitriformes,Accipitridae,40.303529,25.852141,39.428973,45.490435,53.139923,27.887361,41.095151,55.19995,49.643714
Smith,Acryllium_vulturinum,289654,M,Galliformes,Numididae,69.510432,59.212374,98.614934,88.578423,87.06623,46.526633,87.528697,143.391478,
Smith,Acryllium_vulturinum,290150,M,Galliformes,Numididae,72.47823,61.142193,97.062774,96.02192,94.578624,51.349102,90.776561,156.249796,107.144536
Smith,Acryllium_vulturinum,346192,F,Galliformes,Numididae,7.080007,59.892942,51.617624,96.050502,84.794275,85.31252,36.825115,78.81462,128.69769
Smith,Acryllium_vulturinum,636738,M,Galliformes,Numididae,6.900877,71.235326,59.965945,109.002873,89.553838,89.591816,40.417957,89.790936,145.21521
Smith,Actitis_hypoleucos,347395,F,Charadriiformes,Scolopacidae,41.314153,15.712763,37.883489,35.275918,39.423449,21.343473,23.008456,43.744071,30.998183
Smith,Actitis_hypoleucos,557031,M,Charadriiformes,Scolopacidae,47.553826,15.44347,32.456236,27.135587,28.422248,16.560754,21.868451,38.850769,24.04317
Smith,Actitis_hypoleucos,557033,F,Charadriiformes,Scolopacidae,273.5473899,,157.6162924,162.0856831,174.7023613,97.20490582,139.3410541,235.8227402,135.7818161
Smith,Actitis_hypoleucos,603467,M,Charadriiformes,Scolopacidae,44.817884,14.539352,25.823784,26.556047,28.623158,15.926009,22.829577,38.637094,22.246433
Smith,Actitis_hypoleucos,613021,F,Charadriiformes,Scolopacidae,14.89987,32.613429,27.888436,29.616044,17.546297,23.561233,39.923785,25.255728,154.7527707
Smith,Actitis_hypoleucos,641323,F,Charadriiformes,Scolopacidae,12.38929,34.008394,29.803367,30.886149,18.542451,24.012976,41.550137,24.535041,147.654811
Smith,Actitis_hypoleucos,641779,M,Charadriiformes,Scolopacidae,14.987316,30.702936,27.389696,29.713728,16.970278,21.744908,39.051375,23.736998,143.3326693
UM,Actitis_macularius,204966,M,Charadriiformes,Scolopacidae,48.958767,,30.55376,27.83269,30.143038,18.009498,23.167566,38.718884,26.083282
UM,Actitis_macularius,204971,M,Charadriiformes,Scolopacidae,48.880437,,30.651756,28.628,31.13297,17.771885,23.514282,41.196366,25.50164
UM,Actophilornis_africanus,156036,M,Charadriiformes,Jacanidae,62.309854,,39.507774,46.074192,51.495285,30.529555,36.101203,99.293317,69.440183
Smith,Aegithalos_concinnus,292093,F,Passeriformes,Aegithalidae,18.91255,10.525665,7.356328,9.641376,11.901294,6.654634,9.807647,,
Smith,Aegithalos_concinnus,292850,M,Passeriformes,Aegithalidae,18.957602,10.28359,9.223349,10.065936,12.539976,7.664659,9.918869,20.44727,15.932004
Smith,Aegithalos_concinnus,318034,F,Passeriformes,Aegithalidae,19.041784,10.319063,7.550312,10.224456,12.51107,7.282721,10.067726,20.908255,16.276811
Smith,Aegithalos_concinnus,318035,F,Passeriformes,Aegithalidae,,10.572997,8.330465,9.679937,11.738333,6.875874,9.7065,19.784075,14.734155
Smith,Aegithalos_concinnus,318576,M,Passeriformes,Aegithalidae,19.393169,10.587849,8.444334,10.377709,12.495815,8.738203,9.475648,244.978186,15.521587
Smith,Aegithalos_concinnus,318758,M,Passeriformes,Aegithalidae,18.909444,10.042829,7.412404,9.71113,15.232796,,11.754355,20.104804,310.590535
Smith,Aegotheles_cristatus,560816,M,Caprimulgiformes,Aegothelidae,52.95583,20.462276,27.486962,37.754953,44.518206,19.772609,24.807203,41.50802,23.605533
Smith,Aegotheles_cristatus,612637,F,Caprimulgiformes,Aegothelidae,38.900334,16.231696,19.102902,28.86287,34.897098,17.322232,21.451584,,24.2407
Smith,Aegotheles_cristatus,612708,F,Caprimulgiformes,Aegothelidae,,16.550011,19.539651,28.115079,36.390378,18.222687,22.162598,38.744948,25.570906
Smith,Aegotheles_cristatus,620228,F,Caprimulgiformes,Aegothelidae,41.327939,16.611129,20.780827,28.07895,35.557053,18.179294,21.760983,38.725556,23.566815
Smith,Agelaius_assimilis,554311,M,Passeriformes,Icteridae,38.782696,23.905715,26.812006,26.451697,32.119305,17.037299,24.097837,41.153845,28.531519
Smith,Agelaius_assimilis,554314,M,Passeriformes,Icteridae,37.776761,24.253563,27.592672,26.375369,31.283238,17.354614,23.5169,40.570097,29.524763
Smith,Agelaius_assimilis,554315,M,Passeriformes,Icteridae,39.653407,23.555093,28.588277,27.104046,31.281529,17.818877,24.094343,40.328341,28.782906
Smith,Agelaius_assimilis,554316,M,Passeriformes,Icteridae,37.564252,24.52756,28.702081,26.705477,32.598752,18.068957,23.86685,40.813294,29.067235
Smith,Agelaius_assimilis,554318,M,Passeriformes,Icteridae,38.652725,23.939554,29.406312,27.294611,33.475973,17.984979,24.16552,41.806559,30.041205
Smith,Agelaius_assimilis,554320,F,Passeriformes,Icteridae,36.36395,22.525874,25.605102,24.952348,28.574569,15.550331,21.951043,39.14808,27.612738
Smith,Agelaius_assimilis,554323,F,Passeriformes,Icteridae,34.47546,21.929578,24.962362,22.737428,27.161918,15.017541,20.90189,36.647791,26.122674
Smith,Agelaius_assimilis,554326,F,Passeriformes,Icteridae,36.506396,21.743454,23.932982,23.962566,28.381529,15.880437,22.692662,39.514594,27.648358
Smith,Agelaius_assimilis,554327,F,Passeriformes,Icteridae,35.450156,22.525862,26.513502,24.36939,28.71385,15.771013,22.085594,38.256406,27.096072
Smith,Agelaius_assimilis,554330,F,Passeriformes,Icteridae,35.421856,21.749227,25.111351,23.562851,27.935417,15.152534,21.851186,37.21434,27.44562
UM,Alca_torda,206259,F,Charadriiformes,Alcidae,88.63881,,117.219891,73.144845,58.485206,37.894,40.960509,73.645633,32.580083
UM,Alca_torda,205263,M,Charadriiformes,Alcidae,91.691367,,119.174812,74.561667,59.139787,37.066376,40.256068,75.226327,32.238779
Smith,Alcedo_atthis,291714,F,Coraciiformes,Alcedinidae,52.623066,19.034997,22.251519,22.869197,28.984889,12.037764,14.724121,23.39781,
Smith,Alcedo_atthis,343052,M,Coraciiformes,Alcedinidae,52.385153,19.075696,,23.253537,29.218294,10.536082,13.870231,22.535313,
Smith,Alcedo_atthis,343254,F,Coraciiformes,Alcedinidae,53.592508,16.172332,24.026378,22.7324,28.630011,11.493342,15.737962,23.028614,
Smith,Alcedo_atthis,343255,M,Coraciiformes,Alcedinidae,54.126106,,22.312192,22.410132,28.410411,11.777744,13.988146,22.435694,7.854452
Smith,Alcedo_atthis,343521,F,Coraciiformes,Alcedinidae,51.661701,19.062329,22.097198,22.225904,28.772504,12.527325,13.672291,22.378185,8.821012
Smith,Alcedo_atthis,557190,M,Coraciiformes,Alcedinidae,54.795188,18.882973,22.865518,23.125351,28.762456,11.244917,14.667344,22.884263,9.461732
Smith,Alcedo_atthis,562028,F,Coraciiformes,Alcedinidae,54.783748,19.020855,23.401001,23.486986,30.058427,12.391074,15.094498,23.718188,8.985289
Smith,Alcedo_atthis,562030,M,Coraciiformes,Alcedinidae,55.201736,19.272892,24.362833,22.27473,29.128808,12.098522,14.024136,23.197507,9.436238
Smith,Alcedo_atthis,605052,M,Coraciiformes,Alcedinidae,53.056263,19.204859,26.085876,23.120122,29.277249,12.351265,14.322869,22.795531,8.970106
Smith,Alcedo_atthis,611824,F,Coraciiformes,Alcedinidae,55.39599,19.178834,23.511156,23.726624,30.668067,12.707929,14.871328,24.471487,8.540608
Smith,Alcippe_morrisonia,291729,M,Passeriformes,Leiotrichidae,29.498812,,,13.776002,16.732127,9.82179,16.515946,30.18959,21.540245
Smith,Alcippe_morrisonia,291730,F,Passeriformes,Leiotrichidae,29.360933,13.906813,11.304381,13.887666,16.552733,9.015666,14.711886,29.713065,21.6697
Smith,Alcippe_morrisonia,292946,M,Passeriformes,Leiotrichidae,31.61212,14.792358,,14.652362,17.086217,9.038678,16.01919,,23.267397
Smith,Alcippe_morrisonia,343061,M,Passeriformes,Leiotrichidae,28.221003,14.208703,11.203258,13.753121,15.169302,8.158798,15.069508,27.615417,20.800224
Smith,Alcippe_morrisonia,343528,M,Passeriformes,Leiotrichidae,28.34531,15.16309,,14.314293,17.551858,9.242288,15.497092,28.96925,20.63421
Smith,Alcippe_morrisonia,611916,F,Passeriformes,Leiotrichidae,29.180563,14.536969,,14.909292,16.552768,8.444222,15.429606,28.729231,20.296322
Smith,Alcippe_morrisonia,611920,F,Passeriformes,Leiotrichidae,29.417247,,,13.978581,14.765177,8.537414,14.698101,27.109006,19.840053
Smith,Alcippe_morrisonia,611922,M,Passeriformes,Leiotrichidae,29.995755,12.356512,11.823116,13.250162,16.171723,8.65577,14.120837,25.917727,19.776059
Smith,Alcippe_morrisonia,611924,F,Passeriformes,Leiotrichidae,29.915624,14.333042,,14.102564,18.067243,8.785592,15.778997,28.456721,20.363519
Smith,Alcippe_morrisonia,611927,F,Passeriformes,Leiotrichidae,27.54073,13.055248,,13.07379,16.451012,7.780897,14.923301,26.833627,19.211527
Smith,Alectura_lathami,622459,F,Galliformes,Megapodiidae,80.279718,28.520912,73.429677,90.060653,94.635102,49.919048,92.369589,137.784231,94.706033
Smith,Amandava_amandava,556148,M,Passeriformes,Estrildidae,18.83048,13.493425,12.865463,12.923465,13.818564,7.325291,12.181476,20.051885,13.287687
Smith,Amandava_amandava,556149,F,Passeriformes,Estrildidae,19.229862,13.415922,14.009744,13.526619,15.576715,8.283796,13.049911,20.869542,13.40681
Smith,Amandava_amandava,556150,F,Passeriformes,Estrildidae,18.382316,12.752097,11.007155,12.428998,14.72041,7.409787,11.879988,19.449122,12.896787
Smith,Amandava_amandava,556151,F,Passeriformes,Estrildidae,20.53328,13.580738,12.032075,12.631434,15.022639,7.633551,12.373638,20.437911,13.778933
Smith,Amandava_amandava,556152,F,Passeriformes,Estrildidae,19.735464,13.470704,14.116093,12.890946,13.699946,7.26444,12.5951,20.297947,13.650762
Smith,Amandava_amandava,556153,F,Passeriformes,Estrildidae,20.490007,14.205308,14.53269,13.59229,14.882991,7.706627,12.878197,21.267663,14.404329
Smith,Amandava_amandava,556154,F,Passeriformes,Estrildidae,17.849313,12.221977,12.772205,12.170878,12.758983,7.061389,11.859223,,12.33007
Smith,Amandava_amandava,556158,M,Passeriformes,Estrildidae,20.252959,12.856815,14.587428,12.716091,13.700927,7.674358,12.280738,20.312544,13.449144
Smith,Amandava_amandava,556158,M,Passeriformes,Estrildidae,20.207482,13.149795,14.50604,12.767534,13.921591,7.335505,7.335505,12.440664,20.313882
Smith,Amandava_amandava,556158,M,Passeriformes,Estrildidae,20.405475,13.16236,14.487438,12.772718,13.881279,7.520056,12.365558,20.25131,13.215301
Smith,Amandava_amandava,556159,M,Passeriformes,Estrildidae,18.333943,13.265738,,12.643528,14.076944,7.166616,12.914721,19.858833,13.673388
Smith,Amandava_amandava,556161,M,Passeriformes,Estrildidae,19.675488,14.022599,12.935409,12.951282,13.839226,7.925425,12.752937,,13.507083
Smith,Amandava_amandava,556164,M,Passeriformes,Estrildidae,20.191345,13.68753,14.167185,13.081171,14.277437,7.904436,13.107796,21.288278,14.081574
Smith,Amandava_amandava,556165,M,Passeriformes,Estrildidae,18.072331,12.704734,12.212556,12.537077,14.404336,7.402153,12.115165,19.656501,13.007542
Smith,Amandava_amandava,556166,M,Passeriformes,Estrildidae,19.090988,13.880918,13.676235,13.747387,14.415147,7.729408,12.960178,21.464459,13.332094
Smith,Amandava_amandava,556167,M,Passeriformes,Estrildidae,,13.733938,15.266584,12.919212,14.388085,7.577603,12.922511,21.22714,13.503132
Smith,Amandava_amandava,556229,M,Passeriformes,Estrildidae,19.388783,14.068737,15.986861,13.25328,15.38866,7.898134,12.813234,21.285191,13.611078
Smith,Amaurornis_phoenicurus,501079,M,Gruiformes,Rallidae,60.364745,24.550685,37.994515,45.107045,40.482242,26.860041,47.935213,83.838664,55.713867
Smith,Amaurornis_phoenicurus,501080,M,Gruiformes,Rallidae,,,22.033811,,,,,,
Smith,Amaurornis_phoenicurus,501083,F,Gruiformes,Rallidae,63.599772,25.68062,40.164474,47.588649,41.64205,28.948838,48.544491,84.958211,57.380566
Smith,Amaurornis_phoenicurus,501085,M,Gruiformes,Rallidae,65.897931,25.405942,40.837199,47.883467,43.238244,29.887943,49.037173,84.813475,58.343865
Smith,Amaurornis_phoenicurus,501091,F,Gruiformes,Rallidae,57.461814,23.507771,37.782011,45.597058,39.442834,27.620703,44.853888,79.015693,52.654601
Smith,Amaurornis_phoenicurus,501092,F,Gruiformes,Rallidae,55.694079,23.137795,37.68649,43.994352,38.345736,25.44415,45.264176,80.010566,52.201604
Smith,Amaurornis_phoenicurus,501093,M,Gruiformes,Rallidae,64.492356,26.380329,41.482488,50.781186,45.277433,31.674841,52.627356,89.046284,60.926083
Smith,Amaurornis_phoenicurus,501101,F,Gruiformes,Rallidae,62.572818,24.605074,41.435681,46.602403,41.239309,28.190425,46.792275,85.117668,55.948495
Smith,Amazilia_tzacatl,492392,F,Caprimulgiformes,Trochilidae,34.417124,,16.316499,4.907256,6.029709,6.803142,8.491031,12.052903,4.996764
Smith,Amazilia_tzacatl,611572,M,Caprimulgiformes,Trochilidae,34.723702,7.752199,16.573041,5.863732,6.48521,7.976563,8.030865,12.068403,5.281103
Smith,Amazilia_tzacatl,611573,M,Caprimulgiformes,Trochilidae,35.7624,7.408023,20.819774,5.79886,6.288178,7.389192,8.27813,12.507661,
Smith,Amazilia_tzacatl,611574,M,Caprimulgiformes,Trochilidae,34.561477,,22.517088,,6.448918,7.276585,8.953282,12.568716,
Smith,Amazilia_tzacatl,613411,F,Caprimulgiformes,Trochilidae,36.087724,,17.471347,5.717793,6.787371,6.906555,8.864192,12.45896,5.749037
Smith,Amazilia_tzacatl,613412,F,Caprimulgiformes,Trochilidae,36.434382,6.08454,16.837737,5.587699,6.307838,7.141319,249.122791,12.615675,5.735523
Smith,Amazona_albifrons,225954,,Psittaciformes,Psittacidae,52.538445,31.350029,51.642082,40.131015,49.333432,30.09212,35.676036,54.27892,17.878191
Smith,Amazona_albifrons,322347,M,Psittaciformes,Psittacidae,53.235447,30.645343,52.780509,40.433544,49.832843,28.823939,36.671564,52.073652,15.523628
Smith,Amazona_albifrons,322348,F,Psittaciformes,Psittacidae,50.362295,27.199678,50.716595,36.724325,43.690167,27.212549,32.619723,42.581769,16.349534
Smith,Amazona_albifrons,344846,M,Psittaciformes,Psittacidae,55.766974,31.778517,51.595621,43.742996,55.152652,30.911269,37.97314,54.49911,17.808544
Smith,Amazona_albifrons,345054,F,Psittaciformes,Psittacidae,54.434602,29.478425,44.311769,38.204126,46.419052,28.87844,33.371701,46.641645,16.780912
Smith,Amazona_albifrons,345690,M,Psittaciformes,Psittacidae,53.320996,,49.663549,36.988838,46.713316,25.935868,32.466545,48.003219,13.542986
Smith,Amazona_albifrons,613771,F,Psittaciformes,Psittacidae,49.789985,31.364155,55.449403,40.336637,49.317133,27.749589,33.413385,49.544228,17.256791
Smith,Anas_acuta,224080,M,Anseriformes,Anatidae,104.400493,51.921604,83.643961,90.800204,82.989889,57.063519,46.223131,81.49225,42.19059
Smith,Anas_acuta,288491,F,Anseriformes,Anatidae,97.477265,46.274583,80.084174,82.883477,74.461303,50.466789,43.224332,77.656679,40.8758
Smith,Anas_acuta,318514,M,Anseriformes,Anatidae,108.744054,50.642013,75.773259,91.924119,78.704757,54.534281,50.066164,83.069613,45.047909
Smith,Anas_acuta,318542,F,Anseriformes,Anatidae,99.57598,48.646445,80.119418,85.362033,77.994555,50.165938,44.652858,78.301637,41.118687
Smith,Anas_acuta,320841,M,Anseriformes,Anatidae,109.851845,49.588274,87.990948,90.662797,79.943489,55.186729,48.209481,83.771672,43.606717
Smith,Anas_acuta,489913,M,Anseriformes,Anatidae,110.18576,50.197999,73.226662,92.304165,77.597889,56.361717,46.572205,83.559208,45.401613
Smith,Anas_acuta,610652,F,Anseriformes,Anatidae,99.82559,48.948647,70.863271,87.97785,79.409902,56.104894,46.216726,73.668674,41.669653
Smith,Anhinga_anhinga,18258,M,Suliformes,Anhingidae,115.894033,58.18207,407.926456,,116.890751,67.064886,58.436005,92.614017,42.60344
Smith,Anhinga_anhinga,18259,F,Suliformes,Anhingidae,113.458702,59.753377,372.008314,126.959394,117.258767,66.806307,57.258908,91.977034,38.434549
Smith,Anhinga_anhinga,499385,M,Suliformes,Anhingidae,116.76167,57.489203,378.999676,125.775721,112.063188,64.150378,60.501426,92.309142,41.03891
Smith,Anhinga_anhinga,500869,F,Suliformes,Anhingidae,108.871681,53.918221,440.069366,117.691612,109.083384,62.801202,54.830659,85.734382,39.711684
Smith,Anhinga_anhinga,500870,F,Suliformes,Anhingidae,111.818111,61.31832,405.709007,131.467622,116.256457,69.076461,59.067127,93.067531,43.565183
Smith,Anhinga_anhinga,560274,F,Suliformes,Anhingidae,,58.200004,381.907176,126.801573,117.113406,65.139756,54.972518,87.452684,40.590245
Smith,Anhinga_anhinga,610590,M,Suliformes,Anhingidae,109.100358,55.898097,397.12002,123.122083,110.11892,64.615124,57.949695,88.045595,40.93086
Smith,Anhinga_anhinga,610591,M,Suliformes,Anhingidae,,60.10068,,119.759155,114.577609,64.499712,55.424595,92.286168,40.249731
UM,Anous_stolidus,158410,F,Charadriiformes,Laridae,78.3692,,48.239446,62.964944,71.031102,37.222504,26.645338,46.327808,25.281544
UM,Anous_stolidus,158409,F,Charadriiformes,Laridae,79.550388,,46.60314,61.407982,70.835071,37.67821,26.370146,46.189653,24.87802
Smith,Anous_stolidus,490826,M,Charadriiformes,Laridae,76.457531,29.745564,48.689505,64.211042,70.554747,37.658766,25.230716,44.496384,24.104312
Smith,Anous_stolidus,497936,M,Charadriiformes,Laridae,79.725736,30.405274,50.587363,64.349619,78.335358,40.33158,26.169095,46.460616,25.488489
Smith,Anous_stolidus,498047,M,Charadriiformes,Laridae,78.515523,28.27744,48.895636,67.209477,80.2022,42.106332,26.792686,48.212367,25.53302
Smith,Anous_stolidus,498048,M,Charadriiformes,Laridae,70.619483,28.749452,44.812529,63.499776,72.967968,38.500746,27.281284,45.412283,23.815478
Smith,Anous_stolidus,498048,M,Charadriiformes,Laridae,71.675115,28.100578,45.114188,63.869876,73.238418,38.942393,27.464371,45.54766,24.865057
Smith,Anous_stolidus,559576,M,Charadriiformes,Laridae,77.380521,28.324328,49.384574,62.13786,73.930027,38.780035,25.272318,43.997391,23.957327
Smith,Anous_stolidus,559579,F,Charadriiformes,Laridae,76.520873,29.619642,382.228676,67.775445,77.595709,40.561242,26.533242,46.822542,25.834317
Smith,Anous_stolidus,631383,F,Charadriiformes,Laridae,76.727213,30.127734,51.336935,64.571381,76.200251,39.6825,27.141622,48.379435,25.28785
Smith,Anous_stolidus,631996,F,Charadriiformes,Laridae,79.570511,30.301102,50.109367,65.344009,75.985911,40.033348,28.342807,46.781741,25.161685
Smith,Anous_stolidus,631998,F,Charadriiformes,Laridae,78.594862,28.89374,50.688079,63.386896,78.037067,40.202195,27.552801,45.804635,24.704846
Smith,Anous_stolidus,631999,M,Charadriiformes,Laridae,80.240406,30.873138,45.749278,65.438134,77.605555,39.382022,27.239495,45.484552,24.403088
Smith,Anseranas_semipalmata,347638,F,Anseriformes,Anseranatidae,118.98073,65.241866,114.091383,159.662887,162.446825,76.551531,89.062497,155.151301,97.48415
Smith,Anseranas_semipalmata,621019,M,Anseriformes,Anseranatidae,121.89641,70.535356,108.721208,187.460203,182.828839,85.455714,96.634031,167.230324,107.900896
Smith,Aplonis_mysolensis,557252,M,Passeriformes,Sturnidae,44.250313,23.764779,24.902295,24.174503,28.106447,17.172319,24.383731,37.087043,22.938923
Smith,Aplonis_mysolensis,557255,F,Passeriformes,Sturnidae,38.96811,22.923158,21.328647,23.462304,29.61135,17.546553,23.451763,37.993327,22.497772
Smith,Aplonis_mysolensis,557256,F,Passeriformes,Sturnidae,42.423002,22.664733,23.135823,23.902615,30.542538,17.030526,23.478774,36.967927,21.403935
Smith,Aplonis_mysolensis,557257,F,Passeriformes,Sturnidae,44.82981,23.709687,25.513406,23.768735,28.739585,16.885312,24.026543,38.387884,23.955593
Smith,Aplonis_mysolensis,557261,M,Passeriformes,Sturnidae,42.149679,22.977073,24.757262,23.817034,27.842021,16.964912,23.015788,36.365204,23.023489
Smith,Aplonis_mysolensis,557263,M,Passeriformes,Sturnidae,40.663153,24.294123,26.262008,24.961299,30.207903,18.384185,23.324455,36.055177,21.666959
Smith,Aplonis_mysolensis,557264,M,Passeriformes,Sturnidae,42.03239,20.330944,21.072776,23.614223,30.15994,15.242114,20.125678,33.504552,26.649957
Smith,Aplonis_mysolensis,558324,M,Passeriformes,Sturnidae,41.224214,25.958008,24.599202,24.359286,28.713812,14.983891,23.245467,37.47789,22.719812
Smith,Aptenodytes_forsteri,347087,M,Sphenisciformes,Spheniscidae,181.923483,174.132522,269.25261,129.192538,85.21953,71.127552,112.486478,193.935546,
Smith,Aptenodytes_forsteri,347241,F,Sphenisciformes,Spheniscidae,173.189825,171.029404,258.894894,127.581905,87.91832,65.196906,110.822915,186.751967,40.158458
Smith,Aptenodytes_forsteri,347340,F,Sphenisciformes,Spheniscidae,191.776012,182.670594,,126.288096,,71.373594,120.657558,199.374522,43.260859
Smith,Aptenodytes_forsteri,347610,M,Sphenisciformes,Spheniscidae,204.270338,179.004983,,137.164803,,76.222947,123.2627,215.076576,43.873959
Smith,Aptenodytes_forsteri,347611,M,Sphenisciformes,Spheniscidae,185.503671,179.28428,,125.815453,,69.250172,118.964814,213.324329,42.987726
Smith,Aptenodytes_forsteri,347637,F,Sphenisciformes,Spheniscidae,184.972218,182.196566,,130.420447,90.301709,67.51291,115.387542,204.151343,48.238252
Smith,Apteryx_australis,19025,M,Struthioniformes,Apterygidae,166.043075,,,,,,97.670908,139.878525,72.914705
Smith,Apteryx_australis,614807,F,Struthioniformes,Apterygidae,,,,,,,104.849534,143.343378,77.962555
Smith,Apteryx_australis,638636,F,Struthioniformes,Apterygidae,176.753579,,,,,,98.832543,145.208167,80.215998
Smith,Aramus_guarauna,11795,F,Gruiformes,Aramidae,,45.898049,,114.436818,121.937381,60.658799,88.019827,185.351978,137.662558
Smith,Aramus_guarauna,501021,M,Gruiformes,Aramidae,174.05726,49.299525,84.471235,116.141002,123.726377,61.852834,88.192444,194.863584,143.687209
Smith,Aramus_guarauna,612025,F,Gruiformes,Aramidae,148.303954,46.052337,89.514577,105.828019,,59.95379,77.312422,163.696175,125.222949
Smith,Aramus_guarauna,614588,M,Gruiformes,Aramidae,164.645717,49.215156,97.188191,118.871122,125.355639,64.216527,87.766567,185.605778,130.32429
Smith,Aramus_guarauna,635719,M,Gruiformes,Aramidae,162.697754,51.695348,99.176317,115.185865,122.20554,63.395609,86.404977,,143.655303
Smith,Ardeotis_kori,488154,M,Otidiformes,Otididae,602.71601,82.804344,115.328042,213.886946,238.813946,100.589783,114.284473,255.835342,198.851967
Smith,Ardeotis_kori,491382,M,Otidiformes,Otididae,,90.082731,199.749928,263.259256,,132.237882,154.245876,,
Smith,Ardeotis_kori,491382,M,Otidiformes,Otididae,,,,,307.478599,,,322.556843,247.756295
Smith,Ardeotis_kori,622453,F,Otidiformes,Otididae,162.685919,562.209542,138.41838,197.345876,221.400921,,107.516943,231.998605,179.365368
Smith,Ardeotis_kori,623263,M,Otidiformes,Otididae,212.547433,113.251818,208.908149,269.931326,,,147.650057,,
Smith,Ardeotis_kori,623263,M,Otidiformes,Otididae,,,,,309.856366,121.701954,558.14348,328.974904,245.406744
Smith,Ardeotis_kori,638595,F,Otidiformes,Otididae,170.680169,77.685875,126.331892,207.670752,225.499331,532.237694,116.159764,237.923194,180.765895
Smith,Ardeotis_kori,646638,F,Otidiformes,Otididae,177.475118,,152.02339,215.58775,247.469354,,,258.312844,541.48123
Smith,Ardeotis_kori,646638,F,Otidiformes,Otididae,468.429193,86.642569,487.866122,,,98.786193,117.582782,,203.984861
Smith,Ardeotis_kori,646640,M,Otidiformes,Otididae,192.409207,,156.09401,,294.081527,126.726246,,301.748057,236.328512
Smith,Ardeotis_kori,646640,M,Otidiformes,Otididae,,110.647161,,265.312992,,,145.406616,,535.045195
UM,Arenaria_interpres,216134,F,Charadriiformes,Scolopacidae,47.075775,,44.867736,37.556018,40.343537,24.627492,27.740066,46.11844,26.492532
UM,Arenaria_interpres,130183,F,Charadriiformes,Scolopacidae,48.43332,,47.736109,40.421019,44.321057,25.065984,30.059432,49.648583,27.005762
Smith,Artamus_leucorynchus,20321,,Passeriformes,Artamidae,38.960817,19.231912,20.774991,22.573502,30.624743,18.257435,17.553838,27.678088,15.847961
Smith,Artamus_leucorynchus,225832,M,Passeriformes,Artamidae,45.343892,,24.829339,26.450314,33.609646,20.891091,20.366228,32.09653,17.209972
Smith,Artamus_leucorynchus,226022,F,Passeriformes,Artamidae,44.074612,20.967502,23.921973,25.063523,33.267443,17.583615,20.27189,32.421703,17.453951
Smith,Artamus_leucorynchus,290435,F,Passeriformes,Artamidae,37.406453,15.468255,20.715498,23.53758,31.486697,18.907161,18.732079,29.577753,16.761932
Smith,Artamus_leucorynchus,560851,F,Passeriformes,Artamidae,43.595083,22.0645,22.412698,22.878702,32.859999,19.961057,19.294219,30.372893,16.559306
Smith,Artamus_leucorynchus,561618,M,Passeriformes,Artamidae,39.03394,19.090545,21.146675,20.984929,31.059419,17.648583,17.631073,27.815127,15.739126
Smith,Artamus_leucorynchus,561619,F,Passeriformes,Artamidae,40.561445,18.545245,20.362081,20.490134,28.257059,17.010013,16.725148,27.8345,15.736217
Smith,Artamus_leucorynchus,561622,M,Passeriformes,Artamidae,38.753957,20.058493,19.719511,21.302748,30.221654,18.305317,17.382784,27.962042,16.890073
Smith,Artamus_leucorynchus,561623,F,Passeriformes,Artamidae,39.388894,,19.671037,21.16095,31.293854,17.992447,17.65483,28.096274,16.702263
Smith,Asthenes_baeri,630146,F,Passeriformes,Furnariidae,30.98324,15.44462,16.076487,17.498731,19.084211,14.203973,16.325261,,20.847324
Smith,Asthenes_baeri,630147,F,Passeriformes,Furnariidae,30.423532,16.63341,15.861259,18.313993,19.401737,11.797933,16.802585,29.692372,21.892704
Smith,Asthenes_baeri,630425,M,Passeriformes,Furnariidae,,16.005958,14.765322,18.273294,,11.948023,16.768908,28.223336,20.486408
Smith,Asthenes_baeri,631035,M,Passeriformes,Furnariidae,32.382041,15.810952,16.108052,17.578757,19.117689,11.032936,17.398151,28.997306,20.531042
Smith,Asthenes_baeri,635990,M,Passeriformes,Furnariidae,30.582756,16.065958,14.95369,17.874579,19.599286,11.638041,17.442853,28.310579,21.036212
