collection,genus_species,catnum,sex,order,family,skull,coracoid,keel,humerus,ulna,carpomet,femur,tibiotar,tarsomet
Smith,Muscicapa_striata,559628,F,Passeriformes,Muscicapidae,30.132129,16.236268,17.41392,15.917309,23.081387,13.13449,13.844673,23.641265,15.051361
Smith,Muscicapa_striata,604603,M,Passeriformes,Muscicapidae,31.990937,16.630227,18.295842,16.935233,23.299091,13.636574,14.001887,23.818283,15.728065
Smith,Muscicapa_striata,604604,M,Passeriformes,Muscicapidae,30.648182,16.672274,17.04998,16.763342,23.37516,13.181654,14.48078,22.514106,14.345172
Smith,Muscicapa_striata,604609,F,Passeriformes,Muscicapidae,30.519333,16.158105,16.830943,16.701473,22.763142,13.178663,13.870923,22.745723,15.131807
Smith,Muscicapa_striata,604610,F,Passeriformes,Muscicapidae,30.488332,15.884029,14.981649,16.226505,23.491868,12.905833,13.930698,22.77413,15.147367
Smith,Muscicapa_striata,604618,F,Passeriformes,Muscicapidae,31.620078,16.236125,16.383754,16.725826,22.613953,12.925936,13.70821,23.891163,14.873946
Smith,Muscicapa_striata,604624,M,Passeriformes,Muscicapidae,33.52104,15.801055,16.745962,16.694574,22.614149,13.169496,13.925391,22.601127,15.043835
UM,Myadestes_townsendi,155863,M,Passeriformes,Turdidae,35.135041,19.680916,21.153581,21.466438,28.517039,16.957053,19.359254,32.091121,20.349094
UM,Myadestes_townsendi,158462,F,Passeriformes,Turdidae,35.895644,20.631602,23.614099,22.920217,30.954033,16.515804,20.059795,33.500755,21.382124
Smith,Myiagra_alecto,557363,M,Passeriformes,Monarchidae,35.81843,16.736935,15.562211,18.96118,23.688782,11.557264,15.88027,24.976946,18.786079
Smith,Myiagra_alecto,557367,F,Passeriformes,Monarchidae,34.427349,16.758523,17.414548,18.789217,24.278487,11.937685,16.099924,25.675632,18.46923
Smith,Myiagra_alecto,557368,F,Passeriformes,Monarchidae,36.408072,15.758709,15.209762,18.008636,22.832268,11.175209,14.972255,23.912743,17.126726
Smith,Myiagra_alecto,557370,F,Passeriformes,Monarchidae,37.133129,16.692049,17.521734,18.837074,23.637186,11.80235,16.009367,23.896884,17.454271
Smith,Myiagra_alecto,557373,F,Passeriformes,Monarchidae,34.739047,17.570538,17.682676,19.623932,23.5252,11.62844,15.942171,25.777488,17.771571
Smith,Myiagra_alecto,557374,F,Passeriformes,Monarchidae,35.150627,15.536517,15.425404,17.846733,22.18644,10.677816,15.04782,23.646799,17.301198
Smith,Myiagra_alecto,558300,M,Passeriformes,Monarchidae,37.041893,17.115516,17.561604,19.45642,23.788507,11.391976,16.005211,25.205869,18.001497
Smith,Myiagra_alecto,558341,M,Passeriformes,Monarchidae,34.242024,16.454206,14.730638,17.976434,22.664374,11.66634,15.64569,25.381674,18.740984
Smith,Myiagra_alecto,588340,M,Passeriformes,Monarchidae,36.528748,16.704424,15.696389,18.404715,22.655752,11.365772,15.728414,24.618118,18.674889
Smith,Myiagra_alecto,614967,M,Passeriformes,Monarchidae,41.316283,17.955507,15.981609,20.184571,25.273662,12.468146,17.656681,27.552051,19.403618
Smith,Myioborus_pictus,224157,F,Passeriformes,Parulidae,25.609496,12.762958,,14.783355,19.023437,9.627004,12.932031,22.765924,16.396703
Smith,Myioborus_pictus,224158,M,Passeriformes,Parulidae,25.787568,13.339347,13.299506,14.697743,19.393341,10.517675,12.671951,,16.074465
Smith,Myioborus_pictus,489804,M,Passeriformes,Parulidae,27.514914,13.485289,13.757457,14.622776,19.240979,9.955395,12.493879,22.392294,16.758572
Smith,Myioborus_pictus,492556,F,Passeriformes,Parulidae,24.778527,13.931485,13.609202,14.569818,18.938777,10.397739,13.021054,23.426071,
Smith,Myioborus_pictus,554053,M,Passeriformes,Parulidae,26.544525,13.78033,15.376876,14.95041,,9.429877,13.091965,22.85807,16.691453
Smith,Myioborus_pictus,555409,F,Passeriformes,Parulidae,27.271463,13.218059,12.463017,14.017786,18.796891,9.738803,12.932281,22.235771,16.918982
Smith,Myioborus_pictus,555410,F,Passeriformes,Parulidae,27.699149,13.489589,14.844077,13.88204,19.031532,10.019556,12.516682,22.465121,16.786446
Smith,Myioborus_pictus,555655,M,Passeriformes,Parulidae,25.504417,,12.491439,14.97642,20.698698,10.109246,12.782335,22.291909,16.598571
Smith,Nesospingus_speculiferus,501775,F,Passeriformes,Nesospingidae,36.239272,18.79763,15.290417,20.537079,25.512009,13.165605,20.269912,,24.777576
Smith,Nesospingus_speculiferus,501776,F,Passeriformes,Nesospingidae,36.909756,18.971247,15.803161,19.908121,24.04932,12.850033,20.298043,33.906615,24.456899
Smith,Nesospingus_speculiferus,501777,F,Passeriformes,Nesospingidae,35.320947,18.628592,16.292214,19.947457,24.650235,12.336017,20.445434,33.703688,23.395716
Smith,Nesospingus_speculiferus,501778,M,Passeriformes,Nesospingidae,40.838112,19.953208,20.8773,20.659551,25.311243,12.899859,21.684529,35.355636,24.033831
Smith,Nesospingus_speculiferus,501809,F,Passeriformes,Nesospingidae,38.340126,18.59799,17.355865,19.421266,24.293338,12.433282,20.295461,,24.327539
Smith,Nesospingus_speculiferus,501865,M,Passeriformes,Nesospingidae,38.761996,19.778837,19.257567,21.169177,25.982965,13.855235,21.418515,35.459498,24.621159
Smith,Nesospingus_speculiferus,501866,M,Passeriformes,Nesospingidae,39.622367,19.173542,19.561477,20.851145,26.478289,13.611155,22.566573,35.847275,24.513781
Smith,Nesospingus_speculiferus,501882,F,Passeriformes,Nesospingidae,37.731383,18.118529,17.119089,20.305788,23.615398,13.25348,20.59124,33.105075,23.233404
Smith,Nesospingus_speculiferus,501883,M,Passeriformes,Nesospingidae,39.068882,20.005839,19.486552,20.490086,25.015447,13.201182,21.390396,33.539302,23.517127
Smith,Nesospingus_speculiferus,501885,M,Passeriformes,Nesospingidae,41.791847,20.741106,19.109041,22.607216,27.965535,13.966875,22.50183,35.950288,25.84819
Smith,Nestor_notabilis,19876,,Psittaciformes,Strigopidae,89.513416,50.31976,72.428914,77.895416,88.611139,56.15887,66.757658,99.798427,45.623847
Smith,Nestor_notabilis,225989,M,Psittaciformes,Strigopidae,93.805052,51.771261,69.124052,77.898336,80.053044,57.316632,,,
Smith,Nestor_notabilis,226487,M,Psittaciformes,Strigopidae,92.339279,49.878437,63.374843,77.623965,85.608466,56.690742,67.546853,102.396408,44.632286
Smith,Nestor_notabilis,344934,M,Psittaciformes,Strigopidae,90.763196,50.100515,69.480564,79.730377,91.448394,59.889671,70.659557,104.277486,46.299864
Smith,Nestor_notabilis,346726,,Psittaciformes,Strigopidae,92.129246,51.283665,,74.993961,85.257899,57.360623,64.81888,102.431538,44.458069
Smith,Nestor_notabilis,615000,F,Psittaciformes,Strigopidae,80.904284,44.840084,,73.667262,81.972921,54.42422,61.598105,97.992946,43.548755
Smith,Numenius_americanus,225668,F,Charadriiformes,Scolopacidae,172.66677,38.684777,85.606317,97.271364,112.225439,52.982954,58.370294,109.401193,85.083238
Smith,Numenius_americanus,491841,F,Charadriiformes,Scolopacidae,209.128812,37.852374,81.102286,92.371927,102.989544,50.998758,53.04422,102.456716,81.148369
Smith,Numenius_americanus,491843,M,Charadriiformes,Scolopacidae,135.321697,31.431945,75.998825,84.260993,94.192028,46.900107,51.342541,93.35617,74.721925
Smith,Numenius_americanus,498678,M,Charadriiformes,Scolopacidae,163.881274,37.877238,83.852968,87.388017,93.468123,47.050779,50.676377,96.89687,76.451963
Smith,Numenius_americanus,610847,,Charadriiformes,Scolopacidae,134.371016,33.865375,74.415641,87.427879,101.995985,49.862866,51.981976,98.485307,77.684758
Smith,Numenius_americanus,644358,M,Charadriiformes,Scolopacidae,193.135698,34.087293,74.024838,87.896819,100.46379,50.745389,52.659888,102.668908,79.161427
Smith,Numenius_americanus,648112,F,Charadriiformes,Scolopacidae,,38.59496,91.390592,101.73833,115.374805,55.020739,60.432177,117.210611,90.148667
UM,Numenius_americanus,203266,F,Charadriiformes,Scolopacidae,218.657446,,92.036584,95.279221,109.889545,55.057452,56.266366,113.459758,91.429465
UM,Numenius_americanus,203263,M,Charadriiformes,Scolopacidae,172.618497,,89.192924,98.10887,108.603737,52.080111,58.101297,113.866362,85.128324
UM,Numenius_americanus,135390,F,Charadriiformes,Scolopacidae,255.330357,,92.936814,104.359199,114.432054,55.053454,60.265241,117.271602,90.387245
UM,Numenius_americanus,220127,M,Charadriiformes,Scolopacidae,173.931229,,86.382486,90.395961,101.880969,50.12919,52.998131,104.919747,80.682037
UM,Numenius_phaeopus,116241,M,Charadriiformes,Scolopacidae,124.03172,,73.246518,75.272743,86.076003,42.592652,46.076473,87.210168,62.01564
UM,Numenius_phaeopus,150931,M,Charadriiformes,Scolopacidae,120.254969,,80.667081,73.804894,83.697172,40.739542,46.124236,83.836517,58.963997
Smith,Nyctibius_grandis,615095,M,Caprimulgiformes,Nyctibiidae,82.116859,44.68248,47.41115,96.462908,103.807578,,41.665435,52.119565,17.974219
Smith,Nyctibius_grandis,623085,F,Caprimulgiformes,Nyctibiidae,84.661017,42.048893,47.028742,94.736651,95.21234,48.484452,40.428544,51.040156,17.471934
Smith,Nyctibius_griseus,559134,M,Caprimulgiformes,Nyctibiidae,58.211669,30.348536,31.632446,64.368104,66.955124,30.922431,28.760974,37.811373,11.486448
Smith,Nyctibius_griseus,610497,M,Caprimulgiformes,Nyctibiidae,67.496828,34.003276,32.579194,68.174274,68.631428,32.567942,31.45955,42.135688,14.581929
Smith,Nyctibius_griseus,611744,M,Caprimulgiformes,Nyctibiidae,65.04404,34.264544,33.797603,68.328495,69.054856,34.340599,30.706499,41.049704,13.606089
Smith,Nyctibius_griseus,621072,F,Caprimulgiformes,Nyctibiidae,58.393813,25.994911,30.529739,56.627623,57.118872,27.695927,24.895241,33.871152,10.293525
Smith,Nyctibius_griseus,623033,F,Caprimulgiformes,Nyctibiidae,63.000931,28.302868,27.978306,58.653828,61.205896,29.045669,27.36886,36.561905,11.089135
Smith,Oceanites_oceanicus,488306,F,Procellariiformes,Oceanitidae,36.470687,15.973727,21.592923,23.422183,20.649704,16.088137,14.912528,50.289376,
Smith,Oceanites_oceanicus,488328,F,Procellariiformes,Oceanitidae,,14.580811,19.867016,20.1231,,,14.193331,,
Smith,Oceanites_oceanicus,489504,M,Procellariiformes,Oceanitidae,,15.379562,19.709337,22.3804,19.840058,16.157556,14.362763,49.144355,34.343156
Smith,Oceanites_oceanicus,490974,F,Procellariiformes,Oceanitidae,33.029468,14.578326,17.753355,19.852507,18.247878,14.459608,13.92523,49.587002,34.602727
Smith,Oceanites_oceanicus,554809,M,Procellariiformes,Oceanitidae,34.88005,15.222818,22.381562,22.008894,22.726917,16.67777,15.145628,47.873422,33.083157
Smith,Oceanites_oceanicus,554810,M,Procellariiformes,Oceanitidae,33.330848,15.729549,21.148037,22.159188,19.817035,,14.712953,47.482124,32.35165
Smith,Oceanites_oceanicus,554812,M,Procellariiformes,Oceanitidae,37.522426,16.64294,20.786042,23.657057,20.49364,16.319679,15.19378,49.859056,34.110214
Smith,Oceanites_oceanicus,559798,F,Procellariiformes,Oceanitidae,34.007772,15.439043,19.595322,22.88532,21.75735,15.959318,14.7706,48.832124,34.177388
Smith,Odontophorus_gujanensis,428173,F,Galliformes,Odontophoridae,43.78717,36.645838,56.77533,41.700659,43.655243,23.685874,49.280825,67.674512,42.992359
Smith,Odontophorus_gujanensis,621708,F,Galliformes,Odontophoridae,46.375802,34.714055,56.863983,42.369923,42.540102,23.849396,50.571155,69.326918,43.606452
Smith,Onychognathus_nabouroup,642364,M,Passeriformes,Sturnidae,,27.617321,29.856615,32.249594,38.493042,,30.33032,50.597958,33.19185
Smith,Onychognathus_nabouroup,642377,M,Passeriformes,Sturnidae,54.356788,27.537576,31.090555,31.720034,38.992854,22.676119,29.867669,49.308332,32.213601
Smith,Onychognathus_nabouroup,642517,M,Passeriformes,Sturnidae,50.917346,27.044512,28.991372,31.988455,37.253266,21.310895,30.361371,49.149864,31.981437
Smith,Onychognathus_nabouroup,642518,M,Passeriformes,Sturnidae,54.006246,27.00865,29.124083,31.80111,35.472421,21.728881,28.814217,46.786834,30.190564
Smith,Opisthocomus_hoazin,344064,M,Opisthocomiformes,Opisthocomidae,,52.075768,44.739863,75.664983,76.503453,41.863837,69.677969,94.481638,55.866519
Smith,Opisthocomus_hoazin,344065,F,Opisthocomiformes,Opisthocomidae,60.276629,48.534994,45.17511,73.825105,76.676295,42.981681,67.707419,97.109591,58.450333
Smith,Opisthocomus_hoazin,431010,M,Opisthocomiformes,Opisthocomidae,57.899066,51.208613,42.545099,70.235864,69.9299,39.140113,65.058099,90.834829,55.822766
Smith,Opisthocomus_hoazin,431012,,Opisthocomiformes,Opisthocomidae,58.112082,51.21275,48.147982,69.569355,73.142073,40.25739,66.686733,90.980216,57.604076
Smith,Opisthocomus_hoazin,612024,F,Opisthocomiformes,Opisthocomidae,60.439512,51.764834,,72.179876,72.453665,39.790699,,93.293191,58.869711
Smith,Oreocharis_arfaki,489229,F,Passeriformes,Paramythiidae,26.423038,13.306886,13.938709,15.94076,,10.865064,16.239042,27.253774,18.319417
Smith,Oreocharis_arfaki,489230,M,Passeriformes,Paramythiidae,28.14168,16.130954,15.183353,16.496927,21.058339,11.160253,17.012892,,20.4274
Smith,Oreocharis_arfaki,489231,M,Passeriformes,Paramythiidae,,15.014223,10.706124,16.225763,20.146514,,15.311434,27.607341,
Smith,Oreoica_gutturalis,613005,M,Passeriformes,Oreoicidae,47.949988,26.673842,36.047369,29.055113,32.41053,18.165608,24.135166,44.868149,30.760546
UM,Oreopholus_ruficollis,156025,M,Charadriiformes,Charadriidae,63.092456,,52.103711,45.309868,48.35545,29.528883,32.889164,61.417042,47.004546
UM,Oreopholus_ruficollis,156024,F,Charadriiformes,Charadriidae,62.693269,,55.220736,43.520597,46.275949,28.283385,32.47306,63.253647,51.007757
Smith,Oreortyx_pictus,489928,M,Galliformes,Odontophoridae,37.118324,32.843261,42.629062,39.650502,38.376785,23.417195,47.388922,66.573784,38.43441
Smith,Oreortyx_pictus,557598,F,Galliformes,Odontophoridae,40.116699,33.897491,44.223963,40.195478,37.480758,22.811577,48.698497,65.607858,39.34027
Smith,Oreortyx_pictus,636806,M,Galliformes,Odontophoridae,36.981094,33.380014,46.086816,39.236289,37.994097,22.637287,46.578005,66.753741,38.304902
Smith,Oreortyx_pictus,636808,F,Galliformes,Odontophoridae,37.172759,31.737892,47.936623,37.836064,35.676998,,44.186082,62.270836,36.823695
Smith,Oriolus_chinensis,291385,F,Passeriformes,Oriolidae,58.497938,28.315086,31.978282,34.986762,44.369604,23.824315,30.019403,43.837689,26.834053
Smith,Oriolus_chinensis,292118,M,Passeriformes,Oriolidae,58.117047,27.167264,32.747804,33.547758,43.083837,24.443664,27.261942,40.286476,25.106206
Smith,Oriolus_chinensis,318361,F,Passeriformes,Oriolidae,54.495433,23.154811,29.319115,30.321027,39.320818,20.582758,26.539666,37.956234,23.975159
Smith,Oriolus_chinensis,319492,M,Passeriformes,Oriolidae,52.316389,27.27464,33.859395,32.350551,42.821522,23.785784,27.123902,39.019555,24.93682
Smith,Oriolus_chinensis,432036,F,Passeriformes,Oriolidae,56.52285,27.641685,30.987883,34.144415,42.663855,23.14793,28.50647,42.184615,26.800829
Smith,Oriolus_chinensis,613092,M,Passeriformes,Oriolidae,57.085091,28.763997,33.90077,35.545855,44.356079,23.661945,28.752562,42.994738,25.818107
Smith,Oriolus_chinensis,613093,F,Passeriformes,Oriolidae,61.435098,28.489988,31.990838,34.794571,43.589456,23.743105,29.719362,44.256923,27.66791
Smith,Oriolus_chinensis,613094,F,Passeriformes,Oriolidae,57.682816,27.481557,31.6007,33.923476,43.02806,23.297055,29.170474,42.276752,26.050284
Smith,Oriolus_chinensis,635332,M,Passeriformes,Oriolidae,67.714237,30.394538,,37.331279,47.7119,25.954112,31.313637,46.305221,29.287756
Smith,Pachycephala_pectoralis,557424,F,Passeriformes,Pachycephalidae,38.319431,18.178785,17.595822,20.282979,24.536577,12.304812,18.155941,31.643703,21.608571
Smith,Pachycephala_pectoralis,557425,F,Passeriformes,Pachycephalidae,36.915482,18.922006,19.032866,20.805211,24.822416,12.754928,18.691178,30.256682,21.668411
Smith,Pachycephala_pectoralis,557430,F,Passeriformes,Pachycephalidae,38.399849,18.784622,16.509345,20.329283,25.802266,13.680493,19.195823,31.794521,22.484839
Smith,Pachycephala_pectoralis,557431,F,Passeriformes,Pachycephalidae,37.868313,18.757176,19.048766,20.783784,25.022122,13.343505,18.842426,30.763335,22.732271
Smith,Pachycephala_pectoralis,557434,F,Passeriformes,Pachycephalidae,40.205816,18.846621,17.259349,20.569037,25.307627,12.935369,17.986672,30.134297,21.6076
Smith,Pachycephala_pectoralis,612732,M,Passeriformes,Pachycephalidae,34.841576,,16.043167,19.431705,24.893715,12.633094,16.609179,29.983825,20.937277
Smith,Pachycephala_pectoralis,612733,M,Passeriformes,Pachycephalidae,35.356389,15.694243,18.372396,20.085406,25.346707,11.595306,17.819744,31.579248,22.801971
Smith,Pachycephala_pectoralis,612734,M,Passeriformes,Pachycephalidae,35.014751,16.596576,16.977925,19.659231,24.166401,13.281419,17.29532,30.513647,21.758388
Smith,Pachycephala_pectoralis,615050,M,Passeriformes,Pachycephalidae,37.283681,16.38743,15.342241,20.151611,24.288488,12.33552,18.934923,31.094294,22.49139
Smith,Pachycephala_pectoralis,615051,M,Passeriformes,Pachycephalidae,35.70219,17.064787,16.199926,19.620405,23.528497,12.213339,18.535009,29.452751,21.731378
Smith,Pandion_haliaetus,561852,F,Accipitriformes,Pandionidae,77.865682,55.907492,79.776037,148.602796,194.310907,92.44087,82.295752,129.896204,56.335944
Smith,Pandion_haliaetus,610342,M,Accipitriformes,Pandionidae,79.710103,54.2651,87.610129,142.649069,181.273122,85.673233,76.783131,124.956668,51.733119
Smith,Pandion_haliaetus,610343,M,Accipitriformes,Pandionidae,75.075028,50.717082,76.181509,140.261201,181.032691,86.983821,71.990214,123.867531,53.913608
Smith,Pandion_haliaetus,610344,M,Accipitriformes,Pandionidae,75.333353,49.937202,73.009191,141.28468,182.556603,85.332266,77.46621,125.547606,53.926641
Smith,Pandion_haliaetus,612211,F,Accipitriformes,Pandionidae,81.823734,52.342122,91.690413,138.589712,180.79997,85.618336,77.807966,121.994388,53.836462
Smith,Pandion_haliaetus,614480,F,Accipitriformes,Pandionidae,82.16563,52.318239,86.033015,154.922834,197.988355,93.200812,82.202927,130.904782,55.114118
Smith,Pandion_haliaetus,623391,M,Accipitriformes,Pandionidae,77.903935,50.556633,70.065698,141.967426,178.507609,85.520209,75.912348,120.956171,52.318362
Smith,Pandion_haliaetus,623392,F,Accipitriformes,Pandionidae,87.442239,57.931336,85.867103,159.780317,202.244824,92.146412,88.45008,143.463782,61.335647
Smith,Pardalotus_punctatus,610570,,Passeriformes,Pardalotidae,,12.638803,7.790013,13.073854,15.976545,9.494228,11.871955,24.623282,19.131728
Smith,Pardalotus_punctatus,632124,,Passeriformes,Pardalotidae,21.365477,12.226522,12.967209,12.342088,15.462986,,11.305915,23.375681,18.493471
Smith,Parus_major,488798,M,Passeriformes,Paridae,25.8129,15.842589,14.092914,17.657874,20.576908,11.014674,14.936614,28.461629,20.11925
Smith,Parus_major,620116,M,Passeriformes,Paridae,20.658856,13.404328,,14.110925,17.490477,9.479104,12.615658,24.266046,16.965583
Smith,Parus_major,620117,M,Passeriformes,Paridae,20.673981,13.02487,11.086244,13.514202,16.556688,9.434974,11.794062,23.252092,16.751954
Smith,Parus_major,620118,M,Passeriformes,Paridae,22.481888,13.577999,11.518951,13.605649,17.845875,9.744117,12.479406,,16.137247
Smith,Parus_major,621226,M,Passeriformes,Paridae,28.134391,16.311345,,,20.053964,11.597787,14.954765,,19.304682
Smith,Parus_major,633389,F,Passeriformes,Paridae,23.957824,15.031717,14.4191,15.84339,20.081004,10.196477,14.157952,25.233393,17.702613
Smith,Parus_major,633395,F,Passeriformes,Paridae,23.686243,14.268137,13.32429,15.549188,18.206319,10.034868,13.607424,23.955374,16.682354
Smith,Parus_major,633429,F,Passeriformes,Paridae,24.3379,14.406323,13.079833,15.523488,19.656847,10.195505,13.867386,24.342612,17.78122
Smith,Parus_major,637484,F,Passeriformes,Paridae,26.432569,16.273796,13.703522,18.376061,22.331034,11.73715,15.903827,28.752669,21.475673
Smith,Parus_major,639799,F,Passeriformes,Paridae,26.254138,16.984824,15.358044,18.128329,20.916941,11.382468,15.821742,28.501038,20.361846
Smith,Passer_montanus,318353,F,Passeriformes,Passeridae,,14.356763,18.398195,15.430295,17.087839,9.448402,14.621105,24.550544,16.026872
Smith,Passer_montanus,343084,M,Passeriformes,Passeridae,26.165938,16.312193,20.421388,16.080884,18.219625,9.92697,16.601226,25.636778,16.559187
Smith,Passer_montanus,343375,M,Passeriformes,Passeridae,24.566664,16.525891,18.383543,16.644112,18.547072,10.991376,16.081032,25.592641,16.289248
Smith,Passer_montanus,343376,M,Passeriformes,Passeridae,25.65252,17.369761,18.543076,16.74436,19.01584,8.652178,16.512641,26.197311,16.829886
Smith,Passer_montanus,343378,M,Passeriformes,Passeridae,24.10808,14.974113,16.988881,15.62069,17.177156,10.215848,15.209072,25.095649,16.262145
Smith,Passer_montanus,498828,F,Passeriformes,Passeridae,24.457501,15.372996,17.503785,15.876316,16.00852,9.476632,14.98387,24.274892,16.149424
Smith,Passer_montanus,559088,F,Passeriformes,Passeridae,25.998193,16.181483,17.522701,16.561239,18.240788,10.168216,16.572773,25.916281,17.54235
Smith,Passer_montanus,559089,F,Passeriformes,Passeridae,,16.368792,17.725469,16.292998,18.551612,10.641878,16.219878,25.917251,17.618872
Smith,Passer_montanus,621236,F,Passeriformes,Passeridae,26.190553,17.793839,19.216535,17.110227,19.445148,11.078822,17.048818,26.669235,17.994254
Smith,Passer_montanus,641818,M,Passeriformes,Passeridae,25.761316,16.33467,19.482823,16.051633,17.488213,10.16093,15.413515,24.875798,15.166172
Smith,Passerina_cyanea,224136,M,Passeriformes,Cardinalidae,30.968228,255.391068,19.556825,21.408445,26.219827,13.735026,16.041855,26.581867,17.897043
Smith,Passerina_cyanea,224137,M,Passeriformes,Cardinalidae,31.984382,259.435604,18.835941,22.000556,24.811172,13.111692,17.412235,27.197581,16.9672
Smith,Passerina_cyanea,321076,F,Passeriformes,Cardinalidae,,15.844941,15.857582,15.444819,17.918186,9.372924,,24.891875,16.853385
Smith,Passerina_cyanea,321077,M,Passeriformes,Cardinalidae,27.824088,14.213222,16.547653,,18.363898,9.317859,15.224406,,16.4149
Smith,Passerina_cyanea,432308,M,Passeriformes,Cardinalidae,24.986463,271.050479,15.713066,15.814021,19.611462,10.68445,14.89435,24.521489,16.634196
Smith,Passerina_cyanea,502116,F,Passeriformes,Cardinalidae,,16.19096,16.062615,16.900408,20.109904,10.982866,15.296939,25.786966,18.048711
Smith,Passerina_cyanea,502240,F,Passeriformes,Cardinalidae,,14.584489,15.760914,15.655963,18.66491,11.096572,14.974133,25.222825,17.394676
Smith,Passerina_cyanea,502688,M,Passeriformes,Cardinalidae,26.595745,16.228787,17.589037,16.652525,20.011646,10.963039,15.205731,26.376578,18.092864
Smith,Passerina_cyanea,553315,M,Passeriformes,Cardinalidae,26.40413,,18.220202,16.484978,20.102786,11.404493,15.1582,25.675502,17.384097
Smith,Passerina_cyanea,560494,F,Passeriformes,Cardinalidae,25.986058,14.978866,14.667247,15.66011,18.868238,10.062623,15.123228,25.524196,17.360463
Smith,Passerina_cyanea,611392,M,Passeriformes,Cardinalidae,27.137905,12.120764,15.081983,15.933049,20.02237,10.396746,14.026986,24.943822,17.139944
Smith,Passerina_cyanea,611393,F,Passeriformes,Cardinalidae,25.436591,15.52947,15.566356,15.618623,18.49196,10.494051,14.795109,25.436195,17.246674
Smith,Patagioenas_squamosa,19644,M,Columbiformes,Columbidae,57.024283,37.721761,71.657841,47.845422,55.293304,33.469606,41.685752,,26.857698
Smith,Patagioenas_squamosa,225864,M,Columbiformes,Columbidae,57.008214,35.452229,64.390215,49.118628,56.905329,32.76827,41.947725,55.054015,29.013398
Smith,Patagioenas_squamosa,225865,F,Columbiformes,Columbidae,55.538937,34.818255,62.591863,44.309481,51.456029,31.220824,40.738366,53.421175,27.765839
Smith,Patagioenas_squamosa,289628,F,Columbiformes,Columbidae,54.346973,35.188735,67.443801,46.055849,52.593448,31.520204,40.536334,53.285766,29.01195
Smith,Patagioenas_squamosa,292915,F,Columbiformes,Columbidae,54.5106,34.492578,55.16629,42.497946,48.01254,29.919249,38.726255,49.256647,27.011234
Smith,Patagioenas_squamosa,319453,M,Columbiformes,Columbidae,57.959641,36.762256,67.845241,48.279195,55.269785,32.365799,43.391607,56.354561,29.326677
Smith,Patagioenas_squamosa,319909,F,Columbiformes,Columbidae,57.542653,36.737067,57.951377,45.938938,54.906536,31.777692,38.896312,51.969275,26.496434
Smith,Patagioenas_squamosa,501768,M,Columbiformes,Columbidae,55.263118,35.046367,58.972596,45.133556,52.136536,31.364295,41.025081,52.588325,28.720836
Smith,Patagioenas_squamosa,556618,F,Columbiformes,Columbidae,57.924771,37.028737,57.641386,46.699241,56.669942,32.143844,41.319477,53.724989,29.054184
Smith,Patagioenas_squamosa,556664,M,Columbiformes,Columbidae,60.276499,38.876997,68.611519,48.648741,58.898857,34.738617,43.799593,57.749031,29.927027
Smith,Pellorneum_ruficeps,319568,M,Passeriformes,Pellorneidae,31.87691,16.371836,13.985795,18.036286,23.2996,14.051522,,,15.395846
Smith,Pellorneum_ruficeps,344030,M,Passeriformes,Pellorneidae,36.025353,17.847743,18.249991,17.615268,18.269518,8.582141,19.067618,32.321811,25.700638
Smith,Pellorneum_ruficeps,559110,M,Passeriformes,Pellorneidae,36.815646,18.295639,17.586216,19.300054,19.390682,9.976761,20.4361,36.39986,28.690136
Smith,Pellorneum_ruficeps,559111,F,Passeriformes,Pellorneidae,34.071408,17.184684,17.133493,18.045891,18.923068,9.391555,19.25224,34.096119,26.17726
Smith,Pellorneum_ruficeps,620355,M,Passeriformes,Pellorneidae,35.314531,17.920543,17.236393,18.707577,20.030962,9.141513,19.739971,32.144796,25.361986
Smith,Pellorneum_ruficeps,620435,F,Passeriformes,Pellorneidae,,17.3618,15.890615,17.411321,,,19.04197,,
Smith,Penelope_purpurascens,288719,F,Galliformes,Cracidae,90.841369,80.077635,98.613628,106.689232,,57.726911,104.574916,150.461569,92.293351
Smith,Penelope_purpurascens,562531,M,Galliformes,Cracidae,91.322005,70.790767,79.174264,105.672993,112.499795,57.232512,111.68513,158.841005,95.225512
Smith,Penelope_purpurascens,613361,F,Galliformes,Cracidae,80.511542,69.537787,84.526353,98.118207,103.782506,52.746163,101.446747,143.322968,88.732545
Smith,Penelope_purpurascens,613959,M,Galliformes,Cracidae,88.353138,69.350696,96.332215,107.077759,108.173836,54.398918,107.875941,152.771499,89.428877
Smith,Pericrocotus_ethologus,319571,M,Passeriformes,Campephagidae,31.138837,,15.511281,17.841406,23.689704,13.480217,14.388453,24.928119,16.211966
Smith,Pericrocotus_ethologus,319573,M,Passeriformes,Campephagidae,31.680113,15.983746,15.935391,17.623975,22.797941,13.541576,14.049966,24.836626,15.362807
Smith,Pericrocotus_ethologus,319574,M,Passeriformes,Campephagidae,31.874812,16.224023,16.203743,17.396086,21.900257,13.520709,14.071945,23.902426,15.679158
Smith,Pericrocotus_ethologus,319575,M,Passeriformes,Campephagidae,34.688421,16.131859,14.953188,17.247756,22.643604,,14.550193,25.98996,16.034225
Smith,Pericrocotus_ethologus,319578,F,Passeriformes,Campephagidae,29.078425,16.112261,16.520669,17.332486,22.292545,12.614293,14.355373,23.620455,14.89323
Smith,Pericrocotus_ethologus,319580,F,Passeriformes,Campephagidae,32.306301,17.048966,14.721182,17.875114,22.730252,13.795672,14.373297,25.173592,15.915473
