"","order","family","genus","species","iucn2020_binomial","phylacine_binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","binomial_name","log_body_mass","picky","herbivore","carnivore","picky_herb","picky_carn"
"2720","Cetartiodactyla","Suidae","Sus","cebifrons","Sus cebifrons","Sus cebifrons",102750,148.407,1349.99,NA,6205,283.18,283.18,NA,326,121.702,12,5.025,1,328.559,1000,105.85,NA,2555,13.545,NA,0,1,NA,4.5,10,20,70,10,0,0,0,10,10,0,0,10,60,1,2,"G",2,0,0,1,0,1600,0,1600,NA,"Occurs only on isolated islands",NA,NA,"Indomalayan",1,"sus_cebifrons",4.63229885337634,0,0,0,0,0
"2721","Cetartiodactyla","Suidae","Sus","celebensis","Sus celebensis","Sus celebensis",76000,136.094,1525,NA,6205,274,274,NA,464,121.66,12,5.47,1.384,278.907,1000,106.441,NA,2086.55,11.475,NA,0,1,NA,NA,10,20,70,10,0,0,0,10,10,0,0,10,60,1,2,"G",2,0,0,1,0,2500,0,2500,1,"Occurs only on isolated islands",1,0,"Australasian",5,"sus_celebensis",4.33073334028633,0,0,0,0,0
"2722","Cetartiodactyla","Suidae","Sus","philippensis","Sus philippensis","Sus philippensis",102750,148.045,1349.99,NA,6205,283.18,283.18,NA,287,121.744,12,5.235,1,323.276,1000,105.85,NA,2555,13.545,NA,0,1,NA,3.75,10,20,70,10,0,0,0,10,10,0,0,10,60,1,2,"G",2,0,0,1,0,2800,0,2800,1,"Occurs only on isolated islands",0,0,"Indomalayan",1,"sus_philippensis",4.63229885337634,0,0,0,0,0
"2723","Cetartiodactyla","Suidae","Sus","scrofa","Sus scrofa","Sus scrofa",135000,169.003,1574.995,NA,9855,350.76,334,768,312,115.2,11,5.567,1.5,229.843,995,97.88,6469.99,2656.07,15.739,4.964,0,1,1.18,13,4,0,96,10,0,0,0,10,10,0,0,10,60,1,2,"G",2,0,0,1,0,NA,0,NA,NA,"Occurs on mainland",NA,NA,"Indomalayan, Palearctic",7,"sus_scrofa",4.90527477843843,0,0,0,0,0
"2724","Cetartiodactyla","Suidae","Sus","verrucosus","Sus verrucosus","Sus verrucosus",82703.115,138.508,1525,NA,6205,274,274,NA,320,120.83,12,5.735,1.36,275.301,1000,110.262,NA,2190,12.021,NA,0,1,NA,5,10,20,70,10,0,0,0,10,10,0,0,10,60,1,1,"G",2,0,0,1,0,800,0,800,1,"Occurs on large land bridge islands",0,0,"Indomalayan",2,"sus_verrucosus",4.41525726758389,0,0,0,0,0
"2725","Chiroptera","Pteropodidae","Syconycteris","australis","Syconycteris australis","Syconycteris australis",17.55,0.592,69.69,41.9,2190,289.165,213.08,365.25,322.664,109.584,NA,1,2,237.606,4.455,56,NA,1191.392,NA,NA,1,2,NA,1,0,0,100,0,0,0,0,0,0,10,90,0,0,1,1,"Ar",1,0,0,0,1,3000,0,3000,1,"Occurs on mainland",1,0,"Australasian",3,"syconycteris_australis",-4.04270132907026,1,1,0,3,1
"2726","Cetartiodactyla","Bovidae","Sylvicapra","grimmia","Sylvicapra grimmia","Sylvicapra grimmia",18500,76.611,1055.355,NA,5621,293.14,293.14,255,608.33,165,4,1,1.4,239.336,1581.45,125.915,4955.54,1986.498,5.275,0.232,0,1,NA,1,0,10,90,0,10,0,0,0,0,20,0,0,70,2,1,"G",1,0,0,1,0,5600,0,5600,0,"Occurs on mainland",1,0,"Afrotropical",6,"sylvicapra_grimmia",2.91777073208428,0,0,0,0,0
"2727","Lagomorpha","Leporidae","Sylvilagus","andinus","Sylvilagus andinus","Sylvilagus brasiliensis",968.37,4.5,363.29,NA,730,99.18,113.049,NA,152.408,39.359,6,2.55,4.6,44.602,NA,26.542,NA,842.959,1.041,3.54,0,1,NA,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"sylvilagus_brasiliensis",-0.0321410333324154,1,1,0,3,1
"2728","Lagomorpha","Leporidae","Sylvilagus","aquaticus","Sylvilagus aquaticus","Sylvilagus aquaticus",2127.005,9.832,443.775,NA,3250.104,154.71,176.729,NA,214.523,37.795,8,3.07,3.085,37.752,56.685,17.592,160,1067.03,1.605,41.7,0,1,0.01,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Nearctic",4,"sylvilagus_aquaticus",0.754714886944063,1,1,0,3,1
"2729","Lagomorpha","Leporidae","Sylvilagus","audubonii","Sylvilagus audubonii","Sylvilagus audubonii",791.29,6.07,352.62,NA,2853.083,90.7,164,107,119.2,28.61,NA,3,5,37.71,34.5,28,NA,926.792,0.932,290,0,1,0.03,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,1829,0,1829,0,"Occurs on mainland",1,0,"Nearctic, Neotropical",4,"sylvilagus_audubonii",-0.234090753878916,1,1,0,3,1
"2730","Lagomorpha","Leporidae","Sylvilagus","floridanus","Sylvilagus floridanus","Sylvilagus floridanus",1178.595,7.56,400.5,NA,3577,106.05,123,NA,134.55,28.696,8,5,3.9,30.204,37.165,24,118.5,1107.051,1.16,713.298,0,1,0.01,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Nearctic, Neotropical",9,"sylvilagus_floridanus",0.164323051091279,1,1,0,3,1
"2731","Lagomorpha","Leporidae","Sylvilagus","nuttallii","Sylvilagus nuttallii","Sylvilagus nuttallii",760,6.5,342.23,NA,2701,102.04,120.831,NA,131.16,29.523,NA,3.63,3.5,44.319,NA,34,NA,893.303,0.911,86.25,0,2,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,3500,180,3320,0,"Occurs on mainland",1,0,"Nearctic",2,"sylvilagus_nuttallii",-0.27443684570176,1,1,0,3,1
"2732","Lagomorpha","Leporidae","Sylvilagus","palustris","Sylvilagus palustris","Sylvilagus palustris",1233,7,405.9,NA,2774,180,219,NA,213.73,33.784,8,2.34,6,38.881,NA,26.761,NA,975.772,1.189,NA,0,1,0.03,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,NA,0,NA,0,"Occurs on mainland",0,0,"Nearctic, Neotropical",5,"sylvilagus_palustris",0.209450224182207,1,1,0,3,1
"2733","Lagomorpha","Leporidae","Sylvilagus","transitionalis","Sylvilagus transitionalis","Sylvilagus transitionalis",1150,7.17,371,NA,3577,121.763,121.763,NA,148,28,NA,4.775,3.89,30.204,34.24,22.78,118.5,1089.485,1.145,NA,0,1,0.004,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,1,"Nearctic",3,"sylvilagus_transitionalis",0.139761942375159,1,1,0,3,1
"2734","Eulipotyphla","Soricidae","Sylvisorex","corbeti","Sylvisorex corbeti","Sylvisorex ollula",16.59,4.233,84.27,NA,1667.391,NA,308.863,NA,351.507,49.727,NA,1.97,1.972,131.674,NA,51.329,NA,922.865,0.111,NA,0,2,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,2,"S",2,0,0,1,0,1900,1900,0,NA,NA,NA,NA,"Afrotropical",1,"sylvisorex_ollula",-4.09895517477978,0,0,1,0,2
"2735","Eulipotyphla","Soricidae","Sylvisorex","granti","Sylvisorex granti","Sylvisorex granti",4,0.751,70,NA,1265.399,NA,270.834,NA,316.539,43.801,NA,1.89,2.143,120.604,NA,39.698,NA,766.288,0.051,404.79,0,2,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,2,"S",2,0,0,1,0,4000,NA,NA,NA,"Occurs on mainland",NA,NA,"Afrotropical",1,"sylvisorex_granti",-5.52146091786225,0,0,1,0,2
"2736","Eulipotyphla","Soricidae","Sylvisorex","howelli","Sylvisorex howelli","Sylvisorex howelli",4.317,0.315,85,NA,826.143,NA,230.499,NA,267.524,28.673,NA,3.051,2.658,78.56,NA,25.889,NA,526.164,0.053,NA,0,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,2,"S",2,0,0,1,0,NA,1000,NA,NA,"Occurs on mainland",NA,NA,"Afrotropical",1,"sylvisorex_howelli",-5.4451945624088,0,0,1,0,2
"2737","Eulipotyphla","Soricidae","Sylvisorex","johnstoni","Sylvisorex johnstoni","Sylvisorex johnstoni",3.19,0.276,69.035,NA,815.919,NA,249.296,NA,286.371,27.977,NA,3.325,2.513,79.463,NA,25.907,NA,525.145,0.045,NA,0,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,2,"S",2,0,0,1,0,2250,1000,1250,0,"Occurs on mainland",0,0,"Afrotropical",1,"sylvisorex_johnstoni",-5.74773436218538,0,0,1,0,2
"2738","Eulipotyphla","Soricidae","Sylvisorex","lunaris","Sylvisorex lunaris","Sylvisorex lunaris",18.78,0.34,83,NA,780.273,NA,246.252,NA,288.07,28.736,NA,2.69,2.543,76.279,NA,26.074,NA,555.291,0.119,840.59,0,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,2,"S",2,0,0,1,0,4500,1785,2715,0,"Occurs on mainland",0,0,"Afrotropical",1,"sylvisorex_lunaris",-3.97496280520202,0,0,1,0,2
"2739","Eulipotyphla","Soricidae","Sylvisorex","vulcanorum","Sylvisorex vulcanorum","Sylvisorex vulcanorum",3.49,0.323,100,NA,818.931,NA,233.401,NA,271.456,28.386,NA,3.11,2.624,82.795,NA,26.551,NA,536.117,0.047,NA,0,NA,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,2,"S",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Afrotropical",2,"sylvisorex_vulcanorum",-5.6578535427678,0,0,1,0,2
"2740","Primates","Hylobatidae","Symphalangus","syndactylus","Symphalangus syndactylus","Symphalangus syndactylus",10869.5,125.275,862.495,NA,15695,3788.23,2455.489,2190,3255.8,231,NA,1.02,0.4,804.824,517,642,NA,4745,3.938,15.447,0,2,0.22,3.8,10,0,90,10,0,0,0,0,0,80,0,0,10,1,2,"Ar",3,0,0,1,0,1500,NA,NA,1,"Occurs on mainland",1,0,"Indomalayan",1,"symphalangus_syndactylus",2.3859607019151,0,0,0,0,0
"2741","Rodentia","Cricetidae","Synaptomys","borealis","Synaptomys borealis","Synaptomys borealis",21.3,0.673,130,NA,1136.143,NA,56.91,NA,86.002,22.754,NA,4.335,2.5,25.849,NA,21.565,NA,389.31,0.128,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,0,0,0,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,1,"Nearctic",4,"synaptomys_borealis",-3.84904820626676,0,0,0,0,0
"2742","Rodentia","Cricetidae","Synaptomys","cooperi","Synaptomys cooperi","Synaptomys cooperi",32.53,0.59,117.75,NA,912.5,NA,54.964,NA,84.525,23.368,NA,3.215,2.625,26.846,3.305,21.619,20,372.58,0.161,1144.96,0,1,0.001,NA,20,0,80,20,0,0,0,0,0,0,0,0,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,1,"Nearctic",4,"synaptomys_cooperi",-3.42559253849688,0,0,0,0,0
"2743","Cetartiodactyla","Bovidae","Syncerus","caffer","Syncerus caffer","Syncerus caffer",646332.99,583.286,2962.93,NA,10877,1683.65,1475,1674,1460,333.355,NA,1.08,0.4,636.439,43431.25,289,166000,4169.76,37.244,2.986,0,1,63.73,12,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,4000,0,4000,0,"Occurs on mainland",1,0,"Afrotropical",5,"syncerus_caffer",6.47131483537275,1,1,0,3,1
"2744","Rodentia","Sciuridae","Syntheosciurus","brochus","Syntheosciurus brochus","Syntheosciurus brochus",124.94,2.921,166,NA,3043.123,NA,316.25,NA,356.295,48.195,NA,2.255,1.755,121.093,NA,54.669,NA,1332.512,0.338,NA,0,2,NA,2,0,0,100,0,0,0,0,0,0,0,30,0,70,2,1,"Ar",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Neotropical",1,"syntheosciurus_brochus",-2.07992165691671,0,1,0,2,0
"2745","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Tachyglossus aculeatus","Tachyglossus aculeatus",3169.5,22.08,375,NA,18250,556.85,552.425,548,576.71,19.86,NA,1,0.58,1003.063,0.374,185.04,510.415,5687.02,11.439,NA,1,1,0.44,1,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Australasian",5,"tachyglossus_aculeatus",1.15357384674208,1,0,1,1,3
"2746","Rodentia","Spalacidae","Tachyoryctes","splendens","Tachyoryctes splendens","Tachyoryctes splendens",202.25,1.88,228.825,NA,1365.708,137.21,144.543,180,187.464,42.921,NA,1.433,2.035,172.882,17.333,37.318,NA,766.035,0.44,3385.42,0,1,0,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Afrotropical",5,"tachyoryctes_splendens",-1.59825072304354,1,1,0,3,1
"2747","Chiroptera","Molossidae","Tadarida","aegyptiaca","Tadarida aegyptiaca","Tadarida aegyptiaca",20.5,0.393,75,49.99,3650,298.14,298.14,669.68,343.7,120,NA,1,1,356.06,3.765,91.085,NA,1477.107,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2100,0,2100,0,"Occurs on mainland",1,0,"Afrotropical, Indomalayan, Palearctic",2,"tadarida_aegyptiaca",-3.88733039283777,1,0,1,1,3
"2748","Chiroptera","Molossidae","Tadarida","brasiliensis","Tadarida brasiliensis","Tadarida brasiliensis",12.5,0.566,91,42.26,5475,400.26,336.63,547,484.255,83.995,NA,1.055,1,364.75,2.995,54.24,11.52,1821.513,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Nearctic, Neotropical",5,"tadarida_brasiliensis",-4.38202663467388,1,0,1,1,3
"2749","Chiroptera","Molossidae","Tadarida","fulminans","Tadarida fulminans","Tadarida fulminans",33.89,0.795,130,59,4537.933,NA,328.692,NA,402.433,104.29,NA,1,2,275.433,NA,71.836,NA,1750.183,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,0,2000,0,"Occurs on mainland",1,0,"Afrotropical",2,"tadarida_fulminans",-3.38463529336318,1,0,1,1,3
"2750","Chiroptera","Molossidae","Tadarida","teniotis","Tadarida teniotis","Tadarida teniotis",35,0.659,85.5,59.99,4745,365.25,365.25,NA,410.75,45.5,NA,1,1.709,279.669,NA,69.389,NA,1738.265,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3100,0,3100,0,"Occurs on mainland",1,0,"Indomalayan, Palearctic",6,"tadarida_teniotis",-3.35240721749272,1,0,1,1,3
"2751","Rodentia","Muridae","Taeromys","celebensis","Taeromys celebensis","Taeromys celebensis",323,3.528,249,NA,655.441,NA,146.449,NA,188.624,35.581,NA,2.473,2.902,68.133,NA,31.046,NA,696.939,0.586,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,40,0,0,30,3,2,"S",1,0,0,1,0,1200,0,1200,NA,"Occurs only on isolated islands",NA,NA,"Australasian",1,"taeromys_celebensis",-1.13010295575948,0,0,0,0,0
"2752","Eulipotyphla","Talpidae","Talpa","altaica","Talpa altaica","Talpa altaica",113.69,48.503,169.5,NA,6602.839,NA,713.16,NA,815.47,288.95,NA,4.47,0.82,387.641,3.5,31.349,NA,2554.528,2.24,NA,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Palearctic",1,"talpa_altaica",-2.17427983284112,1,0,1,1,3
"2753","Eulipotyphla","Talpidae","Talpa","caeca","Talpa caeca","Talpa caeca",71.08,1.365,130,NA,1364.244,NA,325.66,NA,366.8,35.93,NA,3.76,1.03,274.42,NA,32.64,NA,724.518,1.779,4999.99,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",2,0,0,1,0,2000,0,2000,0,"Occurs on mainland",1,0,"Palearctic",3,"talpa_caeca",-2.64394927569569,1,0,1,1,3
"2754","Eulipotyphla","Talpidae","Talpa","caucasica","Talpa caucasica","Talpa caucasica",90.015,1.44,140,NA,2555,326.159,326.159,NA,357.495,31.336,NA,3.99,1.075,280.018,3.31,35.267,47.845,897.821,1.998,NA,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",2,0,0,1,0,2800,0,2800,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"talpa_caucasica",-2.40777895587255,1,0,1,1,3
"2755","Eulipotyphla","Talpidae","Talpa","davidiana","Talpa davidiana","Talpa davidiana",81.98,1.425,140,NA,1481.452,NA,323.144,NA,362.572,37.638,NA,3.49,1,274.171,NA,33.508,NA,761.32,1.908,NA,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Palearctic",2,"talpa_davidiana",-2.50127996390595,1,0,1,1,3
"2756","Eulipotyphla","Talpidae","Talpa","europaea","Talpa europaea","Talpa europaea",110.415,1.308,154.995,NA,2555,335.48,326.159,182,365,31.336,8,3.99,1.075,280.639,3.31,35.267,47.845,1000.1,2.208,350,0,1,0.002,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",2,0,0,1,0,2400,0,2400,0,"Occurs on mainland",1,1,"Palearctic",4,"talpa_europaea",-2.20350928480336,1,0,1,1,3
"2757","Eulipotyphla","Talpidae","Talpa","levantis","Talpa levantis","Talpa levantis",71.08,1.372,130,NA,1382.684,NA,326.434,NA,367.796,35.476,NA,3.773,1.061,270.681,NA,32.878,NA,732.994,1.779,NA,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",2,0,0,1,0,2400,0,2400,NA,"Occurs on mainland",NA,NA,"Palearctic",3,"talpa_levantis",-2.64394927569569,1,0,1,1,3
"2758","Eulipotyphla","Talpidae","Talpa","occidentalis","Talpa occidentalis","Talpa occidentalis",87.53,1.39,140,NA,2555,371.03,335.48,NA,366.816,31.336,NA,3.99,1.075,282.466,3.31,35.267,47.845,911.377,1.97,NA,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",2,0,0,1,0,2300,0,2300,0,"Occurs on mainland",1,0,"Palearctic",4,"talpa_occidentalis",-2.43577368723779,1,0,1,1,3
"2759","Eulipotyphla","Talpidae","Talpa","romana","Talpa romana","Talpa romana",92.5,1.429,155.225,NA,2555,326.159,326.159,NA,357.495,31.336,NA,3.99,1.075,278.899,3.31,35.267,47.845,937.667,2.025,1157.05,0,1,0.003,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",2,0,0,1,0,2000,0,2000,0,"Occurs on mainland",1,0,"Palearctic",2,"talpa_romana",-2.38054663446376,1,0,1,1,3
"2760","Eulipotyphla","Talpidae","Talpa","stankovici","Talpa stankovici","Talpa stankovici",90.015,1.46,155.225,NA,2555,326.159,326.159,NA,357.495,31.336,NA,3.99,1.075,280.836,3.31,35.267,47.845,897.563,1.998,4999.99,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",2,0,0,1,0,2300,0,2300,0,"Occurs on mainland",0,0,"Palearctic",2,"talpa_stankovici",-2.40777895587255,1,0,1,1,3
"2761","Pilosa","Myrmecophagidae","Tamandua","mexicana","Tamandua mexicana","Tamandua mexicana",4194.255,32.108,719.665,NA,7135.75,365.116,365.116,NA,524.554,159.438,NA,1,1.175,345.08,NA,101.389,NA,2115.681,13.122,5,0,2,0.22,1,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"S",2,0,0,1,0,2000,0,2000,0,"Occurs on mainland",1,0,"Neotropical",2,"tamandua_mexicana",1.43371573177591,1,0,1,1,3
"2762","Pilosa","Myrmecophagidae","Tamandua","tetradactyla","Tamandua tetradactyla","Tamandua tetradactyla",4500,26.667,719.665,NA,7135.75,365.116,365.116,NA,525,160,NA,1,1.35,301.768,NA,101.4,NA,1854.65,13.583,0.307,0,2,2.72,1,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"S",2,0,0,1,0,2000,0,2000,0,"Occurs on mainland",1,0,"Neotropical",3,"tamandua_tetradactyla",1.50407739677627,1,0,1,1,3
"2763","Rodentia","Sciuridae","Tamias","striatus","Tamias striatus","Tamias striatus",92.6,2.17,166.235,NA,3467.5,198.795,169.59,228,218,31.25,NA,4.22,1.53,151.369,3.4,36,45.025,1160.355,0.286,565,1,2,NA,NA,20,0,80,20,0,0,0,0,0,20,0,30,30,4,2,"G",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,1,"Nearctic",3,"tamias_striatus",-2.37946613733,0,0,0,0,0
"2764","Rodentia","Sciuridae","Tamiasciurus","douglasii","Tamiasciurus douglasii","Tamiasciurus douglasii",229.8,3.743,230,NA,2004.458,140.3,131.022,NA,169.847,38.825,8,5.425,2,103.291,5,56,NA,1036.627,0.472,117.5,0,2,0.004,1,0,30,70,0,20,0,0,10,0,20,10,20,20,4,1,"Ar",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,1,"Nearctic",1,"tamiasciurus_douglasii",-1.47054591356748,0,0,0,0,0
"2765","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","Tamiasciurus hudsonicus","Tamiasciurus hudsonicus",210.8,4.356,190,NA,4380,357.81,342.05,NA,393.435,37,8,4.2,1.725,139.729,7,63,83.8,1453.766,0.45,233.143,0,2,0.008,NA,0,30,70,0,20,0,0,10,0,20,10,20,20,4,1,"Ar",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,1,"Nearctic",1,"tamiasciurus_hudsonicus",-1.55684546231493,0,0,0,0,0
"2766","Rodentia","Sciuridae","Tamiops","maritimus","Tamiops maritimus","Tamiops maritimus",66.77,2.328,146.155,NA,2951.211,NA,285.212,NA,327.521,42.322,NA,3.125,2,124.551,NA,50.723,NA,1238.673,0.239,NA,0,2,NA,NA,20,0,80,20,0,0,0,0,0,40,0,40,0,3,2,"Ar",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Indomalayan, Palearctic",1,"tamiops_maritimus",-2.70650140111236,0,0,0,0,0
"2767","Rodentia","Sciuridae","Tamiops","rodolphii","Tamiops rodolphii","Tamiops rodolphii",56,2.316,160,NA,2888.763,NA,320.46,NA,358.924,41.662,NA,2.877,1.751,138.293,NA,50.837,NA,1239.908,0.217,NA,0,2,NA,NA,20,0,80,20,0,0,0,0,0,40,0,40,0,3,2,"Ar",3,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Indomalayan",3,"tamiops_rodolphii",-2.88240358824699,0,0,0,0,0
"2768","Rodentia","Sciuridae","Tamiops","swinhoei","Tamiops swinhoei","Tamiops swinhoei",60,2.311,160,NA,2984.987,NA,289.797,NA,330.031,41.604,NA,3.325,2,130.236,NA,50.637,NA,1230.565,0.226,NA,0,2,NA,NA,20,0,80,20,0,0,0,0,0,40,0,40,0,3,2,"Ar",3,0,0,1,0,3900,1000,2900,NA,"Occurs on mainland",NA,NA,"Indomalayan, Palearctic",3,"tamiops_swinhoei",-2.81341071676004,0,0,0,0,0
"2769","Chiroptera","Emballonuridae","Taphozous","australis","Taphozous australis","Taphozous australis",24.215,0.503,79.24,NA,3206.405,478.368,347.935,608.8,445.935,98,NA,1,1,353.05,8.91,47.005,NA,1390.139,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,300,0,300,NA,"Occurs on mainland",NA,NA,"Australasian",3,"taphozous_australis",-3.72078300312694,1,0,1,1,3
"2770","Chiroptera","Emballonuridae","Taphozous","georgianus","Taphozous georgianus","Taphozous georgianus",24.43,0.469,79.24,69.18,1825,278.27,278.27,608.8,365,99.055,NA,1,1,344.473,6.565,42,15.3,788.4,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",0,0,"Australasian",3,"taphozous_georgianus",-3.71194339371249,1,0,1,1,3
"2771","Chiroptera","Emballonuridae","Taphozous","hilli","Taphozous hilli","Taphozous hilli",21.99,0.501,78.188,67.5,5474.06,NA,373.17,NA,473.889,103.567,NA,1,1.105,350.749,NA,61.436,NA,1889.704,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",0,0,"Australasian",6,"taphozous_hilli",-3.81716747441547,1,0,1,1,3
"2772","Chiroptera","Emballonuridae","Taphozous","longimanus","Taphozous longimanus","Taphozous longimanus",25.11,0.47,81.308,58.49,2894.502,169.16,169.16,NA,425.83,107.22,NA,0.99,2,248.124,5.52,22.13,12,1227.488,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,1200,0,1200,1,"Occurs on mainland",1,0,"Indomalayan",4,"taphozous_longimanus",-3.68448910581264,1,0,1,1,3
"2773","Chiroptera","Emballonuridae","Taphozous","mauritianus","Taphozous mauritianus","Taphozous mauritianus",27.97,0.55,87.495,61.74,4963.198,NA,339.359,NA,409.468,51.885,NA,1,1.5,276.335,NA,54.318,NA,1682.602,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,900,0,900,0,"Occurs on mainland",1,0,"Afrotropical",5,"taphozous_mauritianus",-3.57662277176827,1,0,1,1,3
"2774","Chiroptera","Emballonuridae","Taphozous","melanopogon","Taphozous melanopogon","Taphozous melanopogon",25.99,0.536,75.396,63.72,7300,374.39,152.2,136.98,730,121.76,NA,1,1,329.333,5.8,60.88,20,2008.504,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,800,0,800,0,"Occurs on mainland",1,0,"Indomalayan",3,"taphozous_melanopogon",-3.65004343032874,1,0,1,1,3
"2775","Chiroptera","Emballonuridae","Taphozous","nudiventris","Taphozous nudiventris","Taphozous nudiventris",32.49,0.678,85.99,76.15,5080.363,421.91,347.935,608.8,371.08,99.055,NA,1,1,357.208,8.91,47.005,NA,1722.414,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",2,0,0,0,1,NA,0,NA,0,"Occurs on mainland",0,0,"Afrotropical, Palearctic",8,"taphozous_nudiventris",-3.42682292930113,1,0,1,1,3
