"","Binomial.1.2","log_mass_kg","diet"
"1403","leggadina_forresti",-3.91202300542815,0
"1404","leggadina_lakedownensis",-4.04555439805267,0
"1405","lemmus_lemmus",-3.04702556794154,0
"1406","lemmus_sibiricus",-2.95075890791126,0
"1407","lemmus_trimucronatus",-2.51949809455762,0
"1408","lemniscomys_barbarus",-3.01593498087151,1
"1409","lemniscomys_bellieri",-3.32423634052603,1
"1410","lemniscomys_macculus",-3.49660756646681,1
"1411","lemniscomys_rosalia",-2.91507437053654,1
"1412","lemniscomys_striatus",-3.17965511171492,1
"1413","lemniscomys_zebra",-3.3214624136433,1
"1414","lemur_catta",1.06471073699243,0
"1415","lenoxus_apicalis",-2.92620621090538,1
"1416","leontopithecus_chrysomelas",-0.356674943938732,1
"1417","leontopithecus_rosalia",-0.624554389094334,1
"1418","leopardus_colocolo",1.36991088186937,2
"1419","leopardus_geoffroyi",1.27815220250019,2
"1420","leopardus_guigna",0.802001585472027,2
"1421","leopardus_jacobita",1.50407739677627,2
"1422","leopardus_pardalis",2.47654680344352,1
"1423","leopardus_tigrinus",0.810930216216329,2
"1424","leopardus_wiedii",1.17865499634165,2
"1425","leopoldamys_edwardsi",-1.20397280432594,1
"1426","leopoldamys_milleti",-0.889648800927734,1
"1427","leopoldamys_neilli",-1.51868354916564,1
"1428","leopoldamys_sabanus",-1.08382220319547,1
"1429","lepilemur_aeeclis",-0.142139767161123,0
"1430","lepilemur_ankaranensis",-0.287682072451781,0
"1431","lepilemur_dorsalis",-0.156653810045377,0
"1432","lepilemur_edwardsi",-0.130678323642116,0
"1433","lepilemur_hubbardorum",-0.0100503358535015,0
"1434","lepilemur_leucopus",-0.644357016390513,0
"1435","lepilemur_microdon",-0.105360515657826,0
"1436","lepilemur_mittermeieri",-0.195649987005287,0
"1437","lepilemur_mustelinus",0,0
"1438","lepilemur_otto",-0.0640053299759124,0
"1439","lepilemur_petteri",-0.462035459596559,0
"1440","lepilemur_randrianasoloi",-0.2484613592985,0
"1441","lepilemur_ruficaudatus",-0.287682072451781,0
"1442","lepilemur_sahamalazensis",-0.23635544528644,1
"1443","lepilemur_seali",-0.0512932943875506,0
"1444","lepilemur_septentrionalis",-0.287682072451781,0
"1445","leporillus_conditor",-1.04982212449868,0
"1446","leptailurus_serval",2.484906649788,2
"1447","leptomys_elegans",-2.46745973618428,2
"1448","leptonychotes_weddellii",5.99146454710798,2
"1449","leptonycteris_curasoae",-3.75501925661848,1
"1450","leptonycteris_nivalis",-3.66516292749662,1
"1451","leptonycteris_yerbabuenae",-3.91202300542815,1
"1452","lepus_alleni",1.3042705256413,0
"1453","lepus_americanus",0.536493370514568,0
"1454","lepus_arcticus",1.48274025938814,1
"1455","lepus_brachyurus",0.854415328156068,0
"1456","lepus_californicus",0.884800064782784,0
"1457","lepus_callotis",0.916290731874155,0
"1458","lepus_capensis",1.18224853185178,0
"1459","lepus_castroviejoi",1.01160091167848,0
"1460","lepus_comus",0.378436435720245,0
"1461","lepus_coreanus",0.53062825106217,0
"1462","lepus_corsicanus",1.09861228866811,0
"1463","lepus_europaeus",1.31908561142644,0
"1464","lepus_flavigularis",1.09861228866811,0
"1465","lepus_granatensis",1.38879124131848,0
"1466","lepus_hainanus",0.693147180559945,0
"1467","lepus_insularis",0.973955684068554,0
"1468","lepus_mandshuricus",0.587786664902119,0
"1469","lepus_oiostolus",1.09861228866811,0
"1470","lepus_othus",1.56986513731428,0
"1471","lepus_peguensis",0.744315467134345,0
"1472","lepus_saxatilis",0.860058947404103,0
"1473","lepus_sinensis",0.412109650826833,0
"1474","lepus_timidus",1.1144856378244,0
"1475","lepus_tolai",0.463104887554579,0
"1476","lepus_townsendii",0.441475545631197,0
"1477","lepus_yarkandensis",0.405465108108164,0
"1478","lestodelphys_halli",-2.57702193869581,2
"1479","lestoros_inca",-3.85848223850012,1
"1480","liberiictis_kuhni",0.765467842139571,2
"1481","lichonycteris_obscura",-5.18498868124103,0
"1482","limnogale_mergulus",-2.54338357954698,2
"1483","limnomys_bryophilus",-2.74731091505551,1
"1484","limnomys_sibuanus",-2.81341071676004,1
"1485","lionycteris_spurrelli",-4.77952357313287,0
"1486","lipotes_vexillifer",4.42484663185681,2
"1487","lissodelphis_borealis",4.72738781871234,2
"1488","lissodelphis_peronii",4.75359019110636,2
"1489","litocranius_walleri",3.63757826495838,0
"1490","lobodon_carcinophaga",5.45211083972745,2
"1491","lonchophylla_chocoana",-3.86323284125871,1
"1492","lonchophylla_concava",-4.90627527877201,1
"1493","lonchophylla_dekeyseri",-4.49184150068109,1
"1494","lonchophylla_handleyi",-3.98998454689786,1
"1495","lonchophylla_hesperia",-4.62537289330561,1
"1496","lonchophylla_mordax",-4.71053070164592,1
"1497","lonchophylla_robusta",-4.06284589516273,1
"1498","lonchorhina_aurita",-4.15409456662788,2
"1499","lonchorhina_inusitata",-3.98459369826298,2
"1500","lonchorhina_orinocensis",-4.73300355749798,2
"1501","lonchothrix_emiliae",-1.97905336764857,1
"1502","lontra_canadensis",2.09030729499014,2
"1503","lontra_felina",3.42100000895834,2
"1504","lontra_longicaudis",1.88022811721566,2
"1505","lontra_provocax",2.01490302054226,2
"1506","lophiomys_imhausi",-0.281037529733112,0
"1507","lophocebus_aterrimus",1.94373635951446,0
"1508","lophostoma_brasiliense",-4.66704558970618,1
"1509","lophostoma_carrikeri",-3.86800612001137,1
"1510","lophostoma_evotis",-3.92207334128165,1
"1511","lophostoma_occidentalis",-3.8824642031866,1
"1512","lophostoma_schulzi",-4.00633368489939,1
"1513","lophostoma_silvicolum",-3.51660823317348,1
"1514","lophuromys_flavopunctatus",-2.81341071676004,1
"1515","lophuromys_sikapusi",-2.6023397466801,1
"1516","lorentzimys_nouhuysi",-4.25451331437492,1
"1517","loris_lydekkerianus",-1.44816976483798,2
"1518","loris_tardigradus",-1.47972630591244,1
"1519","loxodonta_africana",8.38935981990635,0
"1520","lundomys_molitor",-1.43338596865374,0
"1521","lutra_lutra",2.17305710461355,2
"1522","lutra_sumatrana",1.70474809223843,2
"1523","lutreolina_crassicaudata",-0.621198681247361,1
"1524","lutrogale_perspicillata",2.24953235695956,2
"1525","lycalopex_culpaeus",2.28568305491869,1
"1526","lycalopex_fulvipes",1.04292338280752,1
"1527","lycalopex_griseus",2.11384296839717,1
"1528","lycalopex_gymnocercus",1.54543258245819,1
"1529","lycalopex_sechurae",1.38629436111989,1
"1530","lycalopex_vetulus",1.67709656090792,1
"1531","lycaon_pictus",3.09331713702996,2
"1532","lyncodon_patagonicus",-1.49165487677772,2
"1533","lynx_canadensis",2.23785455342211,2
"1534","lynx_lynx",2.88759011493429,2
"1535","lynx_pardinus",2.24070968927596,2
"1536","lynx_rufus",2.18651184481763,2
"1537","macaca_arctoides",1.6094379124341,1
"1538","macaca_assamensis",2.484906649788,1
"1539","macaca_cyclopis",1.79175946922805,1
"1540","macaca_fascicularis",1.38416710010372,1
"1541","macaca_fuscata",2.34180580614733,1
"1542","macaca_hecki",2.19722457733622,0
"1543","macaca_leonina",1.87180217690159,1
"1544","macaca_maura",1.98787434815435,1
"1545","macaca_mulatta",1.31184017519494,1
"1546","macaca_nemestrina",1.83999392346376,1
"1547","macaca_nigra",1.85629799036563,1
"1548","macaca_nigrescens",2.2512917986065,1
"1549","macaca_ochreata",0.955511445027436,1
"1550","macaca_pagensis",1.83736998048011,0
"1551","macaca_radiata",1.30562645805244,1
"1552","macaca_siberu",1.50999319720558,0
"1553","macaca_silenus",1.55814461804655,1
"1554","macaca_sinica",1.27815220250019,1
"1555","macaca_sylvanus",2.50143595173921,1
"1556","macaca_thibetana",2.484906649788,1
"1557","macaca_tonkeana",2.19722457733622,1
"1558","macroderma_gigas",-2.06830379726938,2
"1559","macrogalidia_musschenbroekii",1.38629436111989,1
"1560","macroglossus_minimus",-4.11047394415198,0
"1561","macroglossus_sobrinus",-3.81217767045843,0
"1562","macrophyllum_macrophyllum",-4.81589121730374,2
"1563","macropus_agilis",2.70805020110221,0
"1564","macropus_antilopinus",3.30505352110925,0
"1565","macropus_dorsalis",2.42036812865043,0
"1566","macropus_eugenii",1.87180217690159,0
"1567","macropus_fuliginosus",3.09104245335832,0
"1568","macropus_giganteus",3.25327725158553,0
"1569","macropus_irma",2.07944154167984,0
"1570","macropus_parma",1.50407739677627,0
"1571","macropus_parryi",2.60268968544438,0
"1572","macropus_robustus",3.05694495772198,0
"1573","macropus_rufogriseus",2.82435065679837,0
"1574","macropus_rufus",3.83406146395843,0
"1575","macroscelides_flavicaudatus",-3.20892549401503,1
"1576","macroscelides_micus",-3.61191841297781,1
"1577","macroscelides_proboscideus",-3.26491976336961,1
"1578","macrotis_lagotis",0.300104592450338,1
"1579","macrotus_californicus",-4.45675018086982,1
"1580","macrotus_waterhousii",-4.35831010805657,1
"1581","macruromys_major",-1.04982212449868,0
"1582","madoqua_guentheri",2.01490302054226,0
"1583","madoqua_kirkii",1.66772568830461,0
"1584","madoqua_saltiana",1.17865499634165,0
"1585","makalata_didelphoides",-0.916290731874155,0
"1586","makalata_macrura",-0.823255865906966,0
"1587","malacomys_edwardsi",-2.7333680090865,1
"1588","malacomys_longipes",-2.34758245892478,1
"1589","mallomys_rothschildi",0.146262506978252,0
"1590","mammelomys_lanosus",-2.14387340183922,0
"1591","mandrillus_leucophaeus",2.70805020110221,1
"1592","mandrillus_sphinx",2.90415960056143,1
"1593","manis_javanica",1.63899671467564,2
"1594","manis_pentadactyla",1.54222916274065,2
"1595","margaretamys_elegans",-2.1119647333854,1
"1596","marmosa_lepida",-4.26869794936688,1
"1597","marmosa_mexicana",-3.00578260940749,1
"1598","marmosa_murina",-3.64965874096066,1
"1599","marmosa_robinsoni",-2.86998106824843,1
"1600","marmosa_rubra",-2.7646205525906,1
"1601","marmosa_tyleriana",-3.42959685618385,1
"1602","marmosa_xerophila",-3.07477548089444,1
"1603","marmosops_impavidus",-3.32423634052603,1
"1604","marmosops_incanus",-2.77579385318873,1
"1605","marmosops_noctivagus",-3.10109278921182,1
"1606","marmosops_pakaraimae",-3.54045944899566,1
"1607","marmosops_parvidens",-4.19970507787993,1
"1608","marmosops_paulensis",-3.2188758248682,1
"1609","marmosops_pinheiroi",-3.64965874096066,1
"1610","marmota_baibacina",2.01490302054226,0
"1611","marmota_bobak",1.70474809223843,0
"1612","marmota_broweri",1.22524493960148,0
"1613","marmota_caligata",1.97823903617067,0
"1614","marmota_camtschatica",1.25276296849537,0
"1615","marmota_caudata",1.47017584510059,0
"1616","marmota_flaviventris",1.20896034583698,0
"1617","marmota_himalayana",1.6094379124341,0
"1618","marmota_marmota",0.698134722070984,0
"1619","marmota_menzbieri",1.17865499634165,0
"1620","marmota_monax",1.33544833511398,0
"1621","marmota_olympus",1.84054963339749,0
"1622","marmota_sibirica",2.07944154167984,0
"1623","marmota_vancouverensis",1.84054963339749,0
"1624","martes_americana",0.22314355131421,1
"1625","martes_flavigula",0.611123345081355,1
"1626","martes_foina",0.432301762061724,1
"1627","martes_martes",0.262364264467491,1
"1628","martes_melampus",0,1
"1629","martes_zibellina",0.122217632724249,1
"1630","massoutiera_mzabi",-1.63989711991881,0
"1631","mastacomys_fuscus",-2.10373423424888,1
"1632","mastomys_awashensis",-3.07911388249304,1
"1633","mastomys_coucha",-3.47376807449699,1
"1634","mastomys_erythroleucus",-3.06830296638883,1
"1635","mastomys_huberti",-2.89498237045385,1
"1636","mastomys_kollmannspergeri",-2.3570412787901,1
"1637","mastomys_natalensis",-3.31318650433944,1
"1638","mastomys_pernanus",-3.9633162998157,1
"1639","maxomys_bartelsii",-2.28278246569787,1
"1640","maxomys_dollmani",-2.12026353620009,1
"1641","maxomys_hellwaldii",-1.59454929994035,1
"1642","maxomys_hylomyoides",-2.871746293773,1
"1643","maxomys_moi",-1.9173226922034,1
"1644","maxomys_musschenbroekii",-2.46745973618428,1
"1645","maxomys_ochraceiventer",-2.33304430047875,1
"1646","maxomys_pagensis",-1.62964061975162,1
"1647","maxomys_panglima",-1.66600826392249,1
"1648","maxomys_rajah",-1.89512198222321,1
"1649","maxomys_surifer",-1.8944568674664,1
"1650","maxomys_tajuddinii",-2.21183072972558,1
"1651","maxomys_whiteheadi",-2.88240358824699,1
"1652","mazama_americana",3.12674737797909,0
"1653","mazama_nemorivaga",2.70805020110221,0
"1654","mazama_pandora",3.04452243772342,0
"1655","mazama_rufina",3.2580888456842,0
"1656","mazama_temama",3.2188758248682,0
"1657","megaderma_lyra",-3.09004295302523,2
"1658","megaderma_spasma",-3.67300610495765,2
"1659","megadontomys_cryophilus",-3.44201937618241,0
"1660","megadontomys_nelsoni",-2.52447942490782,0
"1661","megadontomys_thomasi",-2.1982250776698,0
"1662","megaerops_ecaudatus",-3.70095203534821,0
"1663","megaerops_kusnotoi",-3.90703546391711,1
"1664","megaerops_wetmorei",-3.98998454689786,1
"1665","megaladapis_edwardsi",4.44265125649032,0
"1666","megaloglossus_azagnyi",-3.61562899237434,0
"1667","megaloglossus_woermanni",-4.15409456662788,0
"1668","megaptera_novaeangliae",10.3089526606443,2
"1669","megasorex_gigas",-3.91202300542815,1
"1670","melanomys_caliginosus",-3.19418321227783,1
"1671","melasmothrix_naso",-3.04702556794154,1
"1672","meles_anakuma",2.4423470353692,1
"1673","meles_leucurus",1.83258146374831,1
"1674","meles_meles",2.56494935746154,1
"1675","mellivora_capensis",2.14006616349627,1
"1676","melogale_moschata",-0.216540400180638,1
"1677","melogale_personata",0.53209775904153,1
"1678","melomys_cervinipes",-2.55104645229255,0
"1679","melomys_rufescens",-2.81174543744098,0
"1680","melonycteris_fardoulisi",-3.02825546525955,0
"1681","melonycteris_melanops",-3.01593498087151,0
"1682","melursus_ursinus",4.53399636653357,1
"1683","menetes_berdmorei",-1.66073120682165,0
"1684","mephitis_mephitis",0.734768855250765,1
"1685","meriones_chengi",-2.39360449138121,1
"1686","meriones_crassus",-2.52572864430826,1
"1687","meriones_libycus",-2.39360449138121,1
"1688","meriones_meridianus",-3.19418321227783,1
"1689","meriones_rex",-2.07704441708011,1
"1690","meriones_shawi",-2.4013010659332,1
"1691","meriones_tamariscinus",-2.12026353620009,1
"1692","meriones_tristrami",-2.25379492882461,1
"1693","meriones_unguiculatus",-2.93181894781034,1
"1694","mesechinus_dauuricus",-1.07294454191953,1
"1695","mesechinus_hughi",-1.61294405176339,1
"1696","mesembriomys_gouldii",-0.33337703171391,1
"1697","mesocapromys_angelcabrerai",-0.727738625329564,0
"1698","mesocapromys_auritus",-0.198450938723838,0
"1699","mesocricetus_auratus",-2.25379492882461,1
"1700","mesocricetus_brandti",-1.6194882482876,1
"1701","mesocricetus_newtoni",-2.32790290097834,1
"1702","mesocricetus_raddei",-1.34707364796661,1
"1703","mesomys_hispidus",-1.74296930505862,1
"1704","mesomys_occultus",-1.9193655938332,1
"1705","mesomys_stimulax",-1.97328134585145,1
"1706","mesophylla_macconnelli",-4.97623386737892,1
"1707","mesoplodon_bidens",8.13153071060425,2
"1708","mesoplodon_densirostris",7.74066440191724,2
"1709","mesoplodon_europaeus",8.63052187672324,2
"1710","mesoplodon_ginkgodens",7.3132203870903,2
"1711","mesoplodon_grayi",7.97246601597457,2
"1712","mesoplodon_peruvianus",6.42222615047332,2
"1713","mesoplodon_stejnegeri",8.47637119689598,2
"1714","metachirus_nudicaudatus",-0.980829253011726,1
"1715","microcebus_arnholdi",-3.10109278921182,1
"1716","microcebus_berthae",-3.49002859536877,0
"1717","microcebus_bongolavensis",-2.91877123241786,1
"1718","microcebus_danfossi",-2.7646205525906,1
"1719","microcebus_gerpi",-2.68824757380603,1
"1720","microcebus_griseorufus",-2.77258872223978,1
"1721","microcebus_jollyae",-2.79688141480883,1
"1722","microcebus_lehilahytsara",-3.06830296638883,1
"1723","microcebus_macarthurii",-2.93746336543002,1
"1724","microcebus_mamiratra",-2.79688141480883,1
"1725","microcebus_margotmarshae",-3.01593498087151,1
"1726","microcebus_marohita",-2.79034544382904,1
"1727","microcebus_mittermeieri",-3.12356564506388,1
"1728","microcebus_murinus",-2.81341071676004,1
"1729","microcebus_myoxinus",-3.04702556794154,1
"1730","microcebus_ravelobensis",-2.63108915996608,1
"1731","microcebus_rufus",-3.15825120305177,1
"1732","microcebus_sambiranensis",-3.12356564506388,1
"1733","microcebus_simmonsi",-2.7333680090865,1
"1734","microcebus_tavaratra",-2.79688141480883,1
"1735","microdipodops_megacephalus",-4.55638002181866,1
"1736","microdipodops_pallidus",-4.38202663467388,1
"1737","microgale_brevicaudata",-4.48295255326384,2
"1738","microgale_longicaudata",-4.91988093082779,2
"1739","microgale_majori",-5.14989736142976,2
"1740","microgale_principula",-4.58536755869191,2
"1741","microgale_pusilla",-5.68397984736002,2
"1742","microgale_talazaci",-3.03655426807425,2
"1743","micromys_minutus",-5.11599580975408,1
"1744","micronycteris_brosseti",-5.33913936106829,1
"1745","micronycteris_buriri",-4.96184512992682,1
"1746","micronycteris_giovanniae",-4.94766049493487,1
"1747","micronycteris_hirsuta",-4.42284862919414,1
"1748","micronycteris_matses",-4.53751153751428,2
"1749","micronycteris_megalotis",-5.09946650780287,1
"1750","micronycteris_microtis",-5.18498868124103,1
"1751","micronycteris_minuta",-5.03595310208055,1
"1752","micronycteris_schmidtorum",-4.89285225843987,2
"1753","microperoryctes_aplini",-2.53451715034133,1
"1754","microperoryctes_longicauda",-0.619896718820353,1
"1755","microperoryctes_papuensis",-1.84516024595517,1
"1756","micropotamogale_lamottei",-2.66499071164176,2
"1757","micropteropus_pusillus",-3.62684406319448,0
"1758","microryzomys_minutus",-4.30506559353775,0
"1759","microsciurus_alfari",-2.43611648561857,0
"1760","microsciurus_flaviventer",-2.3859667019331,0
"1761","microtus_abbreviatus",-2.78062089393705,0
"1762","microtus_agrestis",-3.15825120305177,0
"1763","microtus_anatolicus",-2.94694210938456,0
"1764","microtus_arvalis",-3.57555076880693,0
"1765","microtus_bavaricus",-3.72970144863419,0
"1766","microtus_cabrerae",-2.94694210938456,0
"1767","microtus_californicus",-2.85771097565662,0
"1768","microtus_canicaudus",-3.55785119170753,0
"1769","microtus_chrotorrhinus",-3.24419363285249,0
"1770","microtus_daghestanicus",-3.91202300542815,0
"1771","microtus_dogramacii",-3.57555076880693,0
"1772","microtus_duodecimcostatus",-3.77226106305299,0
"1773","microtus_felteni",-3.86323284125871,0
"1774","microtus_gerbei",-3.88733039283777,0
"1775","microtus_gregalis",-3.04702556794154,0
"1776","microtus_guatemalensis",-3.17008566069877,0
"1777","microtus_guentheri",-2.91877123241786,0
"1778","microtus_irani",-3.29413830936875,0
"1779","microtus_kikuchii",-3.83044301843572,0
"1780","microtus_levis",-3.29413830936875,0
"1781","microtus_liechtensteini",-3.75075485783202,0
"1782","microtus_limnophilus",-3.95806694392955,0
"1783","microtus_longicaudus",-3.06401111430729,0
"1784","microtus_lusitanicus",-4.07454193492592,0
"1785","microtus_majori",-3.70908216143146,0
"1786","microtus_maximowiczii",-3.17725415017738,0
"1787","microtus_mexicanus",-3.35240721749272,0
"1788","microtus_middendorffii",-2.871746293773,0
"1789","microtus_miurus",-3.19418321227783,0
"1790","microtus_mongolicus",-3.59356927430961,0
"1791","microtus_montanus",-3.31593753771133,0
"1792","microtus_montebelli",-3.22137895508632,0
"1793","microtus_multiplex",-3.76360300030987,0
"1794","microtus_oaxacensis",-3.23907853218572,0
"1795","microtus_ochrogaster",-3.27016911925575,0
"1796","microtus_oeconomus",-3.36969871460278,0
"1797","microtus_oregoni",-3.89222037813197,0
"1798","microtus_paradoxus",-3.65738078705457,0
"1799","microtus_pennsylvanicus",-3.30225743380725,0
"1800","microtus_pinetorum",-3.63818633979842,0
"1801","microtus_quasiater",-3.2188758248682,0
"1802","microtus_richardsoni",-2.46510402249182,0
"1803","microtus_sachalinensis",-2.9169210931297,0
"1804","microtus_savii",-3.91202300542815,0
"1805","microtus_schelkovnikovi",-3.64965874096066,0
"1806","microtus_socialis",-3.03655426807425,0
"1807","microtus_subterraneus",-3.93734081341244,0
"1808","microtus_tatricus",-3.2188758248682,0
"1809","microtus_thomasi",-3.63061054598996,0
"1810","microtus_townsendii",-2.73644967562391,0
"1811","microtus_transcaspicus",-3.24933503235291,0
"1812","microtus_umbrosus",-3.17008566069877,0
"1813","microtus_xanthognathus",-2.0730619347158,0
"1814","millardia_kathleenae",-2.37515578582888,0
"1815","millardia_meltada",-2.65926003693278,0
"1816","mimon_cozumelae",-4.39005880637115,1
"1817","mimon_crenulatum",-4.28308668681898,1
"1818","miniopterus_africanus",-4.91988093082779,2
"1819","miniopterus_australis",-5.08320598693109,2
"1820","miniopterus_fraterculus",-4.91988093082779,2
"1821","miniopterus_fuscus",-4.53751153751428,2
"1822","miniopterus_gleni",-4.26869794936688,2
"1823","miniopterus_griveaudi",-5.38169897548709,2
"1824","miniopterus_inflatus",-4.25451331437492,2
"1825","miniopterus_magnater",-4.26158048159801,2
"1826","miniopterus_majori",-4.8283137373023,2
"1827","miniopterus_manavi",-5.29831736654804,2
"1828","miniopterus_minor",-4.96184512992682,2
"1829","miniopterus_natalensis",-4.38202663467388,2
"1830","miniopterus_petersoni",-5.11599580975408,2
"1831","miniopterus_pusillus",-4.75599307572268,2
"1832","miniopterus_schreibersii",-4.50081017066385,2
"1833","miniopterus_sororculus",-4.8283137373023,2
"1834","miniopterus_tristis",-4.14774533894922,2
"1835","miopithecus_ogouensis",0.245531070191839,1
"1836","miopithecus_talapoin",0.404931632502021,1
"1837","mirimiri_acrodonta",-1.38429635845722,0
"1838","mirounga_angustirostris",6.62007320653036,2
"1839","mirounga_leonina",7.37775890822787,2
"1840","mirza_coquereli",-1.17765549600856,1
"1841","mirza_zaza",-1.23787435600162,2
"1842","mogera_imaizumii",-2.43611648561857,2
"1843","mogera_insularis",-2.77579385318873,2
"1844","mogera_robusta",-1.11169752821677,2
"1845","mogera_tokudae",-2.04407439784254,2
"1846","mogera_wogura",-2.19373068808196,2
"1847","molossops_mattogrossensis",-4.99083266680008,2
"1848","molossops_temminckii",-5.13280292807046,2
"1849","molossus_molossus",-4.29768548624013,2
"1850","molossus_rufus",-3.4514385980989,2
"1851","molossus_sinaloae",-3.7898053727039,2
"1852","monachus_monachus",5.67846466667191,2
"1853","monodelphis_adusta",-3.35240721749272,1
"1854","monodelphis_americana",-3.93734081341244,1
"1855","monodelphis_brevicaudata",-2.66499071164176,1
"1856","monodelphis_dimidiata",-2.84731226843572,1
"1857","monodelphis_domestica",-2.6394574096366,1
"1858","monodelphis_emiliae",-3.2188758248682,1
"1859","monodelphis_glirina",-2.72113544065087,1
"1860","monodelphis_handleyi",-2.89679232569909,1
"1861","monodelphis_iheringi",-2.18925640768704,1
"1862","monodelphis_kunsi",-4.48295255326384,1
"1863","monodelphis_osgoodi",-2.18925640768704,1
"1864","monodelphis_palliolata",-2.71961683747368,1
"1865","monodelphis_peruviana",-3.61191841297781,1
"1866","monodelphis_reigi",-3.9633162998157,1
"1867","monodelphis_scalops",-0.29975465368605,1
"1868","monodon_monoceros",6.80239476332431,2
"1869","monophyllus_plethodon",-4.21312809821207,1
"1870","monophyllus_redmani",-4.7444322533216,1
"1871","monticolomys_koopmani",-3.68887945411394,1
"1872","mops_condylurus",-3.56136613381498,2
"1873","mops_leucostigma",-4.04555439805267,2
"1874","mops_midas",-3.09665819214395,2
"1875","mormoops_blainvillei",-4.75599307572268,2
"1876","mormoops_megalophylla",-4.14774533894922,2
"1877","mormopterus_beccarii",-4.20639406603072,2
"1878","mormopterus_loriae",-4.72170400224404,2
"1879","mormopterus_norfolkensis",-4.8283137373023,2
"1880","mormopterus_planiceps",-4.73300355749798,2
"1881","moschiola_meminna",0.894045122926835,0
"1882","moschus_anhuiensis",2.12823170584927,0
"1883","moschus_berezovskii",2.19722457733622,0
"1884","moschus_chrysogaster",2.67414864942653,0
"1885","moschus_fuscus",2.52572864430826,0
"1886","moschus_leucogaster",2.7408400239252,0
"1887","moschus_moschiferus",2.56494935746154,0
"1888","mungos_mungo",0.654925967739748,2
"1889","mungotictis_decemlineata",-0.430782916092454,2
"1890","muntiacus_crinifrons",3.58742795495283,0
"1891","muntiacus_feae",3.09104245335832,0
"1892","muntiacus_gongshanensis",2.99105635848239,0
"1893","muntiacus_muntjak",2.76794043567527,0
"1894","muntiacus_putaoensis",2.484906649788,0
"1895","muntiacus_reevesi",2.60268968544438,0
"1896","muntiacus_rooseveltorum",2.70805020110221,0
"1897","muntiacus_truongsonensis",2.70805020110221,0
"1898","muntiacus_vuquangensis",3.52636052461616,0
"1899","murexia_longicaudata",-1.0912395343387,2
"1900","murexia_naso",-3.02825546525955,2
"1901","murina_aenea",-4.90627527877201,2
"1902","murina_aurata",-4.91988093082779,2
"1903","murina_cyclotis",-4.67774087882293,2
"1904","murina_florium",-5.44914025628262,2
"1905","murina_hilgendorfi",-4.81589121730374,2
"1906","murina_huttoni",-4.87960703168985,2
"1907","murina_leucogaster",-4.87960703168985,2
"1908","murina_puta",-4.79149976417958,2
"1909","murina_rozendaali",-5.38169897548709,2
"1910","murina_suilla",-5.62682143352007,2
"1911","murina_tubinaris",-5.20300718674371,2
"1912","murina_ussuriensis",-5.24004845842406,2
"1913","mus_baoulei",-4.85363154528659,1
"1914","mus_booduga",-4.45675018086982,1
"1915","mus_bufo",-4.56594947283481,1
"1916","mus_caroli",-4.48295255326384,1
"1917","mus_cervicolor",-4.03419063940235,1
"1918","mus_cookii",-3.88733039283777,1
"1919","mus_crociduroides",-3.55085815621656,1
"1920","mus_famulus",-3.77661836842194,1
"1921","mus_fragilicauda",-4.42284862919414,1
"1922","mus_haussa",-5.47267075369281,1
"1923","mus_indutus",-5.08320598693109,1
"1924","mus_macedonicus",-4.19970507787993,1
"1925","mus_mahomet",-4.60517018598809,1
"1926","mus_mattheyi",-5.40367788220586,1
"1927","mus_minutoides",-4.99083266680008,1
"1928","mus_musculoides",-5.18498868124103,1
"1929","mus_musculus",-4.12893600699172,1
"1930","mus_neavei",-5.22135632541191,1
"1931","mus_pahari",-3.66126428708096,1
"1932","mus_platythrix",-3.68091128446476,1
"1933","mus_saxicola",-3.84436435695433,1
"1934","mus_setulosus",-4.50081017066385,1
"1935","mus_sorella",-4.29035944614806,1
"1936","mus_spicilegus",-4.26869794936688,1
"1937","mus_spretus",-4.35831010805657,1
"1938","mus_tenellus",-4.50986000618377,1
"1939","mus_terricolor",-4.71053070164592,1
"1940","mus_triton",-4.41454982637944,1
"1941","muscardinus_avellanarius",-3.59356927430961,1
"1942","musonycteris_harrisoni",-4.43965574751052,1
"1943","mustela_africana",-0.621757184473272,1
"1944","mustela_altaica",-1.76609172247948,2
"1945","mustela_erminea",-2.12527607802364,2
"1946","mustela_felipei",-1.55447635436013,1
"1947","mustela_frenata",-1.9173226922034,2
"1948","mustela_itatsi",-0.570929547835696,1
"1949","mustela_kathiah",-1.56973654558255,2
"1950","mustela_lutreola",-0.82098055206983,2
"1951","mustela_nigripes",-0.162518929497775,2
"1952","mustela_nivalis",-1.98413136187551,2
"1953","mustela_nudipes",-0.693147180559945,2
"1954","mustela_putorius",-0.0883941507625954,2
"1955","mustela_sibirica",-0.903868211875598,2
"1956","mustela_strigidorsa",0.405465108108164,2
"1957","mylomys_dybowskii",-2.16805420003644,0
"1958","myocastor_coypus",1.93694147907255,0
"1959","myodes_andersoni",-3.66907682681776,1
"1960","myodes_californicus",-4.00085421913476,1
"1961","myodes_centralis",-3.44201937618241,1
"1962","myodes_gapperi",-3.9633162998157,1
"1963","myodes_glareolus",-3.85375409730417,1
"1964","myodes_regulus",-3.25450300251135,0
"1965","myodes_rex",-2.89137225822975,1
"1966","myodes_rufocanus",-3.29683736633791,1
"1967","myodes_rutilus",-3.56843330103807,1
"1968","myodes_smithii",-3.35240721749272,1
