"","Binomial.1.2","log_mass_kg","diet"
"846","dipodomys_heermanni",-2.63108915996608,1
"847","dipodomys_ingens",-2.01066202628501,1
"848","dipodomys_merriami",-3.17008566069877,1
"849","dipodomys_microps",-2.90772139623128,1
"850","dipodomys_nelsoni",-2.4236234213711,1
"851","dipodomys_nitratoides",-3.12584095890101,1
"852","dipodomys_ordii",-2.80676617404137,1
"853","dipodomys_panamintinus",-2.59427518684337,1
"854","dipodomys_phillipsii",-3.19418321227783,1
"855","dipodomys_simulans",-2.85597033117883,1
"856","dipodomys_spectabilis",-1.99583595782504,1
"857","dipodomys_stephensi",-2.66212126921381,1
"858","dipodomys_venustus",-2.63108915996608,1
"859","dipus_sagitta",-2.4569024533784,0
"860","distoechurus_pennatus",-3.12129549652934,1
"861","dobsonia_inermis",-1.9004588861514,0
"862","dobsonia_minor",-2.54848563143087,0
"863","dobsonia_moluccensis",-0.963906585815818,0
"864","dobsonia_pannietensis",-1.31788832845583,0
"865","dobsonia_praedatrix",-1.66759682660763,0
"866","dobsonia_viridis",-1.43548460531066,0
"867","dolichotis_patagonum",2.07944154167984,0
"868","dolichotis_salinicola",0.470003629245736,0
"869","dorcatragus_megalotis",2.32726794943927,0
"870","dorcopsis_hageni",1.70474809223843,0
"871","dorcopsulus_vanheurni",0.579866494100979,0
"872","dremomys_gularis",-1.3723914559509,1
"873","dremomys_lokriah",-1.48280526150073,1
"874","dremomys_pernyi",-1.61646252737106,1
"875","dremomys_pyrrhomerus",-1.40649706843741,1
"876","dremomys_rufigenis",-1.6094379124341,1
"877","dromiciops_gliroides",-3.80316860051606,2
"878","dryomys_laniger",-3.8076629901039,1
"879","dryomys_nitedula",-3.54391368386375,1
"880","dugong_dugon",5.73657229747919,0
"881","dusicyon_australis",3.04846702853786,2
"882","dusicyon_avus",2.56494935746154,1
"883","dyacopterus_spadiceus",-2.47456035773386,1
"884","dymecodon_pilirostris",-4.1227440367438,2
"885","echimys_chrysurus",-0.426944139785289,0
"886","echinops_telfairi",-1.71479842809193,1
"887","echinosorex_gymnura",-0.0439518875291828,2
"888","echiothrix_centrosa",-1.34361808683945,1
"889","echymipera_clara",0.212284807979334,1
"890","echymipera_kalubu",-0.245644816660723,1
"891","echymipera_rufescens",0.0953101798043249,1
"892","ectophylla_alba",-5.14989736142976,0
"893","eidolon_dupreanum",-1.25948551425619,0
"894","eidolon_helvum",-1.37318072197451,0
"895","eira_barbara",1.36353737399727,1
"896","elaphodus_cephalophus",3.51154543883102,0
"897","elaphurus_davidianus",5.00394630594546,0
"898","elephantulus_brachyrhynchus",-3.04702556794154,2
"899","elephantulus_edwardii",-3.03655426807425,2
"900","elephantulus_intufi",-3.00578260940749,2
"901","elephantulus_myurus",-2.94884868765514,2
"902","elephantulus_rufescens",-3.28341434600577,2
"903","elephantulus_rupestris",-2.71205822249975,2
"904","elephas_maximus",8.05832730658096,0
"905","eligmodontia_moreni",-4.01738352108597,1
"906","eligmodontia_morgani",-4.1043948980756,1
"907","eligmodontia_puerulus",-3.55785119170753,1
"908","eligmodontia_typus",-4.0570487774784,1
"909","eliomys_melanurus",-2.9603651297167,1
"910","eliomys_quercinus",-2.16282315061889,1
"911","eliurus_antsingy",-2.37730863918998,0
"912","eliurus_carletoni",-2.52323176410967,0
"913","eliurus_ellermani",-2.30258509299405,0
"914","eliurus_grandidieri",-2.97592964625781,1
"915","eliurus_majori",-2.30258509299405,0
"916","eliurus_minor",-3.35240721749272,0
"917","eliurus_myoxinus",-2.77258872223978,0
"918","eliurus_tanala",-2.4949569856415,0
"919","eliurus_webbi",-2.62416871712151,0
"920","ellobius_fuscocapillus",-2.52572864430826,0
"921","ellobius_talpinus",-3.2188758248682,0
"922","ellobius_tancrei",-2.73954086819358,0
"923","emballonura_alecto",-5.24004845842406,1
"924","emballonura_beccarii",-5.47267075369281,1
"925","emballonura_dianae",-4.8283137373023,1
"926","emballonura_monticola",-5.16728910414163,1
"927","emballonura_raffrayana",-5.18498868124103,1
"928","emballonura_semicaudata",-5.06720564558465,1
"929","enchisthenes_hartii",-4.13516655674236,1
"930","enhydra_lutris",3.15700042115011,2
"931","eoglaucomys_fimbriatus",-0.339677367570161,1
"932","eolagurus_luteus",-3.64965874096066,0
"933","eonycteris_robusta",-2.55747734262284,0
"934","eonycteris_spelaea",-2.84558961512427,0
"935","eospalax_fontanierii",-1.40649706843741,0
"936","eospalax_rothschildi",-1.42711635564015,0
"937","eospalax_smithii",-0.970219073899711,0
"938","eothenomys_cachinus",-3.48349262438899,1
"939","eothenomys_chinensis",-3.09444824649315,0
"940","eothenomys_custos",-3.48024058900261,0
"941","eothenomys_melanogaster",-3.61191841297781,0
"942","eothenomys_miletus",-3.48349262438899,1
"943","eothenomys_olitor",-3.81671282562382,0
"944","eothenomys_proditor",-3.15825120305177,0
"945","eothenomys_wardi",-3.24676102835774,0
"946","eozapus_setchuanus",-3.42344299060947,0
"947","episoriculus_caudatus",-4.69948086545933,2
"948","episoriculus_fumidus",-5.00564775258522,2
"949","episoriculus_leucops",-4.80362112471193,2
"950","episoriculus_macrurus",-4.29768548624013,2
"951","epomophorus_gambianus",-2.048718369037,0
"952","epomophorus_wahlbergi",-2.39032400730205,0
"953","epomops_franqueti",-2.1294724752854,0
"954","eptesicus_bobrinskoi",-4.87960703168985,2
"955","eptesicus_bottae",-4.25451331437492,2
"956","eptesicus_brasiliensis",-4.65646348037564,2
"957","eptesicus_diminutus",-5.11599580975408,2
"958","eptesicus_furinalis",-4.8665349501225,2
"959","eptesicus_fuscus",-4.04555439805267,2
"960","eptesicus_gobiensis",-4.60517018598809,2
"961","eptesicus_hottentotus",-3.50655789731998,2
"962","eptesicus_nilssonii",-4.56594947283481,2
"963","equus_grevyi",5.85793315448346,0
"964","equus_hemionus",5.29831736654804,0
"965","equus_kiang",5.52146091786225,0
"966","equus_zebra",5.48063892334199,0
"967","eremitalpa_granti",-3.64581996465349,2
"968","eremodipus_lichtensteini",-2.97592964625781,0
"969","eremoryzomys_polius",-2.80511191394534,1
"970","erethizon_dorsatum",1.95802221522433,0
"971","erignathus_barbatus",5.63478960316925,2
"972","erinaceus_amurensis",-0.22314355131421,2
"973","erinaceus_concolor",-0.32989392126109,2
"974","erinaceus_europaeus",-0.260066905418808,2
"975","erinaceus_roumanicus",-0.294371060602578,2
"976","erophylla_bombifrons",-4.24749574171628,1
"977","erophylla_sezekorni",-4.14774533894922,1
"978","erythrocebus_patas",2.0906287310704,0
"979","eschrichtius_robustus",10.2576593662567,2
"980","eubalaena_australis",10.0432494949113,2
"981","eubalaena_glacialis",10.0432494949113,2
"982","eubalaena_japonica",10.0432494949113,2
"983","euchoreutes_naso",-3.72554343848553,2
"984","euderma_maculatum",-4.15409456662788,2
"985","eudiscopus_denticulus",-5.29831736654804,2
"986","eudorcas_rufifrons",3.29582945856949,0
"987","eudorcas_thomsonii",3.02041512999921,0
"988","eulemur_albifrons",0.832909122935104,1
"989","eulemur_cinereiceps",0.65232518603969,0
"990","eulemur_collaris",0.864997437486605,0
"991","eulemur_coronatus",0.500775287912489,0
"992","eulemur_flavifrons",0.615185639090233,0
"993","eulemur_mongoz",0.300104592450338,0
"994","eulemur_rubriventer",0.693147180559945,0
"995","eulemur_rufifrons",0.598836501088704,0
"996","eulemur_rufus",0.864997437486605,0
"997","eulemur_sanfordi",0.810930216216329,0
"998","eumetopias_jubatus",5.73657229747919,2
"999","eumops_auripendulus",-3.55785119170753,2
"1000","eumops_bonariensis",-4.43121687886465,2
"1001","eumops_dabbenei",-2.2595256035336,2
"1002","eumops_floridanus",-3.25969781938846,2
"1003","eumops_glaucinus",-3.34104345884241,2
"1004","eumops_hansae",-4.19306053516126,2
"1005","eumops_maurus",-3.31869616015041,2
"1006","eumops_patagonicus",-4.60517018598809,2
"1007","eumops_perotis",-2.97397078177248,2
"1008","eumops_underwoodi",-2.9058915695542,2
"1009","eumops_wilsoni",-3.3214624136433,2
"1010","euneomys_chinchilloides",-2.43497428103979,0
"1011","euoticus_elegantulus",-1.20397280432594,1
"1012","eupetaurus_cinereus",0.916290731874155,0
"1013","euphractus_sexcinctus",1.56504705709929,1
"1014","eupleres_goudotii",1.09861228866811,2
"1015","euroscaptor_klossi",-2.84043938914796,2
"1016","euroscaptor_longirostris",-3.15355635874756,2
"1017","euroscaptor_mizura",-3.33822258250077,2
"1018","euroscaptor_parvidens",-2.62970123469123,2
"1019","euroscaptor_subanura",-2.81507877386073,2
"1020","euryoryzomys_lamia",-2.80511191394534,1
"1021","euryoryzomys_macconnelli",-2.84731226843572,1
"1022","euryoryzomys_nitidus",-2.89679232569909,1
"1023","euryoryzomys_russatus",-2.80511191394534,1
"1024","euryzygomatomys_spinosus",-1.67397643357167,0
"1025","exilisciurus_concinnus",-3.47699909507844,1
"1026","exilisciurus_exilis",-3.9633162998157,1
"1027","falsistrellus_petersi",-5.03595310208055,2
"1028","felis_chaus",2.00053360657496,2
"1029","felis_margarita",0.926241062727323,2
"1030","felis_nigripes",0.262364264467491,2
"1031","felis_silvestris",1.70474809223843,2
"1032","feresa_attenuata",5.13579843705026,2
"1033","feroculus_feroculus",-3.32423634052603,2
"1034","fossa_fossana",0.405465108108164,1
"1035","fukomys_anselli",-2.45340798272863,1
"1036","fukomys_bocagei",-2.36446049671213,0
"1037","fukomys_damarensis",-1.87535849310437,0
"1038","fukomys_darlingi",-2.73490765527209,1
"1039","fukomys_foxi",-1.9241486572738,0
"1040","fukomys_kafuensis",-2.37515578582888,1
"1041","fukomys_ochraceocinereus",-1.6094379124341,0
"1042","funambulus_layardi",-1.78379129957888,1
"1043","funambulus_palmarum",-2.22192718997659,1
"1044","funambulus_pennantii",-2.3116258376462,1
"1045","funambulus_sublineatus",-2.64648484544406,1
"1046","furipterus_horrens",-5.74460446917646,2
"1047","galago_matschiei",-1.56064774826467,1
"1048","galago_moholi",-1.83258146374831,1
"1049","galago_senegalensis",-1.47972630591244,1
"1050","galagoides_cocos",-1.93794197940614,1
"1051","galagoides_demidoff",-2.81174543744098,1
"1052","galagoides_granti",-1.84073965144977,1
"1053","galagoides_orinus",-2.33304430047875,1
"1054","galagoides_rondoensis",-2.47456035773386,1
"1055","galagoides_thomasi",-2.30558960201434,1
"1056","galea_musteloides",-0.7339691750802,0
"1057","galea_spixii",-1.12024458879522,0
"1058","galemys_pyrenaicus",-2.81008292666736,2
"1059","galenomys_garleppi",-2.82514597297846,0
"1060","galeopterus_variegatus",0.0124225199985571,0
"1061","galictis_cuja",0,1
"1062","galictis_vittata",1.16315080980568,1
"1063","galidia_elegans",-0.22314355131421,1
"1064","galidictis_fasciata",-0.59783700075562,2
"1065","gazella_bennettii",2.94004512980639,0
"1066","gazella_cuvieri",3.2188758248682,0
"1067","gazella_dorcas",3.13549856374578,0
"1068","gazella_gazella",3.1245607497829,0
"1069","gazella_leptoceros",3.10009228887823,0
"1070","gazella_marica",3.00568260440716,0
"1071","gazella_saudiya",2.77258872223978,0
"1072","gazella_spekei",2.99573227355399,0
"1073","gazella_subgutturosa",3.3499040872746,0
"1074","genetta_angolensis",0.500775287912489,2
"1075","genetta_bourloni",0.559615787935423,2
"1076","genetta_cristata",0.916290731874155,2
"1077","genetta_genetta",0.587786664902119,2
"1078","genetta_johnstoni",0.799756915618204,2
"1079","genetta_maculata",0.799756915618204,2
"1080","genetta_pardina",1.1314021114911,1
"1081","genetta_poensis",0.810930216216329,1
"1082","genetta_servalina",0.0535407669280298,2
"1083","genetta_thierryi",0.336472236621213,2
"1084","genetta_tigrina",0.799756915618204,2
"1085","genetta_victoriae",1.09861228866811,2
"1086","geocapromys_brownii",0.405465108108164,0
"1087","geocapromys_ingrahami",-0.22314355131421,0
"1088","geogale_aurita",-4.96184512992682,2
"1089","geomys_arenarius",-1.57987911019256,0
"1090","geomys_attwateri",-2.12193159330079,0
"1091","geomys_breviceps",-2.25189197867853,0
"1092","geomys_bursarius",-1.42503518943632,0
"1093","geomys_knoxjonesi",-1.75735804251072,0
"1094","geomys_pinetis",-2.46510402249182,0
"1095","geomys_texensis",-1.34938400709979,0
"1096","geomys_tropicalis",-1.04982212449868,0
"1097","georychus_capensis",-1.45800520867389,0
"1098","geoxus_valdivianus",-3.45776773315055,2
"1099","gerbilliscus_afra",-2.33304430047875,1
"1100","gerbilliscus_brantsii",-2.16805420003644,1
"1101","gerbilliscus_guineae",-2.27789248040367,1
"1102","gerbilliscus_kempi",-2.29263476214088,1
"1103","gerbilliscus_leucogaster",-2.6200393237795,1
"1104","gerbilliscus_nigricaudus",-2.09557092360972,1
"1105","gerbilliscus_phillipsi",-2.76620911527574,1
"1106","gerbilliscus_robustus",-2.3434070875143,1
"1107","gerbillurus_paeba",-3.75930191841048,0
"1108","gerbillurus_setzeri",-3.26230538279554,0
"1109","gerbillurus_tytonis",-3.47376807449699,0
"1110","gerbillurus_vallinus",-3.34387231504289,0
"1111","gerbillus_amoenus",-3.68887945411394,1
"1112","gerbillus_andersoni",-3.70908216143146,1
"1113","gerbillus_cheesmani",-3.57555076880693,1
"1114","gerbillus_floweri",-2.88240358824699,1
"1115","gerbillus_gerbillus",-3.68887945411394,1
"1116","gerbillus_henleyi",-4.8283137373023,1
"1117","gerbillus_hesperinus",-3.49991335460131,1
"1118","gerbillus_latastei",-3.2289261607217,1
"1119","gerbillus_nancillus",-5.49676830527187,1
"1120","gerbillus_nanus",-3.83970234384852,1
"1121","gerbillus_nigeriae",-3.61935339146533,1
"1122","gerbillus_occiduus",-3.60086857679122,1
"1123","gerbillus_perpallidus",-3.31593753771133,1
"1124","gerbillus_poecilops",-3.45776773315055,1
"1125","gerbillus_pyramidum",-2.95651156040071,1
"1126","gerbillus_tarabuli",-3.15825120305177,1
"1127","giraffa_camelopardalis",6.80238898552984,0
"1128","glaucomys_sabrinus",-1.79576749062559,0
"1129","glaucomys_volans",-2.75043591759865,0
"1130","glauconycteris_argentata",-4.69948086545933,2
"1131","glauconycteris_beatrix",-5.03595310208055,2
"1132","glauconycteris_egeria",-4.87960703168985,2
"1133","glauconycteris_poensis",-4.94766049493487,2
"1134","glauconycteris_variegata",-4.50081017066385,2
"1135","glironia_venusta",-2.17155683058764,1
"1136","glirulus_japonicus",-3.61191841297781,1
"1137","glis_glis",-2.07944154167984,0
"1138","glischropus_tylopus",-5.42615073805792,2
"1139","globicephala_macrorhynchus",6.5875500148248,2
"1140","globicephala_melas",6.68461172766793,2
"1141","glossophaga_commissarisi",-4.72170400224404,1
"1142","glossophaga_leachii",-4.59521985513492,1
"1143","glossophaga_longirostris",-4.43121687886465,1
"1144","glossophaga_morenoi",-4.77952357313287,1
"1145","glossophaga_soricina",-4.66704558970618,1
"1146","glyphonycteris_daviesi",-4.00085421913476,1
"1147","glyphonycteris_sylvestris",-4.73300355749798,1
"1148","golunda_ellioti",-2.79852210426629,0
"1149","gorilla_gorilla",4.79537723705604,0
"1150","gracilinanus_aceramarcae",-3.88733039283777,1
"1151","gracilinanus_agilis",-3.81671282562382,1
"1152","gracilinanus_emiliae",-4.87960703168985,1
"1153","gracilinanus_microtarsus",-3.47376807449699,1
"1154","grammomys_dolichurus",-3.18931702262666,1
"1155","grammomys_ibeanus",-3.18931702262666,1
"1156","grammomys_macmillani",-3.32423634052603,1
"1157","grampus_griseus",5.9597158487934,2
"1158","graomys_centralis",-2.52572864430826,0
"1159","graomys_domorum",-2.28278246569787,0
"1160","graomys_griseoflavus",-2.69562768110365,0
"1161","graphiurus_kelleni",-3.90703546391711,1
"1162","graphiurus_lorraineus",-4.08637639257292,1
"1163","graphiurus_microtis",-4.16691525505694,1
"1164","graphiurus_murinus",-3.50655789731998,1
"1165","graphiurus_ocularis",-3.49660756646681,1
"1166","graphiurus_platyops",-3.07694232897953,1
"1167","gulo_gulo",2.83395424599117,2
"1168","gymnobelideus_leadbeateri",-2.06356819252355,1
"1169","gymnuromys_roberti",-2.32790290097834,1
"1170","habromys_chinanteco",-3.2188758248682,1
"1171","habromys_delicatulus",-4.56594947283481,1
"1172","habromys_ixtlani",-2.37086393374734,1
"1173","habromys_lepturus",-2.46510402249182,1
"1174","habromys_lophurus",-3.2188758248682,1
"1175","habromys_simulatus",-3.2188758248682,1
"1176","halichoerus_grypus",5.06048521398649,2
"1177","handleyomys_alfaroi",-3.40219788199574,1
"1178","handleyomys_chapmani",-2.99573227355399,1
"1179","handleyomys_melanotis",-2.99573227355399,1
"1180","handleyomys_rostratus",-3.1349943408875,1
"1181","handleyomys_saturatior",-3.63061054598996,1
"1182","hapalemur_aureus",0.371563556432483,0
"1183","hapalemur_griseus",-0.105360515657826,0
"1184","hapalomys_delacouri",-2.74419564773856,0
"1185","haplonycteris_fischeri",-4.01738352108597,0
"1186","harpiocephalus_harpia",-4.11659017116942,2
"1187","harpiola_isodon",-5.05145728861651,2
"1188","harpyionycteris_celebensis",-2.26336437984076,0
"1189","harpyionycteris_whiteheadi",-2.20273975802433,0
"1190","heimyscus_fumosus",-4.24749574171628,1
"1191","helarctos_malayanus",3.83945231259331,1
"1192","heliophobius_argenteocinereus",-1.70925824771631,0
"1193","heliosciurus_ruwenzorii",-1.23443201181064,1
"1194","heliosciurus_undulatus",-1.05756631923211,1
"1195","helogale_hirtula",-1.2413285908697,1
"1196","helogale_parvula",-1.20397280432594,1
"1197","hemibelideus_lemuroides",-0.048665171981281,0
"1198","hemicentetes_semispinosus",-1.98195192040258,2
"1199","hemiechinus_auritus",-1.07294454191953,1
"1200","hemigalus_derbyanus",0.842644191705856,2
"1201","hemitragus_jemlahicus",3.56104608260405,0
"1202","herpestes_auropunctatus",-0.726703964088788,1
"1203","herpestes_brachyurus",0.61707574360865,1
"1204","herpestes_edwardsii",0.280808503508609,1
"1205","herpestes_fuscus",0.993251773010283,1
"1206","herpestes_ichneumon",1.64383933915143,1
"1207","herpestes_javanicus",-0.287682072451781,1
"1208","herpestes_naso",1.09861228866811,1
"1209","herpestes_urva",0.622295439587994,1
"1210","hesperoptenus_blanfordi",-5.03595310208055,2
"1211","hesperoptenus_tomesi",-3.47376807449699,2
"1212","heterocephalus_glaber",-2.90042209374967,0
"1213","heterohyrax_brucei",0.965080896043587,0
"1214","heteromys_anomalus",-2.65926003693278,0
"1215","heteromys_australis",-2.86470401114759,0
"1216","heteromys_desmarestianus",-2.62416871712151,0
"1217","heteromys_gaumeri",-2.75514180863606,0
"1218","heteromys_nelsoni",-2.91507437053654,0
"1219","heteromys_oresterus",-2.59293739400171,0
"1220","hippocamelus_antisensis",4.2282837883379,0
"1221","hippocamelus_bisulcus",4.24849952775446,0
"1222","hippopotamus_amphibius",7.2566429809033,0
"1223","hipposideros_abae",-3.66907682681776,2
"1224","hipposideros_armiger",-2.93746336543002,2
"1225","hipposideros_ater",-5.14989736142976,2
"1226","hipposideros_beatus",-5.00564775258522,2
"1227","hipposideros_bicolor",-4.87960703168985,2
"1228","hipposideros_caffer",-4.66704558970618,2
"1229","hipposideros_calcaratus",-4.47414192358169,2
"1230","hipposideros_cervinus",-4.67774087882293,2
"1231","hipposideros_cineraceus",-5.36019277026612,2
"1232","hipposideros_commersoni",-2.3116258376462,2
"1233","hipposideros_coronatus",-4.65646348037564,2
"1234","hipposideros_coxi",-4.67774087882293,2
"1235","hipposideros_cyclops",-3.39620984015112,2
"1236","hipposideros_demissus",-3.69288747551148,2
"1237","hipposideros_diadema",-3.12812146159974,2
"1238","hipposideros_dinops",-2.63247901425514,2
"1239","hipposideros_doriae",-5.29831736654804,2
"1240","hipposideros_dyacorum",-5.09946650780287,2
"1241","hipposideros_fuliginosus",-4.09835258361964,2
"1242","hipposideros_fulvus",-4.76768911548587,2
"1243","hipposideros_galeritus",-4.80362112471193,2
"1244","hipposideros_gigas",-1.79275996956164,2
"1245","hipposideros_halophyllus",-5.52146091786225,2
"1246","hipposideros_jonesi",-5.20300718674371,2
"1247","hipposideros_khaokhouayensis",-4.7444322533216,2
"1248","hipposideros_larvatus",-3.91703554725169,2
"1249","hipposideros_lekaguli",-3.47054745979695,2
"1250","hipposideros_lylei",-3.2188758248682,2
"1251","hipposideros_obscurus",-4.65646348037564,2
"1252","hipposideros_pelingensis",-2.87883852208249,2
"1253","hipposideros_pomona",-5.08320598693109,2
"1254","hipposideros_pratti",-2.88240358824699,2
"1255","hipposideros_pygmaeus",-5.65499231048677,2
"1256","hipposideros_ridleyi",-4.73300355749798,2
"1257","hipposideros_rotalis",-4.67774087882293,2
"1258","hipposideros_ruber",-4.59521985513492,2
"1259","hipposideros_scutinares",-3.2188758248682,2
"1260","hipposideros_speoris",-4.56594947283481,2
"1261","hipposideros_vittatus",-2.05650657039734,2
"1262","hippotragus_equinus",5.59841344044357,0
"1263","hippotragus_niger",5.42714716146319,0
"1264","hodomys_alleni",-1.0007598885006,1
"1265","holochilus_brasiliensis",-1.86433016206289,1
"1266","holochilus_chacarius",-1.58963528513792,1
"1267","holochilus_sciureus",-1.76609172247948,1
"1268","homo_sapiens",4.08597631255158,1
"1269","hoolock_hoolock",1.87180217690159,1
"1270","hoolock_leuconedys",1.97408102602201,1
"1271","hoplomys_gymnurus",-1.42711635564015,1
"1272","hyaena_hyaena",3.73062342348473,1
"1273","hybomys_univittatus",-3.04492251774476,1
"1274","hydrictis_maculicollis",1.38629436111989,2
"1275","hydrochoerus_hydrochaeris",3.91202300542815,0
"1276","hydromys_chrysogaster",-0.734385928576543,2
"1277","hydropotes_inermis",2.63905732961526,0
"1278","hydrurga_leptonyx",5.88610403145016,2
"1279","hyemoschus_aquaticus",2.38416507998647,0
"1280","hyladelphys_kalinowskii",-4.11659017116942,1
"1281","hylaeamys_acritus",-2.86470401114759,1
"1282","hylaeamys_laticeps",-2.64930970607961,1
"1283","hylaeamys_megacephalus",-2.85076650330381,1
"1284","hylaeamys_perenensis",-2.80346038590687,1
"1285","hylaeamys_yunganus",-2.80511191394534,1
"1286","hylobates_agilis",1.73165554515835,1
"1287","hylobates_klossii",1.75785791755237,1
"1288","hylobates_lar",1.58760121782493,1
"1289","hylobates_moloch",1.87180217690159,1
"1290","hylobates_muelleri",1.79175946922805,1
"1291","hylobates_pileatus",1.69377906086785,1
"1292","hylochoerus_meinertzhageni",5.23909800688807,0
"1293","hylomys_megalotis",-2.83872852474433,1
"1294","hylomys_parvus",-3.26230538279554,2
"1295","hylomys_suillus",-2.72113544065087,2
"1296","hylomyscus_aeta",-3.6848874328444,1
"1297","hylomyscus_alleni",-3.9792317551216,1
"1298","hylomyscus_baeri",-3.44828898919601,1
"1299","hylomyscus_denniae",-3.50655789731998,1
"1300","hylomyscus_grandis",-3.41124771751566,0
"1301","hylomyscus_pamfi",-3.66126428708096,1
"1302","hylomyscus_parvus",-4.36615328551759,1
"1303","hylomyscus_stella",-3.90207267457498,1
"1304","hylomyscus_walterverheyeni",-3.66516292749662,1
"1305","hylonycteris_underwoodi",-5.00564775258522,1
"1306","hylopetes_alboniger",-1.3649243353837,1
"1307","hylopetes_lepidus",-2.99573227355399,1
"1308","hylopetes_nigripes",-0.627359440021942,1
"1309","hylopetes_phayrei",-1.48280526150073,1
"1310","hylopetes_spadiceus",-2.47337341397433,1
"1311","hyomys_goliath",-0.201504376210729,0
"1312","hyosciurus_heinrichi",-1.21739582465808,2
"1313","hyperoodon_ampullatus",8.66561319653451,2
"1314","hypogeomys_antimena",0.22314355131421,0
"1315","hypsignathus_monstrosus",-1.09332628423887,1
"1316","hypsiprymnodon_moschatus",-0.653926467406664,1
"1317","hypsugo_savii",-5.05145728861651,2
"1318","hystrix_africaeaustralis",2.70377440623942,0
"1319","hystrix_brachyura",2.13416644136908,0
"1320","hystrix_cristata",2.78809290877575,0
"1321","ia_io",-3.01186165548387,2
"1322","ichneumia_albicauda",1.25276296849537,1
"1323","ictidomys_tridecemlineatus",-2.0272286702329,1
"1324","ictonyx_striatus",0.262364264467491,2
"1325","idionycteris_phyllotis",-4.42284862919414,2
"1326","idiurus_macrotis",-3.50655789731998,0
"1327","indopacetus_pacificus",7.69621263934641,2
"1328","indri_indri",2.07944154167984,0
"1329","inia_geoffrensis",4.86174851338854,2
"1330","irenomys_tarsalis",-3.14191478373207,0
"1331","isoodon_auratus",-0.85566611005772,2
"1332","isoodon_macrourus",0.470003629245736,2
"1333","isoodon_obesulus",-0.25489224962879,2
"1334","isothrix_barbarabrownae",-2.03791579485134,1
"1335","isothrix_bistriata",-0.809680996815897,1
"1336","isothrix_orinoci",-1.12608626566886,1
"1337","isothrix_pagurus",-1.56064774826467,1
"1338","isothrix_sinnamariensis",-1.34707364796661,1
"1339","isthmomys_pirrensis",-1.98050159382493,1
"1340","jaculus_blanfordi",-2.9058915695542,0
"1341","jaculus_jaculus",-2.871746293773,0
"1342","jaculus_orientalis",-1.98050159382493,0
"1343","juliomys_pictipes",-3.77661836842194,0
"1344","juscelinomys_huanchacae",-2.20818441757256,1
"1345","kannabateomys_amblyonyx",-0.510825623765991,0
"1346","kerivoula_hardwickii",-5.38169897548709,2
"1347","kerivoula_intermedia",-5.62682143352007,2
"1348","kerivoula_kachinensis",-5.33913936106829,2
"1349","kerivoula_lenis",-4.99083266680008,2
"1350","kerivoula_minuta",-6.16581793425276,2
"1351","kerivoula_papillosa",-4.62537289330561,2
"1352","kerivoula_pellucida",-5.49676830527187,2
"1353","kerivoula_titania",-5.38169897548709,2
"1354","kerivoula_whiteheadi",-5.54677872584654,2
"1355","kerodon_acrobata",0.266356285737029,0
"1356","kerodon_rupestris",-0.22314355131421,0
"1357","kobus_ellipsiprymnus",5.34710895928788,0
"1358","kobus_kob",4.3630998986729,0
"1359","kobus_leche",4.70726637953911,0
"1360","kobus_megaceros",4.47164336478169,0
"1361","kobus_vardonii",4.26970723986183,0
"1362","kogia_breviceps",6.06726751052348,2
"1363","kogia_sima",5.20985056730872,2
"1364","kunsia_tomentosus",-2.15761932274386,0
"1365","laephotis_botswanae",-4.93367425296013,2
"1366","laephotis_namibensis",-4.8665349501225,2
"1367","laephotis_wintoni",-5.11599580975408,2
"1368","lagenodelphis_hosei",5.0998664278242,2
"1369","lagenorhynchus_acutus",5.2040066870768,2
"1370","lagenorhynchus_albirostris",5.19295685089021,2
"1371","lagenorhynchus_australis",4.78749174278205,2
"1372","lagenorhynchus_cruciger",4.70048036579242,2
"1373","lagenorhynchus_obliquidens",4.78749174278205,2
"1374","lagenorhynchus_obscurus",4.84811636459848,2
"1375","lagidium_viscacia",0.431782416425538,0
"1376","lagorchestes_conspicillatus",1.11514159061932,0
"1377","lagorchestes_hirsutus",0.235072122179483,0
"1378","lagostomus_maximus",1.53632944061346,0
"1379","lagostrophus_fasciatus",0.53062825106217,0
"1380","lagothrix_cana",1.85629799036563,0
"1381","lagothrix_lagotricha",1.9152889255012,1
"1382","lagothrix_lugens",1.79175946922805,0
"1383","lagothrix_poeppigii",1.43508452528932,1
"1384","lagurus_lagurus",-3.8971343929344,0
"1385","lama_guanicoe",4.78749174278205,0
"1386","lamottemys_okuensis",-2.88061946645349,1
"1387","laonastes_aenigmamus",-0.980829253011726,0
"1388","lariscus_insignis",-1.74296930505862,0
"1389","lasionycteris_noctivagans",-4.55638002181866,2
"1390","lasiopodomys_brandtii",-2.36659042296996,0
"1391","lasiopodomys_mandarinus",-2.82514597297846,0
"1392","lasiorhinus_krefftii",3.44839898314645,0
"1393","lasiorhinus_latifrons",3.23867845216438,0
"1394","lasiurus_atratus",-3.94248221291285,2
"1395","lasiurus_blossevillii",-4.3428059215206,2
"1396","lasiurus_borealis",-4.53751153751428,2
"1397","lasiurus_cinereus",-3.67695088324866,2
"1398","lasiurus_ega",-4.32753844938981,2
"1399","lasiurus_intermedius",-3.77226106305299,2
"1400","lasiurus_seminolus",-4.61522052184159,2
"1401","lasiurus_xanthinus",-4.53751153751428,2
"1402","latidens_salimalii",-2.89679232569909,0
