"","Order.1.2","Binomial.1.2","log_mass_kg","diet7"
"771","Cetartiodactyla","damaliscus_pygargus",4.62497281328427,0
"772","Dasyuromorphia","dasycercus_cristicauda",-2.30258509299405,5
"773","Dasyuromorphia","dasykaluta_rosamondae",-3.54737989184024,5
"774","Rodentia","dasymys_incomtus",-2.40572585191356,0
"775","Rodentia","dasymys_rufulus",-2.42701517137222,0
"776","Rodentia","dasyprocta_fuliginosa",1.25276296849537,4
"777","Rodentia","dasyprocta_leporina",1.10525683138678,4
"778","Rodentia","dasyprocta_punctata",0.98394938034797,4
"779","Cingulata","dasypus_hybridus",0.405465108108164,3
"780","Cingulata","dasypus_kappleri",2.2512917986065,3
"781","Cingulata","dasypus_novemcinctus",1.43598887814374,3
"782","Cingulata","dasypus_pilosus",1.49177986896587,3
"783","Cingulata","dasypus_sabanicola",0.139761942375159,3
"784","Cingulata","dasypus_septemcinctus",0.42310854328076,3
"785","Cingulata","dasypus_yepesi",0.543660606859564,3
"786","Dasyuromorphia","dasyuroides_byrnei",-2.26528930825035,5
"787","Dasyuromorphia","dasyurus_albopunctatus",-0.450985623409974,5
"788","Dasyuromorphia","dasyurus_geoffroii",0.0953101798043249,5
"789","Dasyuromorphia","dasyurus_hallucatus",-0.644357016390513,6
"790","Dasyuromorphia","dasyurus_maculatus",1.70474809223843,5
"791","Dasyuromorphia","dasyurus_spartacus",0.192766814655493,5
"792","Dasyuromorphia","dasyurus_viverrinus",0.0861776962410524,5
"793","Primates","daubentonia_madagascariensis",0.916290731874155,4
"794","Rodentia","delanymys_brooksi",-5.29831736654804,0
"795","Rodentia","delomys_collinus",-2.57833859458055,4
"796","Rodentia","delomys_dorsalis",-2.69562768110365,4
"797","Rodentia","delomys_sublineatus",-2.40794560865187,4
"798","Cetartiodactyla","delphinapterus_leucas",7.2152399787301,5
"799","Cetartiodactyla","delphinus_capensis",4.85268629868175,5
"800","Cetartiodactyla","delphinus_delphis",4.38202663467388,5
"801","Rodentia","deltamys_kempi",-3.63439126882987,4
"802","Scandentia","dendrogale_melanura",-2.81341071676004,3
"803","Scandentia","dendrogale_murina",-2.99573227355399,3
"804","Hyracoidea","dendrohyrax_dorsalis",1.15530763234465,0
"805","Diprotodontia","dendrolagus_dorianus",2.30939187420697,0
"806","Diprotodontia","dendrolagus_goodfellowi",2.08256166901608,0
"807","Diprotodontia","dendrolagus_lumholtzi",1.90954250488444,0
"808","Diprotodontia","dendrolagus_matschiei",1.94017947434633,0
"809","Rodentia","dendromus_insignis",-4.50081017066385,6
"810","Rodentia","dendromus_melanotis",-4.69948086545933,6
"811","Rodentia","dendromus_mesomelas",-4.50081017066385,6
"812","Rodentia","dendromus_mystacalis",-4.8665349501225,6
"813","Rodentia","dendromus_nyikae",-4.19970507787993,6
"814","Rodentia","deomys_ferrugineus",-2.78062089393705,4
"815","Rodentia","dephomys_defua",-3.14423228187243,4
"816","Eulipotyphla","desmana_moschata",-0.959720289801491,5
"817","Rodentia","desmodilliscus_braueri",-4.60517018598809,0
"818","Rodentia","desmodillus_auricularis",-2.93181894781034,4
"819","Chiroptera","desmodus_rotundus",-3.4673371841667,1
"820","Rodentia","desmomys_harringtoni",-2.40794560865187,4
"821","Chiroptera","diaemus_youngi",-3.31593753771133,1
"822","Perissodactyla","dicerorhinus_sumatrensis",7.14414432020423,0
"823","Perissodactyla","diceros_bicornis",7.07370258985863,0
"824","Chiroptera","diclidurus_albus",-4.16048436472665,3
"825","Chiroptera","diclidurus_ingens",-2.09557092360972,3
"826","Chiroptera","diclidurus_scutatus",-4.31999124375443,3
"827","Rodentia","dicrostonyx_groenlandicus",-2.91139112512024,0
"828","Rodentia","dicrostonyx_hudsonius",-2.86470401114759,0
"829","Rodentia","dicrostonyx_richardsoni",-2.90042209374967,0
"830","Rodentia","dicrostonyx_torquatus",-2.46510402249182,0
"831","Didelphimorphia","didelphis_albiventris",-0.100925918589961,6
"832","Didelphimorphia","didelphis_marsupialis",0.0872780081070606,6
"833","Didelphimorphia","didelphis_virginiana",0.786409811019635,6
"834","Rodentia","dinaromys_bogdanovi",-2.88240358824699,0
"835","Rodentia","dinomys_branickii",2.52572864430826,0
"836","Chiroptera","diphylla_ecaudata",-3.53016776295912,1
"837","Eulipotyphla","diplomesodon_pulchellum",-4.50986000618377,5
"838","Rodentia","diplomys_labilis",-1.48060504059113,0
"839","Rodentia","diplothrix_legata",-0.681416257684247,4
"840","Rodentia","dipodomys_agilis",-2.84903789440319,4
"841","Rodentia","dipodomys_californicus",-2.46510402249182,4
"842","Rodentia","dipodomys_compactus",-3.00983119793349,4
"843","Rodentia","dipodomys_deserti",-2.25856820757727,4
"844","Rodentia","dipodomys_elator",-2.55747734262284,4
"845","Rodentia","dipodomys_gravipes",-2.47693848013882,4
"846","Rodentia","dipodomys_heermanni",-2.63108915996608,4
"847","Rodentia","dipodomys_ingens",-2.01066202628501,4
"848","Rodentia","dipodomys_merriami",-3.17008566069877,4
"849","Rodentia","dipodomys_microps",-2.90772139623128,4
"850","Rodentia","dipodomys_nelsoni",-2.4236234213711,4
"851","Rodentia","dipodomys_nitratoides",-3.12584095890101,4
"852","Rodentia","dipodomys_ordii",-2.80676617404137,4
"853","Rodentia","dipodomys_panamintinus",-2.59427518684337,4
"854","Rodentia","dipodomys_phillipsii",-3.19418321227783,4
"855","Rodentia","dipodomys_simulans",-2.85597033117883,4
"856","Rodentia","dipodomys_spectabilis",-1.99583595782504,4
"857","Rodentia","dipodomys_stephensi",-2.66212126921381,4
"858","Rodentia","dipodomys_venustus",-2.63108915996608,4
"859","Rodentia","dipus_sagitta",-2.4569024533784,0
"860","Diprotodontia","distoechurus_pennatus",-3.12129549652934,4
"861","Chiroptera","dobsonia_inermis",-1.9004588861514,0
"862","Chiroptera","dobsonia_minor",-2.54848563143087,0
"863","Chiroptera","dobsonia_moluccensis",-0.963906585815818,0
"864","Chiroptera","dobsonia_pannietensis",-1.31788832845583,0
"865","Chiroptera","dobsonia_praedatrix",-1.66759682660763,0
"866","Chiroptera","dobsonia_viridis",-1.43548460531066,0
"867","Rodentia","dolichotis_patagonum",2.07944154167984,0
"868","Rodentia","dolichotis_salinicola",0.470003629245736,0
"869","Cetartiodactyla","dorcatragus_megalotis",2.32726794943927,0
"870","Diprotodontia","dorcopsis_hageni",1.70474809223843,0
"871","Diprotodontia","dorcopsulus_vanheurni",0.579866494100979,0
"872","Rodentia","dremomys_gularis",-1.3723914559509,4
"873","Rodentia","dremomys_lokriah",-1.48280526150073,4
"874","Rodentia","dremomys_pernyi",-1.61646252737106,4
"875","Rodentia","dremomys_pyrrhomerus",-1.40649706843741,4
"876","Rodentia","dremomys_rufigenis",-1.6094379124341,4
"877","Microbiotheria","dromiciops_gliroides",-3.80316860051606,3
"878","Rodentia","dryomys_laniger",-3.8076629901039,6
"879","Rodentia","dryomys_nitedula",-3.54391368386375,6
"880","Sirenia","dugong_dugon",5.73657229747919,0
"881","Carnivora","dusicyon_australis",3.04846702853786,1
"882","Carnivora","dusicyon_avus",2.56494935746154,6
"883","Chiroptera","dyacopterus_spadiceus",-2.47456035773386,0
"884","Eulipotyphla","dymecodon_pilirostris",-4.1227440367438,3
"885","Rodentia","echimys_chrysurus",-0.426944139785289,0
"886","Afrosoricida","echinops_telfairi",-1.71479842809193,4
"887","Eulipotyphla","echinosorex_gymnura",-0.0439518875291828,5
"888","Rodentia","echiothrix_centrosa",-1.34361808683945,4
"889","Peramelemorphia","echymipera_clara",0.212284807979334,4
"890","Peramelemorphia","echymipera_kalubu",-0.245644816660723,4
"891","Peramelemorphia","echymipera_rufescens",0.0953101798043249,4
"892","Chiroptera","ectophylla_alba",-5.14989736142976,0
"893","Chiroptera","eidolon_dupreanum",-1.25948551425619,0
"894","Chiroptera","eidolon_helvum",-1.37318072197451,0
"895","Carnivora","eira_barbara",1.36353737399727,6
"896","Cetartiodactyla","elaphodus_cephalophus",3.51154543883102,0
"897","Cetartiodactyla","elaphurus_davidianus",5.00394630594546,0
"898","Macroscelidea","elephantulus_brachyrhynchus",-3.04702556794154,3
"899","Macroscelidea","elephantulus_edwardii",-3.03655426807425,3
"900","Macroscelidea","elephantulus_intufi",-3.00578260940749,3
"901","Macroscelidea","elephantulus_myurus",-2.94884868765514,3
"902","Macroscelidea","elephantulus_rufescens",-3.28341434600577,3
"903","Macroscelidea","elephantulus_rupestris",-2.71205822249975,3
"904","Proboscidea","elephas_maximus",8.05832730658096,0
"905","Rodentia","eligmodontia_moreni",-4.01738352108597,4
"906","Rodentia","eligmodontia_morgani",-4.1043948980756,4
"907","Rodentia","eligmodontia_puerulus",-3.55785119170753,4
"908","Rodentia","eligmodontia_typus",-4.0570487774784,4
"909","Rodentia","eliomys_melanurus",-2.9603651297167,6
"910","Rodentia","eliomys_quercinus",-2.16282315061889,6
"911","Rodentia","eliurus_antsingy",-2.37730863918998,0
"912","Rodentia","eliurus_carletoni",-2.52323176410967,0
"913","Rodentia","eliurus_ellermani",-2.30258509299405,0
"914","Rodentia","eliurus_grandidieri",-2.97592964625781,0
"915","Rodentia","eliurus_majori",-2.30258509299405,0
"916","Rodentia","eliurus_minor",-3.35240721749272,0
"917","Rodentia","eliurus_myoxinus",-2.77258872223978,0
"918","Rodentia","eliurus_tanala",-2.4949569856415,0
"919","Rodentia","eliurus_webbi",-2.62416871712151,0
"920","Rodentia","ellobius_fuscocapillus",-2.52572864430826,0
"921","Rodentia","ellobius_talpinus",-3.2188758248682,0
"922","Rodentia","ellobius_tancrei",-2.73954086819358,0
"923","Chiroptera","emballonura_alecto",-5.24004845842406,4
"924","Chiroptera","emballonura_beccarii",-5.47267075369281,4
"925","Chiroptera","emballonura_dianae",-4.8283137373023,4
"926","Chiroptera","emballonura_monticola",-5.16728910414163,4
"927","Chiroptera","emballonura_raffrayana",-5.18498868124103,4
"928","Chiroptera","emballonura_semicaudata",-5.06720564558465,4
"929","Chiroptera","enchisthenes_hartii",-4.13516655674236,4
"930","Carnivora","enhydra_lutris",3.15700042115011,5
"931","Rodentia","eoglaucomys_fimbriatus",-0.339677367570161,6
"932","Rodentia","eolagurus_luteus",-3.64965874096066,0
"933","Chiroptera","eonycteris_robusta",-2.55747734262284,0
"934","Chiroptera","eonycteris_spelaea",-2.84558961512427,0
"935","Rodentia","eospalax_fontanierii",-1.40649706843741,0
"936","Rodentia","eospalax_rothschildi",-1.42711635564015,0
"937","Rodentia","eospalax_smithii",-0.970219073899711,0
"938","Rodentia","eothenomys_cachinus",-3.48349262438899,0
"939","Rodentia","eothenomys_chinensis",-3.09444824649315,0
"940","Rodentia","eothenomys_custos",-3.48024058900261,0
"941","Rodentia","eothenomys_melanogaster",-3.61191841297781,0
"942","Rodentia","eothenomys_miletus",-3.48349262438899,0
"943","Rodentia","eothenomys_olitor",-3.81671282562382,0
"944","Rodentia","eothenomys_proditor",-3.15825120305177,0
"945","Rodentia","eothenomys_wardi",-3.24676102835774,0
"946","Rodentia","eozapus_setchuanus",-3.42344299060947,0
"947","Eulipotyphla","episoriculus_caudatus",-4.69948086545933,5
"948","Eulipotyphla","episoriculus_fumidus",-5.00564775258522,5
"949","Eulipotyphla","episoriculus_leucops",-4.80362112471193,5
"950","Eulipotyphla","episoriculus_macrurus",-4.29768548624013,5
"951","Chiroptera","epomophorus_gambianus",-2.048718369037,0
"952","Chiroptera","epomophorus_wahlbergi",-2.39032400730205,0
"953","Chiroptera","epomops_franqueti",-2.1294724752854,0
"954","Chiroptera","eptesicus_bobrinskoi",-4.87960703168985,3
"955","Chiroptera","eptesicus_bottae",-4.25451331437492,3
"956","Chiroptera","eptesicus_brasiliensis",-4.65646348037564,3
"957","Chiroptera","eptesicus_diminutus",-5.11599580975408,3
"958","Chiroptera","eptesicus_furinalis",-4.8665349501225,3
"959","Chiroptera","eptesicus_fuscus",-4.04555439805267,3
"960","Chiroptera","eptesicus_gobiensis",-4.60517018598809,3
"961","Chiroptera","eptesicus_hottentotus",-3.50655789731998,3
"962","Chiroptera","eptesicus_nilssonii",-4.56594947283481,3
"963","Perissodactyla","equus_grevyi",5.85793315448346,0
"964","Perissodactyla","equus_hemionus",5.29831736654804,0
"965","Perissodactyla","equus_kiang",5.52146091786225,0
"966","Perissodactyla","equus_zebra",5.48063892334199,0
"967","Afrosoricida","eremitalpa_granti",-3.64581996465349,5
"968","Rodentia","eremodipus_lichtensteini",-2.97592964625781,0
"969","Rodentia","eremoryzomys_polius",-2.80511191394534,4
"970","Rodentia","erethizon_dorsatum",1.95802221522433,0
"971","Carnivora","erignathus_barbatus",5.63478960316925,5
"972","Eulipotyphla","erinaceus_amurensis",-0.22314355131421,5
"973","Eulipotyphla","erinaceus_concolor",-0.32989392126109,5
"974","Eulipotyphla","erinaceus_europaeus",-0.260066905418808,5
"975","Eulipotyphla","erinaceus_roumanicus",-0.294371060602578,5
"976","Chiroptera","erophylla_bombifrons",-4.24749574171628,4
"977","Chiroptera","erophylla_sezekorni",-4.14774533894922,4
"978","Primates","erythrocebus_patas",2.0906287310704,0
"979","Cetartiodactyla","eschrichtius_robustus",10.2576593662567,5
"980","Cetartiodactyla","eubalaena_australis",10.0432494949113,3
"981","Cetartiodactyla","eubalaena_glacialis",10.0432494949113,3
"982","Cetartiodactyla","eubalaena_japonica",10.0432494949113,3
"983","Rodentia","euchoreutes_naso",-3.72554343848553,3
"984","Chiroptera","euderma_maculatum",-4.15409456662788,3
"985","Chiroptera","eudiscopus_denticulus",-5.29831736654804,3
"986","Cetartiodactyla","eudorcas_rufifrons",3.29582945856949,0
"987","Cetartiodactyla","eudorcas_thomsonii",3.02041512999921,0
"988","Primates","eulemur_albifrons",0.832909122935104,4
"989","Primates","eulemur_cinereiceps",0.65232518603969,0
"990","Primates","eulemur_collaris",0.864997437486605,0
"991","Primates","eulemur_coronatus",0.500775287912489,0
"992","Primates","eulemur_flavifrons",0.615185639090233,0
"993","Primates","eulemur_mongoz",0.300104592450338,0
"994","Primates","eulemur_rubriventer",0.693147180559945,0
"995","Primates","eulemur_rufifrons",0.598836501088704,0
"996","Primates","eulemur_rufus",0.864997437486605,0
"997","Primates","eulemur_sanfordi",0.810930216216329,0
"998","Carnivora","eumetopias_jubatus",5.73657229747919,1
"999","Chiroptera","eumops_auripendulus",-3.55785119170753,3
"1000","Chiroptera","eumops_bonariensis",-4.43121687886465,3
"1001","Chiroptera","eumops_dabbenei",-2.2595256035336,3
"1002","Chiroptera","eumops_floridanus",-3.25969781938846,3
"1003","Chiroptera","eumops_glaucinus",-3.34104345884241,3
"1004","Chiroptera","eumops_hansae",-4.19306053516126,3
"1005","Chiroptera","eumops_maurus",-3.31869616015041,3
"1006","Chiroptera","eumops_patagonicus",-4.60517018598809,3
"1007","Chiroptera","eumops_perotis",-2.97397078177248,3
"1008","Chiroptera","eumops_underwoodi",-2.9058915695542,3
"1009","Chiroptera","eumops_wilsoni",-3.3214624136433,3
"1010","Rodentia","euneomys_chinchilloides",-2.43497428103979,0
"1011","Primates","euoticus_elegantulus",-1.20397280432594,4
"1012","Rodentia","eupetaurus_cinereus",0.916290731874155,0
"1013","Cingulata","euphractus_sexcinctus",1.56504705709929,4
"1014","Carnivora","eupleres_goudotii",1.09861228866811,5
"1015","Eulipotyphla","euroscaptor_klossi",-2.84043938914796,3
"1016","Eulipotyphla","euroscaptor_longirostris",-3.15355635874756,3
"1017","Eulipotyphla","euroscaptor_mizura",-3.33822258250077,3
"1018","Eulipotyphla","euroscaptor_parvidens",-2.62970123469123,3
"1019","Eulipotyphla","euroscaptor_subanura",-2.81507877386073,3
"1020","Rodentia","euryoryzomys_lamia",-2.80511191394534,4
"1021","Rodentia","euryoryzomys_macconnelli",-2.84731226843572,4
"1022","Rodentia","euryoryzomys_nitidus",-2.89679232569909,4
"1023","Rodentia","euryoryzomys_russatus",-2.80511191394534,4
"1024","Rodentia","euryzygomatomys_spinosus",-1.67397643357167,0
"1025","Rodentia","exilisciurus_concinnus",-3.47699909507844,4
"1026","Rodentia","exilisciurus_exilis",-3.9633162998157,4
"1027","Chiroptera","falsistrellus_petersi",-5.03595310208055,3
"1028","Carnivora","felis_chaus",2.00053360657496,1
"1029","Carnivora","felis_margarita",0.926241062727323,1
"1030","Carnivora","felis_nigripes",0.262364264467491,1
"1031","Carnivora","felis_silvestris",1.70474809223843,5
"1032","Cetartiodactyla","feresa_attenuata",5.13579843705026,5
"1033","Eulipotyphla","feroculus_feroculus",-3.32423634052603,5
"1034","Carnivora","fossa_fossana",0.405465108108164,6
"1035","Rodentia","fukomys_anselli",-2.45340798272863,4
"1036","Rodentia","fukomys_bocagei",-2.36446049671213,0
"1037","Rodentia","fukomys_damarensis",-1.87535849310437,0
"1038","Rodentia","fukomys_darlingi",-2.73490765527209,4
"1039","Rodentia","fukomys_foxi",-1.9241486572738,0
"1040","Rodentia","fukomys_kafuensis",-2.37515578582888,4
"1041","Rodentia","fukomys_ochraceocinereus",-1.6094379124341,0
"1042","Rodentia","funambulus_layardi",-1.78379129957888,4
"1043","Rodentia","funambulus_palmarum",-2.22192718997659,4
"1044","Rodentia","funambulus_pennantii",-2.3116258376462,4
"1045","Rodentia","funambulus_sublineatus",-2.64648484544406,4
"1046","Chiroptera","furipterus_horrens",-5.74460446917646,3
"1047","Primates","galago_matschiei",-1.56064774826467,4
"1048","Primates","galago_moholi",-1.83258146374831,4
"1049","Primates","galago_senegalensis",-1.47972630591244,4
"1050","Primates","galagoides_cocos",-1.93794197940614,4
"1051","Primates","galagoides_demidoff",-2.81174543744098,4
"1052","Primates","galagoides_granti",-1.84073965144977,4
"1053","Primates","galagoides_orinus",-2.33304430047875,4
"1054","Primates","galagoides_rondoensis",-2.47456035773386,4
"1055","Primates","galagoides_thomasi",-2.30558960201434,4
"1056","Rodentia","galea_musteloides",-0.7339691750802,0
"1057","Rodentia","galea_spixii",-1.12024458879522,0
"1058","Eulipotyphla","galemys_pyrenaicus",-2.81008292666736,5
"1059","Rodentia","galenomys_garleppi",-2.82514597297846,0
"1060","Dermoptera","galeopterus_variegatus",0.0124225199985571,0
"1061","Carnivora","galictis_cuja",0,6
"1062","Carnivora","galictis_vittata",1.16315080980568,6
"1063","Carnivora","galidia_elegans",-0.22314355131421,6
"1064","Carnivora","galidictis_fasciata",-0.59783700075562,5
"1065","Cetartiodactyla","gazella_bennettii",2.94004512980639,0
"1066","Cetartiodactyla","gazella_cuvieri",3.2188758248682,0
"1067","Cetartiodactyla","gazella_dorcas",3.13549856374578,0
"1068","Cetartiodactyla","gazella_gazella",3.1245607497829,0
"1069","Cetartiodactyla","gazella_leptoceros",3.10009228887823,0
"1070","Cetartiodactyla","gazella_marica",3.00568260440716,0
"1071","Cetartiodactyla","gazella_saudiya",2.77258872223978,0
"1072","Cetartiodactyla","gazella_spekei",2.99573227355399,0
"1073","Cetartiodactyla","gazella_subgutturosa",3.3499040872746,0
"1074","Carnivora","genetta_angolensis",0.500775287912489,5
"1075","Carnivora","genetta_bourloni",0.559615787935423,5
"1076","Carnivora","genetta_cristata",0.916290731874155,5
"1077","Carnivora","genetta_genetta",0.587786664902119,5
"1078","Carnivora","genetta_johnstoni",0.799756915618204,5
"1079","Carnivora","genetta_maculata",0.799756915618204,5
"1080","Carnivora","genetta_pardina",1.1314021114911,6
"1081","Carnivora","genetta_poensis",0.810930216216329,6
"1082","Carnivora","genetta_servalina",0.0535407669280298,5
"1083","Carnivora","genetta_thierryi",0.336472236621213,5
"1084","Carnivora","genetta_tigrina",0.799756915618204,5
"1085","Carnivora","genetta_victoriae",1.09861228866811,5
"1086","Rodentia","geocapromys_brownii",0.405465108108164,0
"1087","Rodentia","geocapromys_ingrahami",-0.22314355131421,0
"1088","Afrosoricida","geogale_aurita",-4.96184512992682,5
"1089","Rodentia","geomys_arenarius",-1.57987911019256,0
"1090","Rodentia","geomys_attwateri",-2.12193159330079,0
"1091","Rodentia","geomys_breviceps",-2.25189197867853,0
"1092","Rodentia","geomys_bursarius",-1.42503518943632,0
"1093","Rodentia","geomys_knoxjonesi",-1.75735804251072,0
"1094","Rodentia","geomys_pinetis",-2.46510402249182,0
"1095","Rodentia","geomys_texensis",-1.34938400709979,0
"1096","Rodentia","geomys_tropicalis",-1.04982212449868,0
"1097","Rodentia","georychus_capensis",-1.45800520867389,0
"1098","Rodentia","geoxus_valdivianus",-3.45776773315055,3
"1099","Rodentia","gerbilliscus_afra",-2.33304430047875,4
"1100","Rodentia","gerbilliscus_brantsii",-2.16805420003644,4
"1101","Rodentia","gerbilliscus_guineae",-2.27789248040367,4
"1102","Rodentia","gerbilliscus_kempi",-2.29263476214088,4
"1103","Rodentia","gerbilliscus_leucogaster",-2.6200393237795,4
"1104","Rodentia","gerbilliscus_nigricaudus",-2.09557092360972,4
"1105","Rodentia","gerbilliscus_phillipsi",-2.76620911527574,4
"1106","Rodentia","gerbilliscus_robustus",-2.3434070875143,4
"1107","Rodentia","gerbillurus_paeba",-3.75930191841048,0
"1108","Rodentia","gerbillurus_setzeri",-3.26230538279554,0
"1109","Rodentia","gerbillurus_tytonis",-3.47376807449699,0
"1110","Rodentia","gerbillurus_vallinus",-3.34387231504289,0
"1111","Rodentia","gerbillus_amoenus",-3.68887945411394,4
"1112","Rodentia","gerbillus_andersoni",-3.70908216143146,4
"1113","Rodentia","gerbillus_cheesmani",-3.57555076880693,4
"1114","Rodentia","gerbillus_floweri",-2.88240358824699,4
"1115","Rodentia","gerbillus_gerbillus",-3.68887945411394,4
"1116","Rodentia","gerbillus_henleyi",-4.8283137373023,4
"1117","Rodentia","gerbillus_hesperinus",-3.49991335460131,4
"1118","Rodentia","gerbillus_latastei",-3.2289261607217,4
"1119","Rodentia","gerbillus_nancillus",-5.49676830527187,4
"1120","Rodentia","gerbillus_nanus",-3.83970234384852,4
"1121","Rodentia","gerbillus_nigeriae",-3.61935339146533,4
"1122","Rodentia","gerbillus_occiduus",-3.60086857679122,4
"1123","Rodentia","gerbillus_perpallidus",-3.31593753771133,4
"1124","Rodentia","gerbillus_poecilops",-3.45776773315055,4
"1125","Rodentia","gerbillus_pyramidum",-2.95651156040071,4
"1126","Rodentia","gerbillus_tarabuli",-3.15825120305177,4
"1127","Cetartiodactyla","giraffa_camelopardalis",6.80238898552984,0
"1128","Rodentia","glaucomys_sabrinus",-1.79576749062559,0
"1129","Rodentia","glaucomys_volans",-2.75043591759865,0
"1130","Chiroptera","glauconycteris_argentata",-4.69948086545933,3
"1131","Chiroptera","glauconycteris_beatrix",-5.03595310208055,3
"1132","Chiroptera","glauconycteris_egeria",-4.87960703168985,3
"1133","Chiroptera","glauconycteris_poensis",-4.94766049493487,3
"1134","Chiroptera","glauconycteris_variegata",-4.50081017066385,3
"1135","Didelphimorphia","glironia_venusta",-2.17155683058764,6
"1136","Rodentia","glirulus_japonicus",-3.61191841297781,6
"1137","Rodentia","glis_glis",-2.07944154167984,0
"1138","Chiroptera","glischropus_tylopus",-5.42615073805792,3
"1139","Cetartiodactyla","globicephala_macrorhynchus",6.5875500148248,5
"1140","Cetartiodactyla","globicephala_melas",6.68461172766793,5
"1141","Chiroptera","glossophaga_commissarisi",-4.72170400224404,4
"1142","Chiroptera","glossophaga_leachii",-4.59521985513492,4
"1143","Chiroptera","glossophaga_longirostris",-4.43121687886465,4
"1144","Chiroptera","glossophaga_morenoi",-4.77952357313287,4
"1145","Chiroptera","glossophaga_soricina",-4.66704558970618,4
"1146","Chiroptera","glyphonycteris_daviesi",-4.00085421913476,4
"1147","Chiroptera","glyphonycteris_sylvestris",-4.73300355749798,4
"1148","Rodentia","golunda_ellioti",-2.79852210426629,0
"1149","Primates","gorilla_gorilla",4.79537723705604,0
"1150","Didelphimorphia","gracilinanus_aceramarcae",-3.88733039283777,4
"1151","Didelphimorphia","gracilinanus_agilis",-3.81671282562382,4
"1152","Didelphimorphia","gracilinanus_emiliae",-4.87960703168985,4
"1153","Didelphimorphia","gracilinanus_microtarsus",-3.47376807449699,4
"1154","Rodentia","grammomys_dolichurus",-3.18931702262666,4
"1155","Rodentia","grammomys_ibeanus",-3.18931702262666,4
"1156","Rodentia","grammomys_macmillani",-3.32423634052603,4
"1157","Cetartiodactyla","grampus_griseus",5.9597158487934,5
"1158","Rodentia","graomys_centralis",-2.52572864430826,0
"1159","Rodentia","graomys_domorum",-2.28278246569787,0
"1160","Rodentia","graomys_griseoflavus",-2.69562768110365,0
"1161","Rodentia","graphiurus_kelleni",-3.90703546391711,6
"1162","Rodentia","graphiurus_lorraineus",-4.08637639257292,6
"1163","Rodentia","graphiurus_microtis",-4.16691525505694,6
"1164","Rodentia","graphiurus_murinus",-3.50655789731998,6
"1165","Rodentia","graphiurus_ocularis",-3.49660756646681,6
"1166","Rodentia","graphiurus_platyops",-3.07694232897953,6
"1167","Carnivora","gulo_gulo",2.83395424599117,1
"1168","Diprotodontia","gymnobelideus_leadbeateri",-2.06356819252355,4
"1169","Rodentia","gymnuromys_roberti",-2.32790290097834,0
"1170","Rodentia","habromys_chinanteco",-3.2188758248682,6
"1171","Rodentia","habromys_delicatulus",-4.56594947283481,6
"1172","Rodentia","habromys_ixtlani",-2.37086393374734,6
"1173","Rodentia","habromys_lepturus",-2.46510402249182,6
"1174","Rodentia","habromys_lophurus",-3.2188758248682,6
"1175","Rodentia","habromys_simulatus",-3.2188758248682,6
"1176","Carnivora","halichoerus_grypus",5.06048521398649,5
"1177","Rodentia","handleyomys_alfaroi",-3.40219788199574,4
"1178","Rodentia","handleyomys_chapmani",-2.99573227355399,4
"1179","Rodentia","handleyomys_melanotis",-2.99573227355399,4
"1180","Rodentia","handleyomys_rostratus",-3.1349943408875,4
"1181","Rodentia","handleyomys_saturatior",-3.63061054598996,4
"1182","Primates","hapalemur_aureus",0.371563556432483,0
"1183","Primates","hapalemur_griseus",-0.105360515657826,0
"1184","Rodentia","hapalomys_delacouri",-2.74419564773856,0
"1185","Chiroptera","haplonycteris_fischeri",-4.01738352108597,0
"1186","Chiroptera","harpiocephalus_harpia",-4.11659017116942,3
"1187","Chiroptera","harpiola_isodon",-5.05145728861651,3
"1188","Chiroptera","harpyionycteris_celebensis",-2.26336437984076,0
"1189","Chiroptera","harpyionycteris_whiteheadi",-2.20273975802433,0
"1190","Rodentia","heimyscus_fumosus",-4.24749574171628,4
"1191","Carnivora","helarctos_malayanus",3.83945231259331,6
"1192","Rodentia","heliophobius_argenteocinereus",-1.70925824771631,0
"1193","Rodentia","heliosciurus_ruwenzorii",-1.23443201181064,6
"1194","Rodentia","heliosciurus_undulatus",-1.05756631923211,6
"1195","Carnivora","helogale_hirtula",-1.2413285908697,6
"1196","Carnivora","helogale_parvula",-1.20397280432594,6
"1197","Diprotodontia","hemibelideus_lemuroides",-0.048665171981281,0
"1198","Afrosoricida","hemicentetes_semispinosus",-1.98195192040258,3
"1199","Eulipotyphla","hemiechinus_auritus",-1.07294454191953,6
"1200","Carnivora","hemigalus_derbyanus",0.842644191705856,3
"1201","Cetartiodactyla","hemitragus_jemlahicus",3.56104608260405,0
"1202","Carnivora","herpestes_auropunctatus",-0.726703964088788,6
"1203","Carnivora","herpestes_brachyurus",0.61707574360865,6
"1204","Carnivora","herpestes_edwardsii",0.280808503508609,6
"1205","Carnivora","herpestes_fuscus",0.993251773010283,6
"1206","Carnivora","herpestes_ichneumon",1.64383933915143,6
"1207","Carnivora","herpestes_javanicus",-0.287682072451781,6
"1208","Carnivora","herpestes_naso",1.09861228866811,6
"1209","Carnivora","herpestes_urva",0.622295439587994,6
"1210","Chiroptera","hesperoptenus_blanfordi",-5.03595310208055,3
"1211","Chiroptera","hesperoptenus_tomesi",-3.47376807449699,3
"1212","Rodentia","heterocephalus_glaber",-2.90042209374967,0
"1213","Hyracoidea","heterohyrax_brucei",0.965080896043587,0
